target,candidate,bin,lower,upper,n,events,mean_probability,observed_frequency,sparse
wthr_gt100,M2,3,0.012941215535397463,0.013107123469598433,24538,315,0.01306178853580281,0.012837232048251691,False
wthr_gt100,M2,4,0.013107123469598433,0.01312819117589408,2454,24,0.013114718046870609,0.009779951100244499,False
wthr_gt100,M2,5,0.01312819117589408,0.013293020874204307,7891,92,0.013191813789293957,0.011658851856545431,False
wthr_gt100,M2,6,0.013293020874204307,0.013625851574498969,18293,205,0.013515613248824105,0.011206472421144701,False
wthr_gt100,M2,7,0.013625851574498969,0.0138756961817158,6026,110,0.013734667136553835,0.018254231662794558,False
wthr_gt100,M2,8,0.0138756961817158,0.01569322262619385,12788,211,0.014570381258772228,0.016499843603378167,False
wthr_gt100,M2,9,0.01569322262619385,0.025904323703724298,12631,228,0.019061013086577247,0.01805082732958594,False
wthr_gt100,M2,10,0.025904323703724298,0.6911463276321386,12131,934,0.07759852016327035,0.07699282829115489,False
wthr_gt100,M2,11,0.6911463276321386,1.0,1,1,0.6911463276321386,1.0,True
wthr_gt1000,M0,0,0.0,0.0013463003963027646,0,0,,,True
wthr_gt1000,M0,1,0.0013463003963027646,0.0013499899665270923,11393,17,0.0013491626844484921,0.0014921442991310454,False
wthr_gt1000,M0,2,0.0013499899665270923,0.0013593813740846526,15344,22,0.0013577113265876258,0.0014337851929092805,False
wthr_gt1000,M0,3,0.0013593813740846526,0.0013898228736396719,9740,14,0.0013659338070805354,0.001437371663244353,False
wthr_gt1000,M0,4,0.0013898228736396719,0.0014013002861815033,12772,18,0.0013999921484038264,0.0014093329157532101,False
wthr_gt1000,M0,5,0.0014013002861815033,0.0014080624477124056,17352,21,0.0014025245114836697,0.0012102351313969572,False
wthr_gt1000,M0,6,0.0014080624477124056,0.0014399888512770982,6752,6,0.001420414040391831,0.0008886255924170616,False
wthr_gt1000,M0,7,0.0014399888512770982,0.0014554175537437666,15941,19,0.0014518820153349996,0.0011918951132300357,False
wthr_gt1000,M0,8,0.0014554175537437666,0.0015233134058625162,8117,13,0.0014790785399402975,0.001601576937292103,False
wthr_gt1000,M0,9,0.0015233134058625162,0.0023395512002911747,11995,30,0.0017707517986675415,0.0025010421008753647,False
wthr_gt1000,M0,10,0.0023395512002911747,0.3217659487423891,12250,152,0.012573464873754945,0.012408163265306122,False
wthr_gt1000,M0,11,0.3217659487423891,1.0,0,0,,,True
wthr_gt1000,M1,0,0.0,0.0013463003963027646,0,0,,,True
