scope,role,peak_lower,peak_upper,feature,n,zero_n,positive_n,zero_fraction,min,p05,p25,p50,p75,p95,max,correlation_with_G
fold_2,train,50.0,55.0,I,0,0,0,,,,,,,,,
fold_2,train,50.0,55.0,h,0,0,0,,,,,,,,,
fold_2,train,50.0,55.0,J,0,0,0,,,,,,,,,
fold_2,train,50.0,55.0,x,0,0,0,,,,,,,,,
fold_2,train,55.0,60.0,G,0,0,0,,,,,,,,,
fold_2,train,55.0,60.0,H,0,0,0,,,,,,,,,
fold_2,train,55.0,60.0,I,0,0,0,,,,,,,,,
fold_2,train,55.0,60.0,h,0,0,0,,,,,,,,,
fold_2,train,55.0,60.0,J,0,0,0,,,,,,,,,
fold_2,train,55.0,60.0,x,0,0,0,,,,,,,,,
fold_2,train,60.0,inf,G,0,0,0,,,,,,,,,
fold_2,train,60.0,inf,H,0,0,0,,,,,,,,,
fold_2,train,60.0,inf,I,0,0,0,,,,,,,,,
fold_2,train,60.0,inf,h,0,0,0,,,,,,,,,
fold_2,train,60.0,inf,J,0,0,0,,,,,,,,,
fold_2,train,60.0,inf,x,0,0,0,,,,,,,,,
fold_2,test,0.0,inf,G,24112,0,24112,0.0,2.8,5.8,8.6,11.0,14.0,19.8,34.0,1.0
fold_2,test,0.0,inf,H,24112,17472,6640,0.7246184472461845,0.0,0.0,0.0,0.0,1.0,15.0,24.0,0.795643548906017
fold_2,test,0.0,inf,I,24112,17472,6640,0.7246184472461845,0.0,0.0,0.0,0.0,16.680000000000007,1399.9155000000014,8051.97,0.7051494576696666
fold_2,test,0.0,inf,h,24112,17472,6640,0.7246184472461845,0.0,0.0,0.0,0.0,0.041666666666666664,0.625,1.0,0.7956435489060169
fold_2,test,0.0,inf,J,24112,17472,6640,0.7246184472461845,0.0,0.0,0.0,0.0,0.0037575692041522508,0.3153644706963671,1.8138989511245676,0.7051494576696663
fold_2,test,0.0,inf,x,24112,17472,6640,0.7246184472461845,0.0,0.0,0.0,0.0,0.003750527176082687,0.274113784241631,1.0345710487100457,0.7406415146266241
fold_2,test,0.0,5.0,G,540,0,540,0.0,2.8,3.395,3.8,4.4,4.7,4.9,4.9,1.0
fold_2,test,0.0,5.0,H,540,540,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,test,0.0,5.0,I,540,540,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,test,0.0,5.0,h,540,540,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,test,0.0,5.0,J,540,540,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,test,0.0,5.0,x,540,540,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,test,5.0,10.0,G,8940,0,8940,0.0,5.0,5.595000000000004,6.9,8.1,9.1,9.8,9.9,0.9999999999999998
fold_2,test,5.0,10.0,H,8940,8940,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,test,5.0,10.0,I,8940,8940,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,test,5.0,10.0,h,8940,8940,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,test,5.0,10.0,J,8940,8940,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,test,5.0,10.0,x,8940,8940,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_2,test,10.0,15.0,G,9881,0,9881,0.0,10.0,10.1,11.0,12.0,13.3,14.6,14.9,1.0
fold_2,test,10.0,15.0,H,9881,7992,1889,0.808825017710758,0.0,0.0,0.0,0.0,0.0,4.0,22.0,0.6024914580439712
fold_2,test,10.0,15.0,I,9881,7992,1889,0.808825017710758,0.0,0.0,0.0,0.0,0.0,62.04000000000005,458.45000000000044,0.5555519618481831
fold_2,test,10.0,15.0,h,9881,7992,1889,0.808825017710758,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.9166666666666666,0.6024914580439709
fold_2,test,10.0,15.0,J,9881,7992,1889,0.808825017710758,0.0,0.0,0.0,0.0,0.0,0.013975994809688592,0.1032768346309113,0.5555519618481826
fold_2,test,10.0,15.0,x,9881,7992,1889,0.808825017710758,0.0,0.0,0.0,0.0,0.0,0.013879231131060038,0.09828469212656218,0.5583065737307266
fold_2,test,15.0,20.0,G,3622,0,3622,0.0,15.0,15.1,15.8,16.7,18.1,19.5,19.9,1.0
fold_2,test,15.0,20.0,H,3622,0,3622,0.0,1.0,3.0,5.0,8.0,12.0,19.0,24.0,0.5519743910866465
fold_2,test,15.0,20.0,I,3622,0,3622,0.0,40.04000000000002,93.59600000000012,201.98250000000013,402.9800000000002,793.2250000000001,1679.2120000000004,3717.170000000001,0.7705587764336049
fold_2,test,15.0,20.0,h,3622,0,3622,0.0,0.041666666666666664,0.125,0.20833333333333334,0.3333333333333333,0.5,0.7916666666666666,1.0,0.5519743910866466
fold_2,test,15.0,20.0,J,3622,0,3622,0.0,0.009019968281430224,0.02108473904267592,0.04550139219290661,0.09078088956170707,0.17869291558535183,0.3782826917531719,0.8373815059111882,0.7705587764336049
fold_2,test,15.0,20.0,x,3622,0,3622,0.0,0.00897953134555019,0.020865531845964905,0.04449657141699156,0.0868938489383514,0.16440612547363512,0.32083829641768413,0.6083414634465607,0.7924426680244181
fold_2,test,20.0,25.0,G,903,0,903,0.0,20.0,20.1,20.6,21.4,22.7,24.3,24.9,1.0
fold_2,test,20.0,25.0,H,903,0,903,0.0,3.0,8.0,13.0,16.0,20.0,24.0,24.0,0.21870309434467167
fold_2,test,20.0,25.0,I,903,0,903,0.0,462.5900000000002,797.0210000000002,1463.3200000000004,2107.5,2883.8800000000006,3992.1610000000005,8051.97,0.5222062821298296
fold_2,test,20.0,25.0,h,903,0,903,0.0,0.125,0.3333333333333333,0.5416666666666666,0.6666666666666666,0.8333333333333334,1.0,1.0,0.21870309434467183
fold_2,test,20.0,25.0,J,903,0,903,0.0,0.10420946871395621,0.1795480554354095,0.329647851787774,0.47476481401384085,0.6496629901960786,0.8993298100490197,1.8138989511245676,0.5222062821298294
fold_2,test,20.0,25.0,x,903,0,903,0.0,0.09912966601122186,0.16513135525789077,0.28491408601907947,0.38849852895236964,0.5005710183119788,0.6415010909892875,1.0345710487100457,0.5182046585507996
fold_2,test,25.0,30.0,G,196,0,196,0.0,25.0,25.2,25.6,26.2,27.3,28.825,29.9,1.0
fold_2,test,25.0,30.0,H,196,0,196,0.0,9.0,11.0,15.0,19.0,22.0,24.0,24.0,0.46420487623943835
fold_2,test,25.0,30.0,I,196,0,196,0.0,1005.4100000000003,1460.0400000000004,2662.5600000000004,3602.3800000000006,4504.285000000001,5885.580000000001,7818.639999999999,0.5151945641412866
fold_2,test,25.0,30.0,h,196,0,196,0.0,0.375,0.4583333333333333,0.625,0.7916666666666666,0.9166666666666666,1.0,1.0,0.46420487623943885
fold_2,test,25.0,30.0,J,196,0,196,0.0,0.22649266508073826,0.3289089532871973,0.5998053633217995,0.8115223111303347,1.0146979977652828,1.3258677551903115,1.7613357843137254,0.5151945641412866
fold_2,test,25.0,30.0,x,196,0,196,0.0,0.2041586043322287,0.2843464760997915,0.4698819739221514,0.5941675458800407,0.7004693066158343,0.844093197445904,1.015714542472412,0.49965596810501745
fold_2,test,30.0,35.0,G,30,0,30,0.0,30.0,30.1,30.825,31.5,32.724999999999994,33.61,34.0,1.0
fold_2,test,30.0,35.0,H,30,0,30,0.0,20.0,21.0,21.0,22.0,23.75,24.0,24.0,-0.14667065539033272
fold_2,test,30.0,35.0,I,30,0,30,0.0,3684.9600000000005,4050.850500000001,4951.4450000000015,5918.5,6274.7725,7614.641999999998,7923.18,0.5178575510745896
fold_2,test,30.0,35.0,h,30,0,30,0.0,0.8333333333333334,0.875,0.875,0.9166666666666666,0.9895833333333334,1.0,1.0,-0.14667065539033283
fold_2,test,30.0,35.0,J,30,0,30,0.0,0.8301254325259517,0.912551024545848,1.115431489691465,1.3332837730680507,1.4135426803993658,1.71538035250865,1.7848859212802768,0.5178575510745895
fold_2,test,30.0,35.0,x,30,0,30,0.0,0.6043845068683171,0.6473088319740559,0.7492364872380887,0.8472733123438982,0.8810640937296206,0.9985299461405553,1.0242069107019678,0.5011785401442881
fold_2,test,35.0,40.0,G,0,0,0,,,,,,,,,
fold_2,test,35.0,40.0,H,0,0,0,,,,,,,,,
fold_2,test,35.0,40.0,I,0,0,0,,,,,,,,,
fold_2,test,35.0,40.0,h,0,0,0,,,,,,,,,
fold_2,test,35.0,40.0,J,0,0,0,,,,,,,,,
fold_2,test,35.0,40.0,x,0,0,0,,,,,,,,,
fold_2,test,40.0,45.0,G,0,0,0,,,,,,,,,
fold_2,test,40.0,45.0,H,0,0,0,,,,,,,,,
fold_2,test,40.0,45.0,I,0,0,0,,,,,,,,,
fold_2,test,40.0,45.0,h,0,0,0,,,,,,,,,
fold_2,test,40.0,45.0,J,0,0,0,,,,,,,,,
fold_2,test,40.0,45.0,x,0,0,0,,,,,,,,,
fold_2,test,45.0,50.0,G,0,0,0,,,,,,,,,
fold_2,test,45.0,50.0,H,0,0,0,,,,,,,,,
fold_2,test,45.0,50.0,I,0,0,0,,,,,,,,,
fold_2,test,45.0,50.0,h,0,0,0,,,,,,,,,
fold_2,test,45.0,50.0,J,0,0,0,,,,,,,,,
fold_2,test,45.0,50.0,x,0,0,0,,,,,,,,,
fold_2,test,50.0,55.0,G,0,0,0,,,,,,,,,
fold_2,test,50.0,55.0,H,0,0,0,,,,,,,,,
fold_2,test,50.0,55.0,I,0,0,0,,,,,,,,,
fold_2,test,50.0,55.0,h,0,0,0,,,,,,,,,
fold_2,test,50.0,55.0,J,0,0,0,,,,,,,,,
fold_2,test,50.0,55.0,x,0,0,0,,,,,,,,,
fold_2,test,55.0,60.0,G,0,0,0,,,,,,,,,
fold_2,test,55.0,60.0,H,0,0,0,,,,,,,,,
fold_2,test,55.0,60.0,I,0,0,0,,,,,,,,,
fold_2,test,55.0,60.0,h,0,0,0,,,,,,,,,
fold_2,test,55.0,60.0,J,0,0,0,,,,,,,,,
fold_2,test,55.0,60.0,x,0,0,0,,,,,,,,,
fold_2,test,60.0,inf,G,0,0,0,,,,,,,,,
fold_2,test,60.0,inf,H,0,0,0,,,,,,,,,
fold_2,test,60.0,inf,I,0,0,0,,,,,,,,,
fold_2,test,60.0,inf,h,0,0,0,,,,,,,,,
fold_2,test,60.0,inf,J,0,0,0,,,,,,,,,
fold_2,test,60.0,inf,x,0,0,0,,,,,,,,,
fold_3,train,0.0,inf,G,97544,0,97544,0.0,2.4,5.7,8.5,11.0,14.0,19.7,35.9,1.0
fold_3,train,0.0,inf,H,97544,70443,27101,0.7221664069548102,0.0,0.0,0.0,0.0,2.0,15.0,24.0,0.7970836274999814
fold_3,train,0.0,inf,I,97544,70443,27101,0.7221664069548102,0.0,0.0,0.0,0.0,19.389999999999986,1376.7024999999994,8750.740000000002,0.7067805073613257
fold_3,train,0.0,inf,h,97544,70443,27101,0.7221664069548102,0.0,0.0,0.0,0.0,0.08333333333333333,0.625,1.0,0.7970836274999806
fold_3,train,0.0,inf,J,97544,70443,27101,0.7221664069548102,0.0,0.0,0.0,0.0,0.004433013260173751,0.31474679926840404,2.000626428898034,0.706780507361326
fold_3,train,0.0,inf,x,97544,70443,27101,0.7221664069548102,0.0,0.0,0.0,0.0,0.0044232163992968644,0.2736440990002824,1.0988210765030906,0.7420882645722857
fold_3,train,0.0,5.0,G,2178,0,2178,0.0,2.4,3.4,3.8,4.3,4.7,4.9,4.9,0.9999999999999998
fold_3,train,0.0,5.0,H,2178,2178,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,train,0.0,5.0,I,2178,2178,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,train,0.0,5.0,h,2178,2178,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,train,0.0,5.0,J,2178,2178,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,train,0.0,5.0,x,2178,2178,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,train,5.0,10.0,G,36720,0,36720,0.0,5.0,5.6,6.9,8.1,9.1,9.8,9.9,1.0
fold_3,train,5.0,10.0,H,36720,36720,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,train,5.0,10.0,I,36720,36720,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,train,5.0,10.0,h,36720,36720,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,train,5.0,10.0,J,36720,36720,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,train,5.0,10.0,x,36720,36720,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,train,10.0,15.0,G,39646,0,39646,0.0,10.0,10.1,11.0,12.0,13.3,14.6,14.9,1.0
fold_3,train,10.0,15.0,H,39646,31545,8101,0.795666649851183,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.6303901513058631
fold_3,train,10.0,15.0,I,39646,31545,8101,0.795666649851183,0.0,0.0,0.0,0.0,0.0,72.79999999999998,518.0699999999999,0.5827603490926057
fold_3,train,10.0,15.0,h,39646,31545,8101,0.795666649851183,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.9583333333333334,0.6303901513058634
fold_3,train,10.0,15.0,J,39646,31545,8101,0.795666649851183,0.0,0.0,0.0,0.0,0.0,0.016643804298125283,0.11844307270233195,0.582760349092606
fold_3,train,10.0,15.0,x,39646,31545,8101,0.795666649851183,0.0,0.0,0.0,0.0,0.0,0.016506814122746766,0.11193760454401848,0.5854384248468675
fold_3,train,15.0,20.0,G,14624,0,14624,0.0,15.0,15.1,15.7,16.7,18.1,19.5,19.9,1.0
fold_3,train,15.0,20.0,H,14624,0,14624,0.0,1.0,3.0,5.0,8.0,12.0,19.0,24.0,0.5457553327275522
fold_3,train,15.0,20.0,I,14624,0,14624,0.0,42.75,96.403,211.52,411.4700000000001,804.2775000000001,1681.2279999999998,4225.42,0.768691343757404
fold_3,train,15.0,20.0,h,14624,0,14624,0.0,0.041666666666666664,0.125,0.20833333333333334,0.3333333333333333,0.5,0.7916666666666666,1.0,0.5457553327275523
fold_3,train,15.0,20.0,J,14624,0,14624,0.0,0.00977366255144033,0.022040009144947418,0.04835848193872885,0.09407178783721995,0.18387688614540468,0.38436854138088705,0.9660310928212162,0.7686913437574038
fold_3,train,15.0,20.0,x,14624,0,14624,0.0,0.00972620925607668,0.02180063890531599,0.0472255899777447,0.08990632144218304,0.16879454686421053,0.3252441087359572,0.6760168368701164,0.789427695401124
fold_3,train,20.0,25.0,G,3495,0,3495,0.0,20.0,20.1,20.6,21.4,22.7,24.3,24.9,1.0
fold_3,train,20.0,25.0,H,3495,0,3495,0.0,2.0,8.0,13.0,16.0,20.0,24.0,24.0,0.2178902625844849
fold_3,train,20.0,25.0,I,3495,0,3495,0.0,249.23000000000002,814.46,1481.155,2105.28,2875.71,4037.7169999999996,8117.01,0.5131973260447312
fold_3,train,20.0,25.0,h,3495,0,3495,0.0,0.08333333333333333,0.3333333333333333,0.5416666666666666,0.6666666666666666,0.8333333333333334,1.0,1.0,0.21789026258448493
fold_3,train,20.0,25.0,J,3495,0,3495,0.0,0.05697988111568359,0.1862048468221308,0.3386271147690901,0.4813168724279836,0.6574554183813444,0.923117741197988,1.8557407407407407,0.5131973260447314
fold_3,train,20.0,25.0,x,3495,0,3495,0.0,0.055415672757741306,0.17075900642167036,0.29164454752674673,0.3929314708251994,0.505283545811986,0.653947691428956,1.0493312633052907,0.5092240835845712
fold_3,train,25.0,30.0,G,760,0,760,0.0,25.0,25.1,25.5,26.1,27.2,28.7,29.9,1.0
fold_3,train,25.0,30.0,H,760,0,760,0.0,8.0,11.0,16.0,20.0,22.0,24.0,24.0,0.39169869996719286
fold_3,train,25.0,30.0,I,760,0,760,0.0,1032.51,1517.2,2657.965,3719.41,4324.79,5953.327999999999,8750.740000000002,0.4824607323336011
fold_3,train,25.0,30.0,h,760,0,760,0.0,0.3333333333333333,0.4583333333333333,0.6666666666666666,0.8333333333333334,0.9166666666666666,1.0,1.0,0.39169869996719264
fold_3,train,25.0,30.0,J,760,0,760,0.0,0.2360562414266118,0.34686785550983085,0.6076737540009145,0.8503452217649747,0.9887494284407865,1.3610717878372196,2.000626428898034,0.48246073233360137
fold_3,train,25.0,30.0,x,760,0,760,0.0,0.21192586077261893,0.2977817898020456,0.474788236020005,0.6153721257895081,0.6875060132736078,0.8591150121819339,1.0988210765030906,0.4742754101903111
fold_3,train,30.0,35.0,G,120,0,120,0.0,30.0,30.1,30.8,31.7,32.4,33.7,34.8,0.9999999999999998
fold_3,train,30.0,35.0,H,120,0,120,0.0,14.0,20.0,21.0,22.0,23.0,24.0,24.0,-0.02192487308815466
fold_3,train,30.0,35.0,I,120,0,120,0.0,3574.6100000000006,4732.209999999999,5112.7675,5833.77,6174.230000000001,7094.799999999999,8672.75,0.5800954546352148
fold_3,train,30.0,35.0,h,120,0,120,0.0,0.5833333333333334,0.8333333333333334,0.875,0.9166666666666666,0.9583333333333334,1.0,1.0,-0.02192487308815495
fold_3,train,30.0,35.0,J,120,0,120,0.0,0.8172405121170555,1.0818952903520802,1.168899748513946,1.333737997256516,1.4115752171925013,1.622039323273891,1.9827960676726109,0.5800954546352148
fold_3,train,30.0,35.0,x,120,0,120,0.0,0.5973191483575905,0.7332786761096457,0.774220000688295,0.847471272746061,0.8802800661736017,0.9639523826637887,1.0928611383523876,0.5720265116599187
fold_3,train,35.0,40.0,G,1,0,1,0.0,35.9,35.9,35.9,35.9,35.9,35.9,35.9,
fold_3,train,35.0,40.0,H,1,0,1,0.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,
fold_3,train,35.0,40.0,I,1,0,1,0.0,7747.47,7747.47,7747.47,7747.47,7747.47,7747.47,7747.47,
fold_3,train,35.0,40.0,h,1,0,1,0.0,0.875,0.875,0.875,0.875,0.875,0.875,0.875,
fold_3,train,35.0,40.0,J,1,0,1,0.0,1.7712551440329218,1.7712551440329218,1.7712551440329218,1.7712551440329218,1.7712551440329218,1.7712551440329218,1.7712551440329218,
fold_3,train,35.0,40.0,x,1,0,1,0.0,1.019300338160616,1.019300338160616,1.019300338160616,1.019300338160616,1.019300338160616,1.019300338160616,1.019300338160616,
fold_3,train,40.0,45.0,G,0,0,0,,,,,,,,,
fold_3,train,40.0,45.0,H,0,0,0,,,,,,,,,
fold_3,train,40.0,45.0,I,0,0,0,,,,,,,,,
fold_3,train,40.0,45.0,h,0,0,0,,,,,,,,,
fold_3,train,40.0,45.0,J,0,0,0,,,,,,,,,
fold_3,train,40.0,45.0,x,0,0,0,,,,,,,,,
fold_3,train,45.0,50.0,G,0,0,0,,,,,,,,,
fold_3,train,45.0,50.0,H,0,0,0,,,,,,,,,
fold_3,train,45.0,50.0,I,0,0,0,,,,,,,,,
fold_3,train,45.0,50.0,h,0,0,0,,,,,,,,,
fold_3,train,45.0,50.0,J,0,0,0,,,,,,,,,
fold_3,train,45.0,50.0,x,0,0,0,,,,,,,,,
fold_3,train,50.0,55.0,G,0,0,0,,,,,,,,,
fold_3,train,50.0,55.0,H,0,0,0,,,,,,,,,
fold_3,train,50.0,55.0,I,0,0,0,,,,,,,,,
fold_3,train,50.0,55.0,h,0,0,0,,,,,,,,,
fold_3,train,50.0,55.0,J,0,0,0,,,,,,,,,
fold_3,train,50.0,55.0,x,0,0,0,,,,,,,,,
fold_3,train,55.0,60.0,G,0,0,0,,,,,,,,,
fold_3,train,55.0,60.0,H,0,0,0,,,,,,,,,
fold_3,train,55.0,60.0,I,0,0,0,,,,,,,,,
fold_3,train,55.0,60.0,h,0,0,0,,,,,,,,,
fold_3,train,55.0,60.0,J,0,0,0,,,,,,,,,
fold_3,train,55.0,60.0,x,0,0,0,,,,,,,,,
fold_3,train,60.0,inf,G,0,0,0,,,,,,,,,
fold_3,train,60.0,inf,H,0,0,0,,,,,,,,,
fold_3,train,60.0,inf,I,0,0,0,,,,,,,,,
fold_3,train,60.0,inf,h,0,0,0,,,,,,,,,
fold_3,train,60.0,inf,J,0,0,0,,,,,,,,,
fold_3,train,60.0,inf,x,0,0,0,,,,,,,,,
fold_3,test,0.0,inf,G,24112,0,24112,0.0,2.6,5.8,8.6,11.1,14.2,20.1,35.9,1.0
fold_3,test,0.0,inf,H,24112,17059,7053,0.7074900464499004,0.0,0.0,0.0,0.0,2.0,16.0,24.0,0.8009260009631428
fold_3,test,0.0,inf,I,24112,17059,7053,0.7074900464499004,0.0,0.0,0.0,0.0,33.25999999999996,1619.3095000000008,11161.579999999998,0.7094205886883141
fold_3,test,0.0,inf,h,24112,17059,7053,0.7074900464499004,0.0,0.0,0.0,0.0,0.08333333333333333,0.6666666666666666,1.0,0.8009260009631419
fold_3,test,0.0,inf,J,24112,17059,7053,0.7074900464499004,0.0,0.0,0.0,0.0,0.007604023776863275,0.3702125057155923,2.5518015546410604,0.7094205886883143
fold_3,test,0.0,inf,x,24112,17059,7053,0.7074900464499004,0.0,0.0,0.0,0.0,0.007575258915163814,0.3149658397354687,1.2674549549433862,0.749956965804301
fold_3,test,0.0,5.0,G,520,0,520,0.0,2.6,3.3,3.8,4.3,4.7,4.9,4.9,1.0
fold_3,test,0.0,5.0,H,520,520,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,test,0.0,5.0,I,520,520,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,test,0.0,5.0,h,520,520,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,test,0.0,5.0,J,520,520,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,test,0.0,5.0,x,520,520,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,test,5.0,10.0,G,8815,0,8815,0.0,5.0,5.6,6.9,8.1,9.1,9.8,9.9,1.0
fold_3,test,5.0,10.0,H,8815,8815,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,test,5.0,10.0,I,8815,8815,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,test,5.0,10.0,h,8815,8815,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,test,5.0,10.0,J,8815,8815,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,test,5.0,10.0,x,8815,8815,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fold_3,test,10.0,15.0,G,9792,0,9792,0.0,10.0,10.2,11.0,12.0,13.4,14.6,14.9,0.9999999999999999
fold_3,test,10.0,15.0,H,9792,7724,2068,0.7888071895424836,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.6197288288979859
fold_3,test,10.0,15.0,I,9792,7724,2068,0.7888071895424836,0.0,0.0,0.0,0.0,0.0,73.6,351.93999999999994,0.570767644524564
fold_3,test,10.0,15.0,h,9792,7724,2068,0.7888071895424836,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.9583333333333334,0.6197288288979863
fold_3,test,10.0,15.0,J,9792,7724,2068,0.7888071895424836,0.0,0.0,0.0,0.0,0.0,0.016826703246456333,0.08046181984453588,0.5707676445245637
fold_3,test,10.0,15.0,x,9792,7724,2068,0.7888071895424836,0.0,0.0,0.0,0.0,0.0,0.016686702592380996,0.07738856070377624,0.5737536428789676
fold_3,test,15.0,20.0,G,3719,0,3719,0.0,15.0,15.1,15.7,16.7,18.1,19.5,19.9,0.9999999999999999
fold_3,test,15.0,20.0,H,3719,0,3719,0.0,1.0,3.0,6.0,8.0,13.0,21.0,24.0,0.5115645030348321
fold_3,test,15.0,20.0,I,3719,0,3719,0.0,42.75,92.93499999999996,224.77000000000004,431.02999999999986,845.9900000000001,1750.22,4225.42,0.7629635502332155
fold_3,test,15.0,20.0,h,3719,0,3719,0.0,0.041666666666666664,0.125,0.25,0.3333333333333333,0.5416666666666666,0.875,1.0,0.5115645030348319
fold_3,test,15.0,20.0,J,3719,0,3719,0.0,0.00977366255144033,0.02124714220393232,0.05138774577046183,0.098543667123914,0.1934133516232282,0.40014174668495656,0.9660310928212162,0.7629635502332157
fold_3,test,15.0,20.0,x,3719,0,3719,0.0,0.00972620925607668,0.021024568805893564,0.050110954180696644,0.09398536364454711,0.1768175632668973,0.3365734791281292,0.6760168368701164,0.7839326663707397
fold_3,test,20.0,25.0,G,1025,0,1025,0.0,20.0,20.1,20.6,21.4,22.6,24.4,24.9,0.9999999999999999
fold_3,test,20.0,25.0,H,1025,0,1025,0.0,2.0,8.0,13.0,17.0,22.0,24.0,24.0,0.2058194360678845
fold_3,test,20.0,25.0,I,1025,0,1025,0.0,249.23000000000002,823.6500000000001,1583.83,2296.27,3015.8100000000004,4726.871999999998,8038.93,0.5116182991910858
fold_3,test,20.0,25.0,h,1025,0,1025,0.0,0.08333333333333333,0.3333333333333333,0.5416666666666666,0.7083333333333334,0.9166666666666666,1.0,1.0,0.20581943606788453
fold_3,test,20.0,25.0,J,1025,0,1025,0.0,0.05697988111568359,0.1883058984910837,0.3621010516689529,0.5249817101051669,0.6894855967078191,1.0806748971193412,1.8378898033836306,0.511618299191086
fold_3,test,20.0,25.0,x,1025,0,1025,0.0,0.055415672757741306,0.17252821215243924,0.309028398564652,0.4219824166137928,0.5244241019555301,0.7326893723650063,1.0430607490141597,0.5117219412170746
fold_3,test,25.0,30.0,G,203,0,203,0.0,25.0,25.1,25.45,26.2,27.05,28.79,29.6,1.0
fold_3,test,25.0,30.0,H,203,0,203,0.0,5.0,10.0,16.0,20.0,22.0,24.0,24.0,0.4275241365778692
fold_3,test,25.0,30.0,I,203,0,203,0.0,833.3700000000002,1517.2,2729.3,3810.4700000000003,4630.1849999999995,6842.081999999993,8922.68,0.5591242446873936
fold_3,test,25.0,30.0,h,203,0,203,0.0,0.20833333333333334,0.4166666666666667,0.6666666666666666,0.8333333333333334,0.9166666666666666,1.0,1.0,0.4275241365778693
fold_3,test,25.0,30.0,J,203,0,203,0.0,0.19052812071330597,0.34686785550983085,0.6239826245999085,0.8711636945587563,1.0585699588477366,1.5642620027434826,2.0399359853680843,0.5591242446873935
fold_3,test,25.0,30.0,x,203,0,203,0.0,0.17439700759256918,0.2977817898020456,0.48488151457582124,0.6265605338757696,0.7220115164716324,0.9416314591391475,1.1118364577517101,0.5478302238367296
fold_3,test,30.0,35.0,G,37,0,37,0.0,30.0,30.1,30.7,31.5,32.3,33.76,34.9,1.0
fold_3,test,30.0,35.0,H,37,0,37,0.0,14.0,17.0,21.0,22.0,23.0,24.0,24.0,-0.15301833820236851
fold_3,test,30.0,35.0,I,37,0,37,0.0,3746.6099999999997,4100.182,4921.4400000000005,5858.359999999999,6313.59,9484.291999999996,11161.579999999998,0.28401749467815723
fold_3,test,30.0,35.0,h,37,0,37,0.0,0.5833333333333334,0.7083333333333334,0.875,0.9166666666666666,0.9583333333333334,1.0,1.0,-0.1530183382023687
fold_3,test,30.0,35.0,J,37,0,37,0.0,0.8565637860082304,0.9373987197073617,1.1251577503429357,1.339359853680841,1.4434362139917696,2.1683337905807036,2.5518015546410604,0.2840174946781573
fold_3,test,30.0,35.0,x,37,0,37,0.0,0.618727352250117,0.6612912247828964,0.7538460350765642,0.849877325140327,0.8934053330254773,1.1528447567341795,1.2674549549433862,0.3099968628581742
fold_3,test,35.0,40.0,G,1,0,1,0.0,35.9,35.9,35.9,35.9,35.9,35.9,35.9,
fold_3,test,35.0,40.0,H,1,0,1,0.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,
