Incident Reference,fold,new_date_utc,LAD21CD,y,prediction_eta,training_mean_baseline,prediction_source,target_scale,run_id,purpose,cubic_eta
FREP-10082-I,2,2024-03-31,E07000147,2.3009170358933484,1.6232619385625158,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6232986070744861
FREP-10085-I,2,2024-03-31,E06000034,3.950602487395621,1.440176939621969,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.440295488795188
FREP-10087-I,2,2024-03-31,E06000033,3.1127742939856553,1.5758176711144234,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5759032317465098
FREP-10103-I,2,2024-03-31,E07000069,1.66455721165518,1.5137176690559342,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5136485272278912
FREP-10104-I,2,2024-03-31,E09000003,3.013080911888604,1.4499920260056955,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.450116160839259
FREP-10109-O,4,2023-05-04,E07000242,0.0,1.0614086333563377,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.0656024983983665
FREP-10114-I,2,2024-03-31,E07000144,2.533696813957432,1.4350298618431314,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4350997983006235
FREP-10118-O,4,2022-04-19,E09000005,2.0476928433652555,1.8364996591902085,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8415440462435466
FREP-10122-L,4,2022-03-05,E09000024,2.693500420087479,2.1595009703827066,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1624984994986947
FREP-10123-L,4,2022-03-05,E09000024,3.044522437723423,1.734941359043125,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7373041843164723
FREP-101236-Z,4,2021-04-12,E09000003,-0.2025242641114741,1.9257974980728982,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9027617055108343
FREP-10127-L,3,2022-03-06,E09000013,2.049841071903545,1.9357782297355512,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9488905675531507
FREP-10131-L,3,2022-03-06,E09000033,2.359280436670591,1.6829428135623927,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6940084709872032
FREP-10133-L,4,2022-03-07,E09000021,2.751535313041949,2.0318504074615116,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0380377432867474
FREP-10137-L,4,2022-03-07,E09000028,2.4203681286504293,1.6845143769308617,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6897710095083065
FREP-10146-L,0,2022-03-10,E09000026,1.80280930541464,1.6917615995919744,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6942410686673999
FREP-10160-L,1,2022-04-24,E09000001,0.0,1.2148240995524406,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.2158459574123548
FREP-1018331-A,4,2021-04-09,E09000015,0.0,1.2618623870438197,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.2671186858172299
FREP-10188-O,0,2022-04-27,E07000071,0.0,1.3469428710437354,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.3482457321981292
FREP-10203-L,2,2022-04-28,E09000024,0.0,1.2626862173431057,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.262814610503172
FREP-10211-L,3,2023-02-21,E09000032,0.0,1.7217245405922634,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.70600519976968
FREP-10233-L,2,2022-04-20,E09000025,2.2300144001592104,2.0789253203729308,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0789317666782856
FREP-10252-O,4,2022-05-04,E07000103,2.4069451083182885,2.037657627598627,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0426008317207445
FREP-10255-L,0,2022-05-17,E09000013,0.0,1.1319807964559365,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.1329597463140026
FREP-10267-L,0,2022-05-13,E09000013,0.0,1.1627601260222695,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.1628669634160165
FREP-10276-L,1,2022-05-15,E09000004,0.0,1.290153060441114,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.295864558938311
FREP-10276-O,1,2022-05-06,E07000103,2.6614243597621545,1.5868643663754425,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5807118438801104
FREP-10277-L,1,2022-06-06,E09000012,0.0,1.4462355937619311,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4504227521503004
FREP-102775-G,4,2024-01-31,E07000063,2.0149030205422647,1.5370080760741724,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5340083155694986
FREP-10279-L,0,2022-05-12,E09000032,0.0,1.30858714468511,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.3098645417150276
FREP-10284-O,1,2022-05-06,E07000103,2.5636664836486474,1.4944028631484287,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4984158277708424
FREP-10286-L,3,2022-05-21,E09000026,0.0,1.350580938355162,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.3566941552973344
FREP-10304-O,3,2022-02-21,E07000146,2.9601050959108397,2.626950548547984,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.588734372154263
FREP-10311-O,0,2022-09-23,E07000067,0.0,1.151237806750076,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.151833118704003
FREP-10319-O,3,2022-06-17,E07000070,0.0,1.2541070611610516,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.2426703430921837
FREP-10339-L,1,2022-07-11,E09000019,0.0,1.283040372027373,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.2763133114804937
FREP-10356-O,1,2022-05-19,E07000070,1.882006347075833,2.0128566724947374,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0158764868170755
FREP-103567-G,1,2024-01-30,E07000215,0.0,1.053079179647048,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.055426961052011
FREP-10359-O,1,2022-05-19,E07000071,2.0193376176101303,2.002072401462978,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0093899064242198
FREP-10364-L,1,2022-07-14,E09000033,0.0,1.3159083677884948,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.3196320685408076
FREP-10368-L,2,2022-06-28,E09000033,0.0,1.469440975902168,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.469371692500494
FREP-10388-L,3,2023-02-21,E09000028,0.0,1.7410487211909964,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.72520103281884
FREP-10389-L,3,2023-02-21,E09000028,0.0,1.711377705092754,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7037948110024055
FREP-1039241-A,0,2021-05-01,E07000103,0.0,1.1987910369462087,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.2006383091421222
FREP-10394-L,4,2023-09-21,E09000033,0.0,1.3834954541326923,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.3891938907839856
FREP-10399-L,3,2022-08-11,E09000033,0.0,1.2565505406062003,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.2581167350352713
FREP-104267-Z,4,2023-06-13,E07000095,0.45953232937844013,1.794895530853421,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7964522573058164
FREP-10434-O,4,2022-05-23,E09000014,2.0918640616783932,1.9938746357737538,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.9899455217335424
FREP-10451-L,2,2023-04-01,E09000024,0.0,1.2397156130635616,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.2398727473298727
FREP-10454-O,3,2022-05-26,E09000016,2.614959778036198,1.6462559595941824,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6528382409857258
FREP-10456-O,3,2022-05-26,E09000016,2.0835995518284998,1.7797230723888928,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7883124034131812
FREP-10461-L,2,2022-09-08,E09000007,0.0,1.3287377840084398,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.3289013638156022
FREP-10466-O,3,2022-05-26,E09000015,2.2353763433005955,1.754730107682499,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7632426941951482
FREP-10469-O,1,2022-05-27,E07000242,1.6160824551527688,1.6009794623647828,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6065937630549258
FREP-10470-L,1,2022-09-02,E09000025,0.0,1.2619185237759434,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.2663013802681675
FREP-10484-O,4,2022-05-28,E09000010,3.035753947903477,2.1714663064983926,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1690502762427024
FREP-10494-I,2,2023-10-10,E07000146,-1.791759469228055,1.303676488168,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.3037475056105796
FREP-10496-I,1,2023-09-12,E07000202,0.5784842722398056,1.8410910698034304,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8304393212524726
FREP-10497-I,0,2023-10-05,E06000060,2.362425093350063,1.4348082982895194,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4373120228284604
FREP-10499-I,1,2023-10-26,E06000060,-2.995732273553991,1.8917389635115511,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.895464170437871
FREP-10501-I,4,2023-12-12,E07000076,-1.791759469228055,1.5198028541721447,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5263275320339704
FREP-10502-I,4,2024-01-15,E07000074,-1.455287232606842,1.7596760840093626,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7688226512863772
FREP-10502-L,3,2022-09-20,E09000028,0.0,1.4023893415853381,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.3851179864153933
FREP-10504-L,1,2022-08-17,E09000033,0.0,1.6805579427827262,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6424306587119288
FREP-10505-I,0,2024-03-12,E06000031,-1.3862943611198906,1.6464401932851964,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6482663332315646
FREP-10506-I,1,2024-02-28,E07000096,2.4624337939359418,2.2571347601262035,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.2275792936123593
FREP-10508-I,2,2023-05-18,E06000056,-2.4849066497880004,1.5609761838283926,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5607799470222503
FREP-10509-I,3,2023-08-24,E07000243,-0.2441969605120421,1.720127895304484,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7256988886154292
FREP-10510-L,0,2022-09-05,E09000032,0.0,1.3062903696162407,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.3076580265862414
FREP-10521-L,2,2022-09-27,E09000028,0.0,1.4198154659044997,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.419873859179296
FREP-10525-L,0,2022-10-31,E09000004,0.0,1.3326554595581899,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.3346231274263174
FREP-10543-L,2,2022-09-15,E09000005,3.2354051268194115,2.0452627583913303,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.045403036084481
FREP-10544-L,3,2022-09-17,E09000007,0.0,1.4036614169565795,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4081237824057449
FREP-105469-Z,1,2023-02-07,E06000055,-0.8754687373538999,1.897755834532767,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8862395368410585
FREP-10569-O,3,2022-06-09,E07000073,2.075266170269355,2.3650682488297106,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.3709269293876893
FREP-10571-O,3,2022-06-09,E07000012,2.445241393395569,2.030299920098705,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0349852677715576
FREP-10589-L,1,2023-02-05,E09000032,0.0,1.4738157596476495,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4790059942629532
FREP-10602-L,3,2022-11-28,E09000019,0.0,1.6193903850745157,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5479979231996819
FREP-10605-L,2,2022-10-26,E09000033,0.0,1.2499731520081176,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.2500747010247388
FREP-10608-L,4,2022-10-14,E09000026,2.550746407283543,2.1134197235626853,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.112061190364068
FREP-10610-L,4,2022-10-14,E09000013,2.475136858192195,2.2169695885880687,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.205620055247282
FREP-10614-L,1,2022-10-15,E09000031,2.2318049109329983,2.1139285665321763,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1141525084236044
FREP-10626-L,1,2022-10-19,E07000072,2.826326942026583,1.8994876428667766,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.907647741962054
FREP-106320-G,4,2022-05-23,E07000114,0.0,1.4546105238287104,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4465632279303635
FREP-10681-L,2,2022-11-15,E09000033,0.0,1.4809591489800904,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4810398655443957
FREP-10706-O,3,2022-06-17,E07000071,0.7731898882334817,2.076285551151864,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0822249357777207
FREP-10710-L,2,2023-03-06,E09000020,0.0,1.3245096644123509,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.324620135457947
FREP-10721-L,3,2023-05-05,E09000012,0.0,1.0867817433250695,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.0915654048509607
FREP-10733-L,4,2022-12-12,E09000004,0.0,1.758515294825822,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.7428892052874656
FREP-10744-L,1,2022-12-14,E09000023,0.0,1.583015363946909,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5914098659241869
FREP-10762-L,3,2023-01-04,E09000028,0.0,1.3616933585028494,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.3458733629634008
FREP-10763-L,1,2023-01-26,E09000012,0.0,1.2109009895555805,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.2150770865586304
FREP-107636-Z,0,2021-04-27,E07000147,0.7419373447293773,1.5092770857752371,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5089700120295912
FREP-10768-O,2,2022-06-27,E09000003,-2.70805020110221,2.1961026974680276,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1960957778508763
FREP-10773-L,3,2023-01-06,E09000006,-0.2876820724517809,2.0223748795862826,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.0239623270213203
FREP-10778-L,4,2023-01-07,E09000033,2.0390534807745477,2.186309537079614,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.180878332856291
FREP-10781-L,4,2023-01-07,E09000024,4.970507503005476,1.381714154509731,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.3851301512102705
FREP-10782-L,1,2023-01-08,E09000023,1.6613976513648114,2.0974975843748016,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.101281666558181
FREP-10786-L,0,2023-01-10,E09000033,0.45953232937844013,0.40039852513028373,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,0.4032137069207439
FREP-10789-L,0,2023-01-10,E09000005,0.1823215567939546,1.8489279069723659,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8457674058134854
FREP-107890-Z,1,2024-01-17,E09000003,0.0,1.4517459634411185,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4411620926615674
FREP-10790-L,0,2023-01-11,E09000022,-1.791759469228055,1.2528132116413526,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.2543964139889034
FREP-10792-L,0,2023-01-12,E09000026,-2.0149030205422647,1.3710889079889002,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.3688751299698136
FREP-10793-L,0,2023-01-12,E09000011,1.9810014688665833,1.317884454747784,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.31604081898819
FREP-10793-O,0,2023-02-13,E07000071,0.0,1.4577715771169675,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4600018853671144
FREP-10795-L,3,2023-01-13,E09000033,5.033266162155086,1.6222979999131797,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6196565202385482
FREP-10797-L,2,2023-01-17,E09000021,1.3523928094442093,1.4682737745678502,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4681826037040622
FREP-10798-L,4,2023-01-18,E09000005,0.9096017437233584,2.100413033652994,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,2.1008984567059605
FREP-10799-L,4,2023-01-18,E09000006,-1.791759469228055,1.4814795779417893,1.697813809340063,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4886491419828456
FREP-10801-L,0,2023-01-19,E09000011,-2.995732273553991,0.36002651465490576,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,0.36160534402458033
FREP-10803-L,1,2023-01-22,E09000025,3.871201010907891,1.4586100816552057,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4259321929558686
FREP-10804-L,1,2023-01-22,E09000019,1.496642418288756,1.4418107622476535,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4066455249845795
FREP-10805-L,3,2023-01-23,E07000107,-2.70805020110221,1.3912278955921145,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.362753082389299
FREP-10807-L,3,2023-01-23,E09000019,-0.1823215567939546,1.8186846553646174,1.7049287808795162,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.8093508212945875
FREP-10816-L,1,2023-02-05,E09000022,0.0,1.4365043992053443,1.7043393426533366,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.4394829809206897
FREP-10823-L,2,2023-02-08,E09000028,0.0,1.598909467815227,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.5989662609347057
FREP-10834-L,0,2023-01-31,E09000024,0.0,1.282503534755915,1.678676615917615,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.2842137870951529
FREP-10835-L,2,2023-02-28,E09000025,0.0,1.6021116386906615,1.7120598888602494,OOF_date_group_diagnostic,log_D,R04_B1_all_valid_v1,B1_formal_pending_R04,1.6022293440006596
