Intercept,z_gust_0h,z_precipitation_24h_sum,z_temperature_0h,z_pressure_msl_0h,z_gust_sq,z_gust_pressure,urban_binary,log_population,income_deprivation_rate,deprivation_gap_pct,morans_i,incident_year[2022],incident_year[2023],incident_year[2024],incident_month[2],incident_month[3],incident_month[4],incident_month[5],incident_month[6],incident_month[7],incident_month[8],incident_month[9],incident_month[10],incident_month[11],incident_month[12],z_customers_v2_log1p,z_cust_sq,grid_index,gust
0,-1.4060570088021209,0,0,0,1.9769963120015674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4.1989966555183944
0,-1.3878114466591418,0,0,0,1.92602061147814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4.3311036789297663
0,-1.3695658845161629,0,0,0,1.8757107120305396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4.4632107023411365
0,-1.3513203223731836,0,0,0,1.8260666136587647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4.5953177257525084
0,-1.3330747602302047,0,0,0,1.7770883163628177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4.7274247491638794
0,-1.3148291980872255,0,0,0,1.7287758201426966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4.8595317725752505
0,-1.2965836359442464,0,0,0,1.6811291249984022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4.9916387959866215
0,-1.2783380738012671,0,0,0,1.6341482309299338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5.1237458193979935
0,-1.2600925116582882,0,0,0,1.5878331379372932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5.2558528428093645
0,-1.2418469495153093,0,0,0,1.5421838460204791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5.3879598662207355
0,-1.2236013873723302,0,0,0,1.4972003551794912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5.5200668896321066
0,-1.2053558252293508,0,0,0,1.4528826654143292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5.6521739130434785
0,-1.1871102630863717,0,0,0,1.4092307767249945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5.7842809364548495
0,-1.1688647009433928,0,0,0,1.366244689111487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5.9163879598662206
0,-1.1506191388004139,0,0,0,1.3239244025738062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6.0484949832775916
0,-1.1323735766574348,0,0,0,1.2822699171119514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6.1806020066889626
0,-1.1141280145144554,0,0,0,1.2412812327259226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6.3127090301003346
0,-1.0958824523714765,0,0,0,1.2009583494157214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6.4448160535117056
0,-1.0776368902284974,0,0,0,1.1613012671813465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6.5769230769230766
0,-1.0593913280855183,0,0,0,1.1223099860227983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6.7090301003344477
0,-1.0411457659425392,0,0,0,1.0839845059400766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6.8411371237458187
0,-1.02290020379956,0,0,0,1.0463248269331815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,6.9732441471571907
0,-1.0046546416565809,0,0,0,1.009330949002113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7.1053511705685617
0,-0.98640907951360191,0,0,0,0.97300287214687142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,7.2374581939799327
0,-0.96816351737062289,0,0,0,0.93734059636745637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,7.3695652173913038
0,-0.94991795522764366,0,0,0,0.90234412166386768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7.5016722408026757
0,-0.93167239308466465,0,0,0,0.86801344803610592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7.6337792642140467
0,-0.91342683094168553,0,0,0,0.83434857548417052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,7.7658862876254178
0,-0.89518126879870652,0,0,0,0.80134950400806204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,7.8979933110367888
0,-0.87693570665572729,0,0,0,0.76901623360777982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,8.0301003344481607
0,-0.85869014451274817,0,0,0,0.7373487642833243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,8.1622073578595327
0,-0.84044458236976916,0,0,0,0.7063470960346957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,8.2943143812709028
0,-0.82219902022679026,0,0,0,0.6760112288618938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,8.426421404682273
0,-0.80395345808381113,0,0,0,0.64634116276491826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,8.5585284280936449
0,-0.7857078959408319,0,0,0,0.6173368977437691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,8.6906354515050168
0,-0.767462333797853,0,0,0,0.58899843379844719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8.822742474916387
0,-0.74921677165487377,0,0,0,0.56132577092895131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,8.9548494983277589
0,-0.73097120951189454,0,0,0,0.53431890913528202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,9.0869565217391308
0,-0.71272564736891564,0,0,0,0.50797784841743987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,9.219063545150501
0,-0.69448008522593652,0,0,0,0.48230258877542403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,9.3511705685618729
0,-0.67623452308295751,0,0,0,0.45729313020923501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,9.483277591973243
0,-0.65798896093997838,0,0,0,0.43294947271887241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,9.615384615384615
0,-0.63974339879699915,0,0,0,0.40927161630433628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,9.7474916387959869
0,-0.62149783665402025,0,0,0,0.38625956096562725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,9.8795986622073571
0,-0.60325227451104102,0,0,0,0.36391330670274441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,10.011705685618729
0,-0.58500671236806212,0,0,0,0.34223285351568855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,10.143812709030099
0,-0.56676115022508289,0,0,0,0.32121820140445895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,10.275919732441471
0,-0.54851558808210377,0,0,0,0.30086935036905615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,10.408026755852843
0,-0.53027002593912476,0,0,0,0.28118630040948006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,10.540133779264213
0,-0.51202446379614563,0,0,0,0.26216905152573045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,10.672240802675585
0,-0.4937789016531664,0,0,0,0.24381760371780739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,10.804347826086957
0,-0.4755333395101875,0,0,0,0.22613195698571126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,10.936454849498327
0,-0.45728777736720833,0,0,0,0.20911211132944149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,11.068561872909699
0,-0.43904221522422937,0,0,0,0.19275806674899854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,11.200668896321069
0,-0.42079665308125019,0,0,0,0.17706982324438203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,11.332775919732441
0,-0.40255109093827102,0,0,0,0.16204738081559214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,11.464882943143813
0,-0.38430552879529206,0,0,0,0.14769073946262906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,11.596989966555183
0,-0.36605996665231288,0,0,0,0.13399989918549243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,11.729096989966555
0,-0.34781440450933393,0,0,0,0.12097485998418257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,11.861204013377925
0,-0.32956884236635475,0,0,0,0.10861562185869919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,11.993311036789297
0,-0.31132328022337558,0,0,0,0.096922184809042439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,12.125418060200669
0,-0.29307771808039662,0,0,0,0.085894548835212442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,12.257525083612039
0,-0.27483215593741744,0,0,0,0.075532713937208937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,12.389632107023411
0,-0.25658659379443849,0,0,0,0.065836680115032187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,12.521739130434781
0,-0.23834103165145934,0,0,0,0.056806447368681942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12.653846153846153
0,-0.22009546950848013,0,0,0,0.048442015698158307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,12.785953177257525
0,-0.20184990736550121,0,0,0,0.04074338510346142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,12.918060200668895
0,-0.18360434522252203,0,0,0,0.033710555584591045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,13.050167224080267
0,-0.16535878307954308,0,0,0,0.027343527141547381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,13.182274247491637
0,-0.1471132209365639,0,0,0,0.021642299774330263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,13.314381270903009
0,-0.12886765879358472,0,0,0,0.016606873482939773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,13.446488294314381
0,-0.11062209665060578,0,0,0,0.012237248267375966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,13.578595317725751
0,-0.09237653450762659,0,0,0,0.0085334241276387255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,13.710702341137123
0,-0.074130972364647413,0,0,0,0.0054954010637281187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,13.842809364548495
0,-0.055885410221668472,0,0,0,0.0031231790756441669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,13.974916387959865
0,-0.037639848078689288,0,0,0,0.0014167581633868097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,14.107023411371237
0,-0.01939428593571035,0,0,0,0.00037613832695609228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,14.239130434782608
0,-0.0011487237927311669,0,0,0,1.3195663519866768e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,14.371237458193979
0,0.017096838350248018,0,0,0,0.00029230188157451138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,14.503344481605351
0,0.035342400493226955,0,0,0,0.001249085272623649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,14.635451505016722
0,0.053587962636206139,0,0,0,0.0028716697394994251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,14.767558528428093
0,0.071833524779185073,0,0,0,0.005160055282201796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,14.899665551839464
0,0.090079086922164264,0,0,0,0.0081142419007308245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,15.031772575250836
0,0.10832464906514344,0,0,0,0.011734229595086482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,15.163879598662207
0,0.1265702112081224,0,0,0,0.016020018365268712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,15.295986622073578
0,0.14481577335110157,0,0,0,0.02097160821127762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,15.42809364548495
0,0.1630613354940805,0,0,0,0.026588999133113078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,15.56020066889632
0,0.18130689763705968,0,0,0,0.032872191130775233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,15.692307692307692
0,0.19955245978003888,0,0,0,0.039821184204264039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,15.824414715719064
0,0.21779802192301781,0,0,0,0.047435978353579343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,15.956521739130434
0,0.23604358406599699,0,0,0,0.055716573578721389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,16.088628762541806
0,0.25428914620897619,0,0,0,0.064662969879690071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,16.220735785953178
0,0.27253470835195487,0,0,0,0.0742751672564851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,16.352842809364546
0,0.29078027049493405,0,0,0,0.084553165709107009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,16.484949832775918
0,0.30902583263791322,0,0,0,0.095496965237555548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,16.61705685618729
0,0.3272713947808924,0,0,0,0.10710656584183073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,16.749163879598662
0,0.34551695692387163,0,0,0,0.11938196752193256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,16.881270903010034
0,0.36376251906685081,0,0,0,0.132323170277861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,17.013377926421406
0,0.38200808120982949,0,0,0,0.14593017410961567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,17.145484949832774
0,0.40025364335280866,0,0,0,0.16020297901719735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,17.277591973244146
0,0.41849920549578784,0,0,0,0.17514158500060567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,17.409698996655518
0,0.43674476763876702,0,0,0,0.19074599205984058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,17.54180602006689
0,0.45499032978174619,0,0,0,0.20701620019490216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,17.673913043478262
0,0.47323589192472493,0,0,0,0.22395220940578994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,17.80602006688963
0,0.4914814540677041,0,0,0,0.24155401969250473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,17.938127090301002
0,0.50972701621068328,0,0,0,0.25982163105504619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,18.070234113712374
0,0.52797257835366251,0,0,0,0.27875504349341429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,18.202341137123746
0,0.54621814049664164,0,0,0,0.29835425700760893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,18.334448160535118
0,0.56446370263962031,0,0,0,0.31861927159762971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,18.466555183946486
0,0.58270926478259955,0,0,0,0.33955008726347768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,18.598662207357858
0,0.60095482692557867,0,0,0,0.3611467040051522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,18.73076923076923
0,0.6192003890685579,0,0,0,0.38340912182265346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,18.862876254180602
0,0.63744595121153702,0,0,0,0.40633734071598121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,18.994983277591974
0,0.65569151335451581,0,0,0,0.42993136068513521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,19.127090301003342
0,0.67393707549749493,0,0,0,0.45419118173011619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,19.259197324414714
0,0.69218263764047416,0,0,0,0.47911680385092398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,19.391304347826086
0,0.71042819978345328,0,0,0,0.50470822704755824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,19.523411371237458
0,0.72867376192643252,0,0,0,0.53096545132001927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,19.65551839464883
0,0.74691932406941119,0,0,0,0.5578884766683061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,19.787625418060198
0,0.76516488621239043,0,0,0,0.58547730309242041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,19.91973244147157
0,0.78341044835536955,0,0,0,0.61373193059236109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,20.051839464882942
0,0.80165601049834878,0,0,0,0.64265235916812868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,20.183946488294314
0,0.8199015726413279,0,0,0,0.67223858881972265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,20.316053511705686
0,0.83814713478430714,0,0,0,0.70249061954714354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,20.448160535117058
0,0.85639269692728581,0,0,0,0.73340845135039001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,20.580267558528426
0,0.87463825907026493,0,0,0,0.76499208422946385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,20.712374581939798
0,0.89288382121324417,0,0,0,0.79724151818436462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,20.84448160535117
0,0.9111293833562234,0,0,0,0.83015675321509186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,20.976588628762542
0,0.92937494549920252,0,0,0,0.86373778932164569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,21.108695652173914
0,0.9476205076421812,0,0,0,0.89798462650402522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,21.240802675585282
0,0.96586606978516043,0,0,0,0.93289726476223245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,21.372909698996654
0,0.98411163192813955,0,0,0,0.96847570409626604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,21.505016722408026
0,1.0023571940711189,0,0,0,1.0047199445061268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,21.637123745819398
0,1.020602756214098,0,0,0,1.0416299859918137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,21.76923076923077
0,1.0388483183570767,0,0,0,1.0792058285533261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,21.901337792642138
0,1.0570938805000558,0,0,0,1.1174474721906662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,22.03344481605351
0,1.0753394426430349,0,0,0,1.156354916903833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,22.165551839464882
0,1.0935850047860143,0,0,0,1.1959281626928269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,22.297658862876254
0,1.1118305669289934,0,0,0,1.2361672095576468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,22.429765886287626
