combination,model_id,prediction_type,bin,left,right,first_includes_minimum,n,mean_prediction,mean_observed,bias,requested_quantiles,actual_bins,rule
E0_all,paper,in_sample,1,1.6877936743465356,1.7679645277555764,False,3022,1.7298754389286231,1.7952533639571766,-0.065377925028553968,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,2,1.7679645277555764,1.8240370798241441,False,3022,1.7972107554253824,1.7786111581268149,0.018599597298567392,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,3,1.8240370798241441,1.8725238308297052,False,3022,1.8490031801915914,1.8242290994156198,0.024774080775971524,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,4,1.8725238308297052,1.9141980769245615,False,3022,1.8938215119473845,1.8357174500272757,0.058104061920108994,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,5,1.9141980769245615,1.9540033671228485,False,3021,1.9344044343336153,1.8845455354136058,0.049858898920009241,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,6,1.9540033671228485,1.991477950904385,False,3022,1.9729894216626926,1.9046806685905,0.068308753072192571,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,7,1.991477950904385,2.0256230507613058,False,3022,2.0087863849054144,1.955960046602903,0.052826338302511454,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,8,2.0256230507613058,2.0588599376812109,False,3022,2.0423118991903357,2.0024061613451196,0.039905737845216054,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,9,2.0588599376812109,2.0918449063272422,False,3022,2.0755470959887212,2.0740642745526237,0.001482821436097153,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,10,2.0918449063272422,2.127043198821541,False,3021,2.1094568917712393,2.0681102029930645,0.041346688778174767,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,11,2.127043198821541,2.1629870397769135,False,3022,2.144914966629325,2.1212662831913125,0.02364868343801272,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,12,2.1629870397769135,2.2007039796300045,False,3022,2.1816283557406226,2.1833342076637292,-0.0017058519231066803,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,13,2.2007039796300045,2.2402915118771327,False,3022,2.2200212777526849,2.1946445866333031,0.025376691119381907,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,14,2.2402915118771327,2.2839875401210001,False,3022,2.2617344893504421,2.2095876634223193,0.052146825928123065,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,15,2.2839875401210001,2.336226751784491,False,3021,2.3090498470926586,2.2939206665687486,0.015129180523909786,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,16,2.336226751784491,2.4000197786565662,False,3022,2.3666153233768705,2.3657765367618353,0.00083878661503517405,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,17,2.4000197786565662,2.4919562995628755,False,3022,2.4424175546420548,2.4431766667998414,-0.00075911215778656728,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,18,2.4919562995628755,2.6869355810698883,False,3024,2.5707148128766484,2.6965046581256615,-0.12578984524901335,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,in_sample,19,2.6869355810698883,5.7286465461998857,False,3020,3.2507516770488989,3.3991287098091525,-0.14837703276025394,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,LAD_OOF,0,1.2612971139670357,1.6761375663165521,True,3022,1.5877058784216569,1.7574642036738748,-0.16975832525221782,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,LAD_OOF,1,1.6761375663165521,1.7639789980532641,False,3022,1.7228380159570489,1.8175307421043876,-0.094692726147338813,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,LAD_OOF,2,1.7639789980532641,1.8247677733072609,False,3022,1.7958936511623687,1.7832776681027211,0.012615983059647243,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,LAD_OOF,3,1.8247677733072609,1.8744712818289873,False,3022,1.8504574267164651,1.8672588309176841,-0.016801404201219117,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,LAD_OOF,4,1.8744712818289873,1.9195525928912882,False,3022,1.8973140782444042,1.8910026918904439,0.0063113863539604846,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,LAD_OOF,5,1.9195525928912882,1.9597577028164761,False,3021,1.9400552971690921,1.9227780900258558,0.017277207143236405,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,LAD_OOF,6,1.9597577028164761,1.9974839925376093,False,3022,1.9788706577449295,1.8884607470985517,0.090409910646378183,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,LAD_OOF,7,1.9974839925376093,2.0325426979985974,False,3022,2.0154115119122267,1.9670888477210269,0.048322664191199745,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,LAD_OOF,8,2.0325426979985974,2.0667394864286264,False,3022,2.049937458690632,2.0464605148975745,0.0034769437930577116,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
E0_all,paper,LAD_OOF,9,2.0667394864286264,2.100598020484159,False,3022,2.0836269431498922,2.0950679389497782,-0.011440995799886203,20,20,qcut per prediction series; duplicates=drop; first includes minimum; no label-based adjustment
