task,model,config,validation_group,train_n,validation_n,status,n,mse,rmse,mae,r2,mean_y,mean_pred,residual_mean,sd_ratio,pearson,spearman,calibration_intercept,calibration_slope,sse,sse_between_process_mean,sse_within_process
E_log,G05,"{""max_leaf_nodes"":7,""min_samples_leaf"":50}",P1,49564,270,ok,270,3.864122504206819,1.9657371401606114,1.6651196563258568,0.026268010149273602,2.2553727869836906,2.217031803534542,0.03834098344914832,0.13823482282431684,0.1654695721541565,0.22406221586837904,-0.3984542045642434,1.1970180072820893,1043.3130761358411,0.39690837319892364,1042.9161677626423
E_log,G05,"{""max_leaf_nodes"":7,""min_samples_leaf"":50}",P2,47038,2603,ok,2603,5.240143554344273,2.289135984240402,1.9177460986031045,0.0026796245193189128,3.1054919247043675,2.520815903945852,0.5846760207585152,0.19609811269861774,0.27077082312374695,0.2606243606444407,-0.375232024454077,1.3807926012010798,13640.093671958144,889.8252661977805,12750.268405760362
E_log,G05,"{""max_leaf_nodes"":7,""min_samples_leaf"":50}",P3,49285,509,ok,509,3.7660341270100814,1.9406272509191664,1.6301400649691296,0.041072646821017966,2.139311737452243,2.1576726634566863,-0.018360926004443265,0.1707447362099909,0.20589873955864654,0.21982363484767517,-0.46259618455539364,1.205886307999688,1916.9113706481314,0.1715959143039862,1916.7397747338273
E_log,G05,"{""max_leaf_nodes"":15,""min_samples_leaf"":20}",P1,49564,270,ok,270,3.8479213791767464,1.961611933889256,1.6571747932133059,0.030350580951875816,2.2553727869836906,2.207469069041663,0.04790371794202751,0.13956433156543668,0.18058714625913702,0.23737105895378197,-0.6009482741510426,1.293934805788585,1038.9387723777215,0.6195868720207187,1038.3191855057007
E_log,G05,"{""max_leaf_nodes"":15,""min_samples_leaf"":20}",P2,47038,2603,ok,2603,5.322602841817826,2.307076687459224,1.9238552759342535,-0.0130142828502251,3.1054919247043675,2.461583118662044,0.6439088060423238,0.18991879773979298,0.2684472435585806,0.25871619234024823,-0.37391722730873145,1.4134843246342537,13854.7351972518,1079.252086948509,12775.483110303292
E_log,G05,"{""max_leaf_nodes"":15,""min_samples_leaf"":20}",P3,49285,509,ok,509,3.774006011744524,1.9426801105031481,1.656417313876245,0.03904280373663893,2.139311737452243,2.306342460788607,-0.16703072333636443,0.2224336489567668,0.21494811793344756,0.23783651505951944,-0.08941567668491546,0.9663471284204213,1920.9690599779626,14.20072463197898,1906.7683353459836
E_log,G05,"{""max_leaf_nodes"":15,""min_samples_leaf"":50}",P1,49564,270,ok,270,3.873394179217663,1.9680940473508026,1.6614211276424662,0.02393161254600673,2.2553727869836906,2.206947221678538,0.04842556530515228,0.1368564404361135,0.15802044207070273,0.23131896372180066,-0.29286516575737664,1.1546438119181452,1045.816428388769,0.6331595512833635,1045.1832688374855
E_log,G05,"{""max_leaf_nodes"":15,""min_samples_leaf"":50}",P2,47038,2603,ok,2603,5.274497805144361,2.296627485062469,1.9196625858015859,-0.003858783055201931,3.1054919247043675,2.4869780970419324,0.6185138276624349,0.19183765957236135,0.275630936865179,0.26372251289417964,-0.467779894702296,1.4367926374811235,13729.517786790773,995.8020010900831,12733.71578570069
E_log,G05,"{""max_leaf_nodes"":15,""min_samples_leaf"":50}",P3,49285,509,ok,509,3.7459216182704203,1.9354383530018258,1.6245935815133947,0.04619379923787725,2.139311737452243,2.148017639825404,-0.008705902373160998,0.18887475937563672,0.21677531974520794,0.22780017164272306,-0.3260108510754973,1.1477198989520996,1906.6741036996439,0.03857850269068424,1906.6355251969528
E_log,S05,"{""max_leaf_nodes"":7,""min_samples_leaf"":20}",P1,3110,270,ok,270,4.034788609450784,2.008678324035679,1.662600726375534,-0.016738661113958386,2.2553727869836906,2.0952237463034384,0.1601490406802524,0.1629016994851337,0.049911536986677725,0.07935543696436642,1.6134160864734357,0.3063905235146587,1089.3929245517118,6.924883112317388,1082.4680414393943
E_log,S05,"{""max_leaf_nodes"":7,""min_samples_leaf"":20}",P2,777,2603,ok,2603,6.399783519137816,2.5297793419857424,2.050145471722462,-0.2180266506268056,3.1054919247043675,2.083370181712954,1.0221217429914133,0.2286160433063365,0.0723384111866642,0.0855269724089907,2.4462744582519163,0.3164187873277712,16658.636500315733,2719.4396280615797,13939.196872254155
E_log,S05,"{""max_leaf_nodes"":7,""min_samples_leaf"":20}",P3,2873,509,ok,509,3.934790669537787,1.9836306787146107,1.5870184581911064,-0.0018970287581581147,2.139311737452243,1.9016050997833054,0.2377066376689378,0.23794378973475758,0.14521849164095135,0.17000143185931602,0.9787509823465836,0.6103058701503847,2002.8084507947335,28.760762806262683,1974.0476879884707
E_log,S05,"{""max_leaf_nodes"":7,""min_samples_leaf"":50}",P1,3110,270,ok,270,4.007865713159914,2.00196546252924,1.6874395467053391,-0.009954278540861061,2.2553727869836906,2.2000499280809342,0.055322858902756206,0.15633997493866733,0.0488012226371799,0.07737790764846851,1.5686314311960299,0.31214807765144376,1082.1237425531767,0.8263670536370533,1081.2973754995396
E_log,S05,"{""max_leaf_nodes"":7,""min_samples_leaf"":50}",P2,777,2603,ok,2603,5.449833387050888,2.3344878211399793,1.9460442004862244,-0.03722919487095666,3.1054919247043675,2.4673176147168485,0.6381743099875189,0.274480117967026,0.21062063653364094,0.2058417147997988,1.212210872541762,0.767343872094019,14185.916306493462,1060.1145691627032,13125.80173733076
E_log,S05,"{""max_leaf_nodes"":7,""min_samples_leaf"":50}",P3,2873,509,ok,509,3.902341218772594,1.9754344379838562,1.5970718060597742,0.00636542051472766,2.139311737452243,1.9211409859213433,0.21817075153090004,0.21273812702518308,0.14981495278773266,0.17185401816734758,0.7864012360341603,0.7042223924910186,1986.2916803552505,24.22762470319088,1962.0640556520593
E_log,S05,"{""max_leaf_nodes"":15,""min_samples_leaf"":20}",P1,3110,270,ok,270,4.219092878388959,2.0540430566054253,1.6875040990291414,-0.06318205475268845,2.2553727869836906,2.1076163428894303,0.14775644409426017,0.2200346612405767,-0.021054180289996827,0.0056469183127595855,2.457041625043804,-0.09568574410636628,1139.1550771650188,5.894631028272663,1133.2604461367462
E_log,S05,"{""max_leaf_nodes"":15,""min_samples_leaf"":20}",P2,777,2603,ok,2603,6.497117017052679,2.548944294615455,2.0518283837547306,-0.23655146386533277,3.1054919247043675,2.081262587304526,1.0242293373998417,0.3000513679813158,0.08854650174644713,0.10099618780974079,2.4913020192844035,0.29510447608411133,16911.99559538812,2730.6660497421203,14181.329545646002
E_log,S05,"{""max_leaf_nodes"":15,""min_samples_leaf"":20}",P3,2873,509,ok,509,4.132686964120303,2.0329011201040506,1.5981519931790977,-0.052286420773201,2.139311737452243,1.7967952356431167,0.3425165018091264,0.23086680885723568,0.06688937543999618,0.0488273935100161,1.6187236472861501,0.28973145066235767,2103.5376647372345,59.7146349918847,2043.82302974535
E_log,S05,"{""max_leaf_nodes"":15,""min_samples_leaf"":50}",P1,3110,270,ok,270,4.110362194605569,2.027402820015196,1.673455908290173,-0.035782678836690396,2.2553727869836906,2.1290808531037584,0.12629193387993212,0.21526293440204558,0.03385314248712725,0.07736614722051785,1.9205446955291725,0.15726415038038977,1109.7977925435036,4.30640619204595,1105.4913863514578
E_log,S05,"{""max_leaf_nodes"":15,""min_samples_leaf"":50}",P2,777,2603,ok,2603,5.517348083661134,2.348903591819199,1.950468932191406,-0.050078801351292945,3.1054919247043675,2.4639848451253785,0.6415070795789889,0.298846002525194,0.19667998019117566,0.19394535640187455,1.4838657813539604,0.6581315410922877,14361.657061769933,1071.2160601893543,13290.44100158058
E_log,S05,"{""max_leaf_nodes"":15,""min_samples_leaf"":50}",P3,2873,509,ok,509,3.910375845138832,1.9774670275731103,1.6028422889891578,0.004319601827132535,2.139311737452243,1.9573983186603294,0.18191341879191358,0.22228181553680912,0.13981123688077593,0.13865225807629739,0.9081436396960243,0.62898189194259,1990.3813051756654,16.844078395710127,1973.5372267799553
R_log,B00,{},P1,3110,270,ok,270,2.229608212364914,1.4931872663416714,1.2031188096745242,-0.9107581581969915,1.7064488001878504,2.737340282951359,-1.030891482763509,4.1111072308966e-16,,,,,601.9942173385267,286.93905729327344,315.0551600452534
R_log,B00,{},P2,777,2603,ok,2603,4.476240626990649,2.115712794069802,1.8477999531252718,-0.4577200326085731,2.9275269962016206,1.7419777154654175,1.1855492807362034,1.267128252312252e-16,,,,,11651.65435205666,3658.587033631898,7993.067318424759
R_log,B00,{},P3,2873,509,ok,509,2.4489163361150377,1.5649013822330906,1.2444391270558195,-0.7706611982559215,1.780364889623482,2.812771996924309,-1.032407107300826,7.55233034068124e-16,,,,,1246.4984150825542,542.524997519477,703.973417563077
R_log,B01,"{""lambda"":0}",P1,3110,270,ok,270,94.30850264281993,9.711256491454643,9.635876943975584,-79.82170661767269,1.7064488001878504,-7.929428143787734,9.635876943975584,0.5538771899441574,0.05141967776736957,0.034493045530947154,2.4425842602420627,0.0928358825763411,25463.295713561383,25069.53360944886,393.7621041125188
R_log,B01,"{""lambda"":0}",P2,777,2603,ok,2603,450.1548018951566,21.21685183751719,21.13999455899618,-145.5961567259785,2.9275269962016206,-18.21246756279456,21.13999455899618,0.256693584018439,0.011174244660614912,0.04059763521581984,3.720342169975347,0.04353145289292557,1171752.9493330927,1163279.059991272,8473.889341820624
R_log,B01,"{""lambda"":0}",P3,2873,509,ok,509,235858.7218350787,485.65288204135953,485.6494594412973,-170533.9753540917,1.780364889623482,-483.8690945516738,485.6494594412973,1.1303120857093119,-0.055758702853409316,-0.1150814238112024,-22.089072059840024,-0.049330360666203735,120052089.41405506,120050397.30491278,1692.1091423023818
R_log,B01,"{""lambda"":0.001}",P1,3110,270,ok,270,8.540938431142092,2.9224883970928084,2.6861603501187683,-6.319522638756755,1.7064488001878504,-0.9689115437893961,2.675360343977246,0.5007066649062503,0.0650638444121455,0.04081664097557491,1.8323530757901103,0.12994403504560442,2306.053376408365,1932.5393019340331,373.5140744743311
R_log,B01,"{""lambda"":0.001}",P2,777,2603,ok,2603,97.31483923064457,9.864828393370285,9.706493361680453,-30.691279007930238,2.9275269962016206,-6.7789663654788335,9.706493361680453,0.15964442327493705,0.05114917809284805,0.09312576589214547,5.099469810114739,0.32039439301152267,253310.5265173678,245244.28282904244,8066.243688325308
R_log,B01,"{""lambda"":0.001}",P3,2873,509,ok,509,2.195452079524846,1.4817058005976915,1.1786017608843642,-0.5873967405566392,1.780364889623482,1.0263695076769388,0.7539953819465434,0.4739490257406654,0.05093897257354296,0.02819670045012616,1.6700530093106738,0.10747774508859458,1117.4851084781465,289.3710993223273,828.1140091558191
R_log,B01,"{""lambda"":0.1}",P1,3110,270,ok,270,2.463412959287251,1.569526348707549,1.283743994957555,-1.1111271401237235,1.7064488001878504,2.7995501116657517,-1.0931013114779007,0.3495816750630122,0.050167945727845914,0.02662406847852758,1.3046895316589249,0.14350851119070554,665.1214990075578,322.61502883177076,342.50647017578683
R_log,B01,"{""lambda"":0.1}",P2,777,2603,ok,2603,5.8434151864263075,2.417315698543802,2.130405247786704,-0.9029502848307405,2.9275269962016206,1.2601813826335173,1.6673456135681028,0.09208512649032924,0.05902098268163118,0.08346750521380002,2.1198271385276675,0.6409393669870193,15210.409730267678,7236.447751405718,7973.96197886196
R_log,B01,"{""lambda"":0.1}",P3,2873,509,ok,509,21.223487182090675,4.6068956122415745,4.450740520843301,-14.345401837870122,1.780364889623482,6.225599120759568,-4.4452342311360855,0.35389839907371007,0.09489148741671889,0.07108549856440098,0.1110825131693014,0.26813200530176706,10802.754975684154,10057.89465115899,744.8603245251611
R_log,G02,"{""lambda"":0}",P1,49564,270,ok,270,1.2349488870415855,1.111282541499499,0.842666590610657,-0.058342289817867155,1.7064488001878504,1.9342366728819322,-0.22778787269408163,0.1806192672742415,0.051899459223572315,0.0770012528609969,1.1506618188324549,0.2873417659521965,333.4361995012281,14.009575035553686,319.4266244656744
R_log,G02,"{""lambda"":0}",P2,47038,2603,ok,2603,4.800713849895641,2.191053137168435,1.9143123432103393,-0.5633870770077618,2.9275269962016206,1.6121667863569287,1.315360209844692,0.07429799743300824,0.03752630157406569,0.0430506890096874,2.1132566376085524,0.5050782372418825,12496.258151278353,4503.638969715876,7992.619181562478
R_log,G02,"{""lambda"":0}",P3,49285,509,ok,509,1.3428310796596756,1.1588058852369,0.8915273935922566,0.029081208900146982,1.780364889623482,1.6959342277548424,0.08443066186863954,0.14813971839528556,0.18962096494878528,0.2369480970606068,-0.3904552539551114,1.2800143472854058,683.5010195467748,3.6284251617604606,679.8725943850143
R_log,G02,"{""lambda"":0.001}",P1,49564,270,ok,270,1.2356701121613847,1.1116069953726382,0.8429410258944855,-0.05896037454410297,1.7064488001878504,1.9362122061927705,-0.22976340600491993,0.1802441168397699,0.052066232730715485,0.0771978934482973,1.1471446902328928,0.2888650883235228,333.63093028357383,14.253630139525052,319.3773001440488
R_log,G02,"{""lambda"":0.001}",P2,47038,2603,ok,2603,4.806529137229254,2.1923797885469694,1.9155560290113243,-0.56528086725453,2.9275269962016206,1.610352372767261,1.317174623434359,0.07364915073438232,0.034908595235595245,0.040720092564337756,2.164244071591204,0.4739850342808986,12511.395344207747,4516.072217376417,7995.323126831328
R_log,G02,"{""lambda"":0.001}",P3,49285,509,ok,509,1.3436399522692655,1.1591548439571244,0.8919539700542364,0.028496362728388847,1.780364889623482,1.6958226807428194,0.08454220888066251,0.1472375643963553,0.18793810904364877,0.235898902057302,-0.38423019315164497,1.276427722871929,683.9127357050561,3.6380190069525793,680.2747166981037
R_log,G02,"{""lambda"":0.1}",P1,49564,270,ok,270,1.2540945688201532,1.119863638493613,0.8509989910596042,-0.07475000102459917,1.7064488001878504,1.9846263401512008,-0.2781775399633501,0.1624545965377815,0.055270668235714644,0.07005267570479423,1.0312347628131247,0.34022224925387407,338.60553358144136,20.893340809816536,317.7121927716248
R_log,G02,"{""lambda"":0.1}",P2,47038,2603,ok,2603,4.950484580409449,2.2249684448120717,1.9458800578562487,-0.6121609952041962,2.9275269962016206,1.569313257720192,1.3582137384814286,0.06352483632073118,-0.058018445591114305,-0.04721946768874074,4.360810749956681,-0.9133190882725681,12886.111362805796,4801.870088117415,8084.24127468838
R_log,G02,"{""lambda"":0.1}",P3,49285,509,ok,509,1.370615644255339,1.1707329517252596,0.9063829417171583,0.00899189440848791,1.780364889623482,1.6990322649492104,0.08133262467427148,0.12302747870892466,0.11749632272239856,0.15486559679771927,0.15771891318636078,0.955041296102536,697.6433629259675,3.36703288073061,694.2763300452368
R_log,P00,"{""lambda"":0}",P1,49564,270,ok,270,2.1176428077128833,1.4552122895690798,1.179539558298214,-0.8148046138979361,1.7064488001878504,2.6925938090958095,-0.9861450089079594,0.1369359327242632,0.1364027585885479,0.1640688270115725,-0.9756611180223744,0.9961063971661195,571.7635580824785,262.5701342204014,309.1934238620771
R_log,P00,"{""lambda"":0}",P2,47038,2603,ok,2603,4.822383112419096,2.1959925119223644,1.9189068020114741,-0.5704438285777798,2.9275269962016206,1.6039761194566722,1.3235508767449486,0.07427331230647828,0.0373939012694678,0.04288715252101256,2.1199835760017463,0.5034634932553859,12552.663241626906,4559.901361434035,7992.761880192871
R_log,P00,"{""lambda"":0}",P3,49285,509,ok,509,2.1283272074109485,1.4588787500717626,1.142999088482294,-0.5388628626379999,1.780364889623482,2.680826097347442,-0.9004612077239604,0.1536986112754245,0.23104346918228044,0.2850541544227186,-2.249517727179205,1.5032241818259215,1083.3185485721729,412.71266678738795,670.6058817847849
R_log,P00,"{""lambda"":0.001}",P1,49564,270,ok,270,2.120499463002675,1.4561934840544628,1.1805307871228765,-0.8172527468792621,1.7064488001878504,2.694107734511693,-0.9876589343238426,0.13656801940177915,0.136814527796881,0.1641679094780417,-0.992521860335182,1.0018050228463564,572.5348550107223,263.37694604842125,309.15790896230106
R_log,P00,"{""lambda"":0.001}",P2,47038,2603,ok,2603,4.828152541694204,2.1973057460658962,1.920134621378429,-0.5723226848171725,2.9275269962016206,1.6021897497369317,1.3253372464646889,0.07362621506748902,0.034778043661784004,0.04049950842377668,2.1707174139117056,0.47235952072104914,12567.681066030014,4572.218480303769,7995.462585726247
R_log,P00,"{""lambda"":0.001}",P3,49285,509,ok,509,2.1292926694523944,1.4592096043586043,1.1433398451657866,-0.5395609290235135,1.780364889623482,2.6811413686153878,-0.9007764789919059,0.1529985168204432,0.23045953954723813,0.2843088186706419,-2.258201092014798,1.5062861022221676,1083.8099687512688,413.00171693847324,670.8082518127957
R_log,P00,"{""lambda"":0.1}",P1,49564,270,ok,270,2.0629498375657773,1.4362972664339988,1.1598861516368477,-0.7679331329242627,1.7064488001878504,2.6653638065858796,-0.9589150063980292,0.1203440388053743,0.1436292174676839,0.15771078135552621,-1.4746320543922204,1.1934884261277579,556.9964561427598,248.26985716373974,308.72659897902014
R_log,P00,"{""lambda"":0.1}",P2,47038,2603,ok,2603,4.9533045530817565,2.2256020653031747,1.9464691984556162,-0.6130793396361387,2.9275269962016206,1.568275799501176,1.3592511967004444,0.06352400206708868,-0.05802187796755444,-0.04723595364026085,4.359966768526193,-0.9133851155391104,12893.451751671812,4809.208612349329,8084.2431393224815
R_log,P00,"{""lambda"":0.1}",P3,49285,509,ok,509,2.0144558057273505,1.4193152594569505,1.105265961765823,-0.4565294363879129,1.780364889623482,2.604902734853785,-0.8245378452303032,0.12632310061466268,0.20184383483382715,0.2524447368398466,-2.3818473646170757,1.5978378764588252,1025.3580051152214,346.05009303246896,679.3079120827524
R_log,P02,"{""lambda"":0}",P1,49564,270,ok,270,2.0578702566817055,1.434527886338117,1.146922951986291,-0.763579968740244,1.7064488001878504,2.585840537806678,-0.8793917376188279,0.3151883218210182,-0.002376682242659551,0.023225387444070433,1.7259473693386587,-0.0075405149179643815,555.6249693040605,208.7990536119106,346.82591569215003
R_log,P02,"{""lambda"":0}",P2,47038,2603,ok,2603,4.952997061679818,2.2255329837321707,1.94455198357563,-0.6129792028441714,2.9275269962016206,1.552778753125816,1.3747482430758047,0.1320865507729787,0.0754727636481121,0.06470724285872162,2.0402867499641557,0.5713887084373154,12892.651351552566,4919.49490097955,7973.156450573016
R_log,P02,"{""lambda"":0}",P3,49285,509,ok,509,1.7055186058469631,1.3059550550639034,1.0029608102008796,-0.23315589583085417,1.780364889623482,2.238840115490199,-0.4584752258667169,0.246540227769793,-0.04135516257184307,-0.053558685794814966,2.155912514390483,-0.167742047397062,868.1089703761043,106.99156216137038,761.1174082147339
R_log,P02,"{""lambda"":0.001}",P1,49564,270,ok,270,2.042346805097022,1.429106995678428,1.1427717164282525,-0.7502764826863653,1.7064488001878504,2.586993890888843,-0.8805450907009923,0.29600146758085416,0.003070964702954952,0.029112410297978536,1.679609180132556,0.010374829314371892,551.433637376196,209.34710732455707,342.08653005163893
R_log,P02,"{""lambda"":0.001}",P2,47038,2603,ok,2603,5.13232797878767,2.2654641861631073,1.9828095850804741,-0.6713796089255419,2.9275269962016206,1.4953734364274962,1.4321535597741242,0.10099432914179635,0.033486859235048926,0.034655348833758974,2.4317035158636995,0.33157167852497244,13359.449728784304,5338.91912026793,8020.530608516374
R_log,P02,"{""lambda"":0.001}",P3,49285,509,ok,509,1.7179912310525132,1.3107216451453425,1.0042626250693554,-0.24217408610798352,1.780364889623482,2.2920584022040424,-0.5116935125805604,0.21830837142859172,-0.011914673821353665,-0.01402039442195481,1.9054591682489217,-0.054577264918358556,874.4575366057292,133.27159766586934,741.1859389398599
R_log,P02,"{""lambda"":0.1}",P1,49564,270,ok,270,1.9252370823320804,1.3875291284625633,1.105567869960923,-0.6499142948650563,1.7064488001878504,2.5545595190156916,-0.8481107188278411,0.21276569693080233,0.027689671850834846,0.05079927568962809,1.3739942935388012,0.13014161704760308,519.8140122296617,194.20878367548286,325.6052285541788
R_log,P02,"{""lambda"":0.1}",P2,47038,2603,ok,2603,5.8275276580907835,2.4140272695416645,2.114838322828769,-0.8977763966836909,2.9275269962016206,1.32441907817327,1.6031079180283507,0.13662287656329894,-0.15438927203497116,-0.1507851357114179,4.424173110614697,-1.1300396823619858,15169.05449401031,6689.592856788037,8479.461637222272
R_log,P02,"{""lambda"":0.1}",P3,49285,509,ok,509,1.7278961795378303,1.3144946479684998,1.0034917903114546,-0.24933574683727477,1.780364889623482,2.3620184578169385,-0.5816535681934561,0.16045001630281122,0.06552674160895548,0.08678851870972136,0.8157319358389693,0.408393486762191,879.4991553847556,172.2053245566194,707.293830828136
R_log,S01,"{""lambda"":0}",P1,3110,270,ok,270,150.34939254570455,12.261704308362054,12.201118005315527,-127.84834510093219,1.7064488001878504,-10.494669205127675,12.201118005315527,0.5459896023800914,0.02559149456827408,0.025400323800351135,2.198352434960533,0.04687176176380475,40594.33598734023,40194.16575650138,400.1702308388555
R_log,S01,"{""lambda"":0}",P2,777,2603,ok,2603,78.44426211782168,8.856876544122182,8.672739323848438,-24.545939519614965,2.9275269962016206,-5.745212327646817,8.672739323848438,0.18249481255413888,-0.048959777592548326,-0.014643728935533394,1.3861992518850013,-0.26828037963010015,204190.41429268985,195788.30840864862,8402.105884041228
R_log,S01,"{""lambda"":0}",P3,2873,509,ok,509,262980.1101635492,512.8158637986438,512.8121495136836,-190143.78776288847,1.780364889623482,-511.03178462406015,512.8121495136836,1.2243223396971643,-0.10431579366913075,-0.14157916104040555,-41.76101671777005,-0.08520288349466304,133856876.07324655,133854937.0506219,1939.0226246589586
