outer_group,inner_validation_group,task,model,config,train_n,validation_n,status,n,mse,rmse,mae,r2,mean_y,mean_pred,residual_mean,sd_ratio,pearson,spearman,calibration_intercept,calibration_slope,sse,sse_between_process_mean,sse_within_process
P1,P5,E_log,P02,"{""lambda"":0.001}",59108,494,ok,494,4.2546707836477715,2.0626853331634885,1.7834174697800456,0.10968350977215269,2.866812264339182,2.7547554253954787,0.1120568389437031,0.2741485811271671,0.34191045044872775,0.34451554390156225,-0.5688417321195556,1.2471720591912465,2101.807367121999,6.203027166103177,2095.6043399558957
P1,P2,E_log,P02,"{""lambda"":0.1}",56997,2603,ok,2603,5.0543492482017305,2.2481879921843126,1.9007029143811998,0.03804057317322296,3.1054919247043675,2.904305974823909,0.20118594988045832,0.3485830832855783,0.2399058135198282,0.25191149966095994,1.106657440158243,0.688231371581748,13156.471093069104,105.35847207547386,13051.11262099363
P1,P3,E_log,P02,"{""lambda"":0.1}",59235,509,ok,509,3.8849311161032913,1.9710228603705466,1.713213125715738,0.010798472130354786,2.139311737452243,2.403081345792155,-0.263769608339912,0.15089850777955074,0.16992955269376667,0.19423927932996699,-0.566841850055495,1.126118178332277,1977.4299380965754,35.413372798449394,1942.016565298126
P1,P4,E_log,P02,"{""lambda"":0.1}",59129,576,ok,576,4.622252183842753,2.1499423675630824,1.922400587255373,0.03731215651662312,2.2801567263537543,2.8813643577964516,-0.6012076314426972,0.2446300772693055,0.3524428454286716,0.32055135509291427,-1.8710754700886691,1.440717549382444,2662.417257893426,208.1955548764443,2454.2217030169813
P1,P5,E_log,P02,"{""lambda"":0.1}",59108,494,ok,494,4.285318421666321,2.0701010655681333,1.7961401367262582,0.10327029970210011,2.866812264339182,2.755314858651272,0.11149740568791004,0.23188960588043034,0.3442252046480136,0.3455362836824686,-1.2232754197892621,1.4844356793874889,2116.9473003031626,6.141245708716391,2110.8060545944463
P1,P2,E_log,S01,"{""lambda"":0}",1579,2603,ok,2603,77686.99745354646,278.7238731317188,278.713687137247,-14784.63032993721,3.1054919247043675,-275.6081952125427,278.713687137247,0.38372816953885414,0.08675685101326454,0.04757659503348784,65.41756861905877,0.22608934631388866,202219254.37158144,202204474.39205486,14779.979526549734
P1,P3,E_log,S01,"{""lambda"":0}",3673,509,ok,509,4.704143519196411,2.1689037597819807,1.5478125875327646,-0.19779368473710113,2.139311737452243,1.2585955546968377,0.8807161827554055,0.25731721213467984,0.1280935140004015,0.16052365779641792,1.5127779507344665,0.49780390879315617,2394.4090512709736,394.8114462347317,1999.5976050362422
P1,P4,E_log,S01,"{""lambda"":0}",3604,576,ok,576,5.408796318666946,2.325681904015884,2.0305369317246633,-0.1265033271138909,2.2801567263537543,3.14940160807317,-0.8692448817194157,0.42103437645311,0.24717045177394437,0.25009508093968724,0.4312838983372367,0.5870552752869372,3115.4666795521607,435.217918691751,2680.2487608604097
P1,P5,E_log,S01,"{""lambda"":0}",3687,494,ok,494,29.76411916103635,5.4556502051576174,5.035764166520974,-5.228328219429891,2.866812264339182,-2.1689519021817922,5.035764166520974,0.20424696516588514,0.293520842262668,0.2982240152791142,5.983786798763993,1.4370879000541155,14703.474865551958,12527.306845963441,2176.1680195885183
P1,P2,E_log,S01,"{""lambda"":0.001}",1579,2603,ok,2603,9.58979359015044,3.0967391866527025,2.402411645961449,-0.825159262322513,3.1054919247043675,0.9550844136899104,2.150407511014457,0.26547133890766483,0.23621729302555663,0.23567857124987615,2.255654591073405,0.8898033738689838,24962.232715161597,12036.929162301501,12925.303552860096
