target,candidate,fold,n,valid,brier,brier_a01,absolute_gain,relative_gain,constant_brier
wthr_gt0,A05_max_rolling3h_mean,2,24112,True,0.04673423135793462,0.046658353334945966,-7.587802298865409e-05,-0.001626247339762488,0.049419095660247686
wthr_gt0,A05_max_rolling3h_mean,3,24112,True,0.03926110558446109,0.0391892770854365,-7.182849902458849e-05,-0.0018328610366553906,0.04050233910893154
wthr_gt0,A05_max_rolling3h_mean,4,24112,True,0.04295155350513561,0.04292233742590286,-2.921607923275088e-05,-0.0006806730710597205,0.04498411306845427
wthr_gt5,A01_daily_max,0,25208,True,0.03470879863237667,0.03470879863237667,0.0,0.0,0.03686037714564945
wthr_gt5,A01_daily_max,1,24112,True,0.03643394477921203,0.03643394477921203,0.0,0.0,0.038791530942133653
wthr_gt5,A01_daily_max,2,24112,True,0.03374558903119115,0.03374558903119115,0.0,0.0,0.0353955916110619
wthr_gt5,A01_daily_max,3,24112,True,0.028554720547156215,0.028554720547156215,0.0,0.0,0.02937367835701212
wthr_gt5,A01_daily_max,4,24112,True,0.03216949558613914,0.03216949558613914,0.0,0.0,0.033587913592033725
wthr_gt5,A02_daily_mean,0,25208,True,0.03537337631519985,0.03470879863237667,-0.0006645776828231795,-0.019147239576401114,0.03686037714564945
wthr_gt5,A02_daily_mean,1,24112,True,0.036933799816566644,0.03643394477921203,-0.0004998550373546129,-0.01371948715363408,0.038791530942133653
wthr_gt5,A02_daily_mean,2,24112,True,0.03427960017032944,0.03374558903119115,-0.0005340111391382851,-0.015824620475425603,0.0353955916110619
wthr_gt5,A02_daily_mean,3,24112,True,0.02906145447037916,0.028554720547156215,-0.0005067339232229448,-0.017746064871694597,0.02937367835701212
wthr_gt5,A02_daily_mean,4,24112,True,0.03250857829256775,0.03216949558613914,-0.0003390827064286145,-0.010540504296085855,0.033587913592033725
wthr_gt5,A03_daily_q90,0,25208,True,0.03489468198206324,0.03470879863237667,-0.00018588334968656917,-0.005355510908210333,0.03686037714564945
wthr_gt5,A03_daily_q90,1,24112,True,0.03655152233855731,0.03643394477921203,-0.00011757755934527908,-0.0032271432604345615,0.038791530942133653
wthr_gt5,A03_daily_q90,2,24112,True,0.03394278306858752,0.03374558903119115,-0.00019719403739636848,-0.0058435500181698245,0.0353955916110619
wthr_gt5,A03_daily_q90,3,24112,True,0.028619317744635626,0.028554720547156215,-6.459719747941087e-05,-0.002262224817530009,0.02937367835701212
wthr_gt5,A03_daily_q90,4,24112,True,0.03226555603426732,0.03216949558613914,-9.606044812818237e-05,-0.002986072562778134,0.033587913592033725
wthr_gt5,A04_top3_mean,0,25208,True,0.03473038383780664,0.03470879863237667,-2.1585205429969223e-05,-0.0006218943403542165,0.03686037714564945
