Incident Reference,old_start_raw,selected_start_raw,old_time_utc,new_time_utc,new_time_london,new_date_utc,new_date_london,old_period,new_period,new_period_london,new_in_study_utc,new_in_study_london,max_stage_end_utc,recovery_crosses_study_end
FREP-232747-Z,2021-04-23T00:30:00+01:00,2021-04-23T00:30:00+01:00,2021-04-22 23:30:00+00:00,2021-04-22 23:30:00+00:00,2021-04-23 00:30:00+01:00,2021-04-22,2021-04-23,development,development,development,True,True,2021-04-23 09:50:00+00:00,False
FREP-232855-Z,2021-04-22T00:18:00+01:00,2021-04-22T00:18:00+01:00,2021-04-21 23:18:00+00:00,2021-04-21 23:18:00+00:00,2021-04-22 00:18:00+01:00,2021-04-21,2021-04-22,development,development,development,True,True,2021-04-22 01:00:00+00:00,False
FREP-232965-Z,2021-04-24T00:10:00+01:00,2021-04-24T00:10:00+01:00,2021-04-23 23:10:00+00:00,2021-04-23 23:10:00+00:00,2021-04-24 00:10:00+01:00,2021-04-23,2021-04-24,development,development,development,True,True,2021-04-24 00:45:00+00:00,False
FREP-233032-Z,2021-04-25T00:06:00+01:00,2021-04-25T00:06:00+01:00,2021-04-24 23:06:00+00:00,2021-04-24 23:06:00+00:00,2021-04-25 00:06:00+01:00,2021-04-24,2021-04-25,development,development,development,True,True,2021-04-25 02:10:00+00:00,False
FREP-233329-Z,2021-04-27T02:44:00+01:00,2021-04-27T00:45:00+01:00,2021-04-27 01:44:00+00:00,2021-04-26 23:45:00+00:00,2021-04-27 00:45:00+01:00,2021-04-26,2021-04-27,development,development,development,True,True,2021-04-27 10:43:00+00:00,False
FREP-233560-Z,2021-04-28T00:30:00+01:00,2021-04-28T00:30:00+01:00,2021-04-27 23:30:00+00:00,2021-04-27 23:30:00+00:00,2021-04-28 00:30:00+01:00,2021-04-27,2021-04-28,development,development,development,True,True,2021-04-28 01:33:00+00:00,False
FREP-233562-Z,2021-04-28T00:34:00+01:00,2021-04-28T00:34:00+01:00,2021-04-27 23:34:00+00:00,2021-04-27 23:34:00+00:00,2021-04-28 00:34:00+01:00,2021-04-27,2021-04-28,development,development,development,True,True,2021-04-28 01:14:00+00:00,False
FREP-233819-Z,2021-04-29T00:55:00+01:00,2021-04-29T00:55:00+01:00,2021-04-28 23:55:00+00:00,2021-04-28 23:55:00+00:00,2021-04-29 00:55:00+01:00,2021-04-28,2021-04-29,development,development,development,True,True,2021-04-29 00:48:00+00:00,False
FREP-234030-Z,2021-04-30T00:59:00+01:00,2021-04-30T00:59:00+01:00,2021-04-29 23:59:00+00:00,2021-04-29 23:59:00+00:00,2021-04-30 00:59:00+01:00,2021-04-29,2021-04-30,development,development,development,True,True,2021-04-30 03:05:00+00:00,False
FREP-234240-Z,2021-05-01T00:27:00+01:00,2021-05-01T00:27:00+01:00,2021-04-30 23:27:00+00:00,2021-04-30 23:27:00+00:00,2021-05-01 00:27:00+01:00,2021-04-30,2021-05-01,development,development,development,True,True,2021-05-01 01:21:00+00:00,False
FREP-234336-Z,2021-05-02T00:19:00+01:00,2021-05-02T00:19:00+01:00,2021-05-01 23:19:00+00:00,2021-05-01 23:19:00+00:00,2021-05-02 00:19:00+01:00,2021-05-01,2021-05-02,development,development,development,True,True,2021-05-02 01:29:00+00:00,False
FREP-234337-Z,2021-05-02T00:36:00+01:00,2021-05-02T00:36:00+01:00,2021-05-01 23:36:00+00:00,2021-05-01 23:36:00+00:00,2021-05-02 00:36:00+01:00,2021-05-01,2021-05-02,development,development,development,True,True,2021-05-02 00:33:00+00:00,False
FREP-234427-Z,2021-05-03T00:12:00+01:00,2021-05-03T00:12:00+01:00,2021-05-02 23:12:00+00:00,2021-05-02 23:12:00+00:00,2021-05-03 00:12:00+01:00,2021-05-02,2021-05-03,development,development,development,True,True,2021-05-03 01:19:00+00:00,False
FREP-234576-Z,2021-05-04T00:03:00+01:00,2021-05-04T00:03:00+01:00,2021-05-03 23:03:00+00:00,2021-05-03 23:03:00+00:00,2021-05-04 00:03:00+01:00,2021-05-03,2021-05-04,development,development,development,True,True,2021-05-04 00:01:00+00:00,False
FREP-234585-Z,2021-05-04T00:51:00+01:00,2021-05-04T00:51:00+01:00,2021-05-03 23:51:00+00:00,2021-05-03 23:51:00+00:00,2021-05-04 00:51:00+01:00,2021-05-03,2021-05-04,development,development,development,True,True,2021-05-04 02:50:00+00:00,False
FREP-234927-Z,2021-05-05T00:46:00+01:00,2021-05-05T00:46:00+01:00,2021-05-04 23:46:00+00:00,2021-05-04 23:46:00+00:00,2021-05-05 00:46:00+01:00,2021-05-04,2021-05-05,development,development,development,True,True,2021-05-05 02:40:00+00:00,False
FREP-235155-Z,2021-05-06T00:20:00+01:00,2021-05-06T00:20:00+01:00,2021-05-05 23:20:00+00:00,2021-05-05 23:20:00+00:00,2021-05-06 00:20:00+01:00,2021-05-05,2021-05-06,development,development,development,True,True,2021-05-06 10:20:00+00:00,False
FREP-235166-Z,2021-05-06T00:27:00+01:00,2021-05-06T00:27:00+01:00,2021-05-05 23:27:00+00:00,2021-05-05 23:27:00+00:00,2021-05-06 00:27:00+01:00,2021-05-05,2021-05-06,development,development,development,True,True,2021-05-06 00:53:00+00:00,False
FREP-235380-Z,2021-05-07T00:50:00+01:00,2021-05-07T00:50:00+01:00,2021-05-06 23:50:00+00:00,2021-05-06 23:50:00+00:00,2021-05-07 00:50:00+01:00,2021-05-06,2021-05-07,development,development,development,True,True,2021-05-07 01:32:00+00:00,False
FREP-235590-Z,2021-05-08T00:01:00+01:00,2021-05-08T00:01:00+01:00,2021-05-07 23:01:00+00:00,2021-05-07 23:01:00+00:00,2021-05-08 00:01:00+01:00,2021-05-07,2021-05-08,development,development,development,True,True,2021-05-08 12:30:00+00:00,False
FREP-235892-Z,2021-05-10T00:36:00+01:00,2021-05-10T00:36:00+01:00,2021-05-09 23:36:00+00:00,2021-05-09 23:36:00+00:00,2021-05-10 00:36:00+01:00,2021-05-09,2021-05-10,development,development,development,True,True,2021-05-10 00:51:00+00:00,False
FREP-236004-Z,2021-05-11T00:52:00+01:00,2021-05-11T00:52:00+01:00,2021-05-10 23:52:00+00:00,2021-05-10 23:52:00+00:00,2021-05-11 00:52:00+01:00,2021-05-10,2021-05-11,development,development,development,True,True,2021-05-11 00:37:00+00:00,False
FREP-236062-Z,2021-05-11T00:10:00+01:00,2021-05-11T00:10:00+01:00,2021-05-10 23:10:00+00:00,2021-05-10 23:10:00+00:00,2021-05-11 00:10:00+01:00,2021-05-10,2021-05-11,development,development,development,True,True,2021-05-11 01:11:00+00:00,False
FREP-236066-Z,2021-05-11T00:01:00+01:00,2021-05-11T00:01:00+01:00,2021-05-10 23:01:00+00:00,2021-05-10 23:01:00+00:00,2021-05-11 00:01:00+01:00,2021-05-10,2021-05-11,development,development,development,True,True,2021-05-11 04:08:00+00:00,False
FREP-236341-Z,2021-05-13T00:10:00+01:00,2021-05-13T00:10:00+01:00,2021-05-12 23:10:00+00:00,2021-05-12 23:10:00+00:00,2021-05-13 00:10:00+01:00,2021-05-12,2021-05-13,development,development,development,True,True,2021-05-13 01:14:00+00:00,False
FREP-236392-Z,2021-05-13T00:13:00+01:00,2021-05-13T00:13:00+01:00,2021-05-12 23:13:00+00:00,2021-05-12 23:13:00+00:00,2021-05-13 00:13:00+01:00,2021-05-12,2021-05-13,development,development,development,True,True,2021-05-13 01:36:00+00:00,False
FREP-236632-Z,2021-05-14T00:30:00+01:00,2021-05-14T00:30:00+01:00,2021-05-13 23:30:00+00:00,2021-05-13 23:30:00+00:00,2021-05-14 00:30:00+01:00,2021-05-13,2021-05-14,development,development,development,True,True,2021-05-14 02:01:00+00:00,False
FREP-236635-Z,2021-05-14T00:49:00+01:00,2021-05-14T00:49:00+01:00,2021-05-13 23:49:00+00:00,2021-05-13 23:49:00+00:00,2021-05-14 00:49:00+01:00,2021-05-13,2021-05-14,development,development,development,True,True,2021-05-14 16:35:00+00:00,False
FREP-236865-Z,2021-05-15T00:03:00+01:00,2021-05-15T00:03:00+01:00,2021-05-14 23:03:00+00:00,2021-05-14 23:03:00+00:00,2021-05-15 00:03:00+01:00,2021-05-14,2021-05-15,development,development,development,True,True,2021-05-15 00:00:00+00:00,False
FREP-236867-Z,2021-05-15T00:36:00+01:00,2021-05-15T00:36:00+01:00,2021-05-14 23:36:00+00:00,2021-05-14 23:36:00+00:00,2021-05-15 00:36:00+01:00,2021-05-14,2021-05-15,development,development,development,True,True,2021-05-15 00:45:00+00:00,False
FREP-236868-Z,2021-05-15T00:32:00+01:00,2021-05-15T00:32:00+01:00,2021-05-14 23:32:00+00:00,2021-05-14 23:32:00+00:00,2021-05-15 00:32:00+01:00,2021-05-14,2021-05-15,development,development,development,True,True,2021-05-15 00:27:00+00:00,False
FREP-236967-Z,2021-05-16T00:14:00+01:00,2021-05-16T00:14:00+01:00,2021-05-15 23:14:00+00:00,2021-05-15 23:14:00+00:00,2021-05-16 00:14:00+01:00,2021-05-15,2021-05-16,development,development,development,True,True,2021-05-16 00:02:00+00:00,False
FREP-237085-Z,2021-05-17T00:01:00+01:00,2021-05-17T00:01:00+01:00,2021-05-16 23:01:00+00:00,2021-05-16 23:01:00+00:00,2021-05-17 00:01:00+01:00,2021-05-16,2021-05-17,development,development,development,True,True,2021-05-17 01:00:00+00:00,False
FREP-237086-Z,2021-05-17T00:21:00+01:00,2021-05-17T00:21:00+01:00,2021-05-16 23:21:00+00:00,2021-05-16 23:21:00+00:00,2021-05-17 00:21:00+01:00,2021-05-16,2021-05-17,development,development,development,True,True,2021-05-17 01:28:00+00:00,False
FREP-237087-Z,2021-05-17T02:30:00+01:00,2021-05-17T00:29:00+01:00,2021-05-17 01:30:00+00:00,2021-05-16 23:29:00+00:00,2021-05-17 00:29:00+01:00,2021-05-16,2021-05-17,development,development,development,True,True,2021-05-17 09:13:00+00:00,False
FREP-237398-Z,2021-05-18T00:35:00+01:00,2021-05-18T00:35:00+01:00,2021-05-17 23:35:00+00:00,2021-05-17 23:35:00+00:00,2021-05-18 00:35:00+01:00,2021-05-17,2021-05-18,development,development,development,True,True,2021-05-18 01:13:00+00:00,False
FREP-237889-Z,2021-05-20T00:53:00+01:00,2021-05-20T00:53:00+01:00,2021-05-19 23:53:00+00:00,2021-05-19 23:53:00+00:00,2021-05-20 00:53:00+01:00,2021-05-19,2021-05-20,development,development,development,True,True,2021-05-20 02:38:00+00:00,False
FREP-238299-Z,2021-05-22T00:44:00+01:00,2021-05-22T00:44:00+01:00,2021-05-21 23:44:00+00:00,2021-05-21 23:44:00+00:00,2021-05-22 00:44:00+01:00,2021-05-21,2021-05-22,development,development,development,True,True,2021-05-22 00:13:00+00:00,False
FREP-238341-Z,2021-05-11T00:48:00+01:00,2021-05-11T00:48:00+01:00,2021-05-10 23:48:00+00:00,2021-05-10 23:48:00+00:00,2021-05-11 00:48:00+01:00,2021-05-10,2021-05-11,development,development,development,True,True,2021-05-11 01:00:00+00:00,False
FREP-238389-Z,2021-05-22T00:40:00+01:00,2021-05-22T00:40:00+01:00,2021-05-21 23:40:00+00:00,2021-05-21 23:40:00+00:00,2021-05-22 00:40:00+01:00,2021-05-21,2021-05-22,development,development,development,True,True,2021-05-22 04:23:00+00:00,False
FREP-238390-Z,2021-05-22T00:53:00+01:00,2021-05-22T00:53:00+01:00,2021-05-21 23:53:00+00:00,2021-05-21 23:53:00+00:00,2021-05-22 00:53:00+01:00,2021-05-21,2021-05-22,development,development,development,True,True,2021-05-22 01:28:00+00:00,False
FREP-238433-Z,2021-05-22T00:48:00+01:00,2021-05-22T00:48:00+01:00,2021-05-21 23:48:00+00:00,2021-05-21 23:48:00+00:00,2021-05-22 00:48:00+01:00,2021-05-21,2021-05-22,development,development,development,True,True,2021-05-22 08:00:00+00:00,False
FREP-238540-Z,2021-05-23T00:48:00+01:00,2021-05-23T00:48:00+01:00,2021-05-22 23:48:00+00:00,2021-05-22 23:48:00+00:00,2021-05-23 00:48:00+01:00,2021-05-22,2021-05-23,development,development,development,True,True,2021-05-23 01:42:00+00:00,False
FREP-238638-Z,2023-10-20T00:06:00+01:00,2023-10-20T00:06:00+01:00,2023-10-19 23:06:00+00:00,2023-10-19 23:06:00+00:00,2023-10-20 00:06:00+01:00,2023-10-19,2023-10-20,later,later,later,True,True,2023-10-20 00:32:00+00:00,False
FREP-238659-Z,2021-05-24T00:07:00+01:00,2021-05-24T00:07:00+01:00,2021-05-23 23:07:00+00:00,2021-05-23 23:07:00+00:00,2021-05-24 00:07:00+01:00,2021-05-23,2021-05-24,development,development,development,True,True,2021-05-24 02:10:00+00:00,False
FREP-238660-Z,2021-05-24T00:10:00+01:00,2021-05-24T00:10:00+01:00,2021-05-23 23:10:00+00:00,2021-05-23 23:10:00+00:00,2021-05-24 00:10:00+01:00,2021-05-23,2021-05-24,development,development,development,True,True,2021-05-24 11:30:00+00:00,False
FREP-238662-Z,2021-05-24T00:30:00+01:00,2021-05-24T00:30:00+01:00,2021-05-23 23:30:00+00:00,2021-05-23 23:30:00+00:00,2021-05-24 00:30:00+01:00,2021-05-23,2021-05-24,development,development,development,True,True,2021-05-24 07:34:00+00:00,False
FREP-238898-Z,2021-05-25T00:51:00+01:00,2021-05-25T00:51:00+01:00,2021-05-24 23:51:00+00:00,2021-05-24 23:51:00+00:00,2021-05-25 00:51:00+01:00,2021-05-24,2021-05-25,development,development,development,True,True,2021-05-25 12:21:00+00:00,False
FREP-238899-Z,2021-05-25T00:49:00+01:00,2021-05-25T00:49:00+01:00,2021-05-24 23:49:00+00:00,2021-05-24 23:49:00+00:00,2021-05-25 00:49:00+01:00,2021-05-24,2021-05-25,development,development,development,True,True,2021-05-25 10:00:00+00:00,False
FREP-239341-Z,2021-05-27T00:14:00+01:00,2021-05-27T00:14:00+01:00,2021-05-26 23:14:00+00:00,2021-05-26 23:14:00+00:00,2021-05-27 00:14:00+01:00,2021-05-26,2021-05-27,development,development,development,True,True,2021-05-27 20:00:00+00:00,False
FREP-239342-Z,2021-05-27T00:50:00+01:00,2021-05-27T00:50:00+01:00,2021-05-26 23:50:00+00:00,2021-05-26 23:50:00+00:00,2021-05-27 00:50:00+01:00,2021-05-26,2021-05-27,development,development,development,True,True,2021-05-27 01:55:00+00:00,False
FREP-239670-Z,2021-05-29T00:24:00+01:00,2021-05-29T00:24:00+01:00,2021-05-28 23:24:00+00:00,2021-05-28 23:24:00+00:00,2021-05-29 00:24:00+01:00,2021-05-28,2021-05-29,development,development,development,True,True,2021-05-29 01:07:00+00:00,False
FREP-239675-Z,2021-05-29T00:25:00+01:00,2021-05-29T00:25:00+01:00,2021-05-28 23:25:00+00:00,2021-05-28 23:25:00+00:00,2021-05-29 00:25:00+01:00,2021-05-28,2021-05-29,development,development,development,True,True,2021-05-29 12:20:00+00:00,False
FREP-239885-Z,2021-06-18T00:06:00+01:00,2021-06-18T00:06:00+01:00,2021-06-17 23:06:00+00:00,2021-06-17 23:06:00+00:00,2021-06-18 00:06:00+01:00,2021-06-17,2021-06-18,development,development,development,True,True,2021-06-18 00:06:00+00:00,False
FREP-239891-Z,2021-05-31T00:37:00+01:00,2021-05-31T00:37:00+01:00,2021-05-30 23:37:00+00:00,2021-05-30 23:37:00+00:00,2021-05-31 00:37:00+01:00,2021-05-30,2021-05-31,development,development,development,True,True,2021-05-31 13:29:00+00:00,False
FREP-239968-Z,2021-06-01T00:00:00+01:00,2021-06-01T00:00:00+01:00,2021-05-31 23:00:00+00:00,2021-05-31 23:00:00+00:00,2021-06-01 00:00:00+01:00,2021-05-31,2021-06-01,development,development,development,True,True,2021-06-01 11:32:00+00:00,False
FREP-240222-Z,2021-06-02T00:11:00+01:00,2021-06-02T00:11:00+01:00,2021-06-01 23:11:00+00:00,2021-06-01 23:11:00+00:00,2021-06-02 00:11:00+01:00,2021-06-01,2021-06-02,development,development,development,True,True,2021-06-02 01:18:00+00:00,False
FREP-240225-Z,2021-06-02T01:25:00+01:00,2021-06-02T00:53:00+01:00,2021-06-02 00:25:00+00:00,2021-06-01 23:53:00+00:00,2021-06-02 00:53:00+01:00,2021-06-01,2021-06-02,development,development,development,True,True,2021-06-02 04:55:00+00:00,False
FREP-240404-Z,2021-06-03T00:51:00+01:00,2021-06-03T00:51:00+01:00,2021-06-02 23:51:00+00:00,2021-06-02 23:51:00+00:00,2021-06-03 00:51:00+01:00,2021-06-02,2021-06-03,development,development,development,True,True,2021-06-03 14:46:00+00:00,False
FREP-240930-Z,2021-06-05T00:09:00+01:00,2021-06-05T00:09:00+01:00,2021-06-04 23:09:00+00:00,2021-06-04 23:09:00+00:00,2021-06-05 00:09:00+01:00,2021-06-04,2021-06-05,development,development,development,True,True,2021-06-05 01:25:00+00:00,False
FREP-240931-Z,2021-06-05T00:25:00+01:00,2021-06-05T00:25:00+01:00,2021-06-04 23:25:00+00:00,2021-06-04 23:25:00+00:00,2021-06-05 00:25:00+01:00,2021-06-04,2021-06-05,development,development,development,True,True,2021-06-05 00:50:00+00:00,False
FREP-241058-Z,2021-06-06T00:18:00+01:00,2021-06-06T00:18:00+01:00,2021-06-05 23:18:00+00:00,2021-06-05 23:18:00+00:00,2021-06-06 00:18:00+01:00,2021-06-05,2021-06-06,development,development,development,True,True,2021-06-06 04:40:00+00:00,False
FREP-241060-Z,2021-06-06T00:22:00+01:00,2021-06-06T00:22:00+01:00,2021-06-05 23:22:00+00:00,2021-06-05 23:22:00+00:00,2021-06-06 00:22:00+01:00,2021-06-05,2021-06-06,development,development,development,True,True,2021-06-06 01:06:00+00:00,False
FREP-241583-Z,2021-06-09T00:53:00+01:00,2021-06-09T00:53:00+01:00,2021-06-08 23:53:00+00:00,2021-06-08 23:53:00+00:00,2021-06-09 00:53:00+01:00,2021-06-08,2021-06-09,development,development,development,True,True,2021-06-09 01:02:00+00:00,False
FREP-241585-Z,2021-06-09T00:54:00+01:00,2021-06-09T00:54:00+01:00,2021-06-08 23:54:00+00:00,2021-06-08 23:54:00+00:00,2021-06-09 00:54:00+01:00,2021-06-08,2021-06-09,development,development,development,True,True,2021-06-09 01:35:00+00:00,False
FREP-241754-Z,2021-06-10T00:19:00+01:00,2021-06-10T00:19:00+01:00,2021-06-09 23:19:00+00:00,2021-06-09 23:19:00+00:00,2021-06-10 00:19:00+01:00,2021-06-09,2021-06-10,development,development,development,True,True,2021-06-10 11:41:00+00:00,False
FREP-242003-Z,2021-06-11T00:41:00+01:00,2021-06-11T00:41:00+01:00,2021-06-10 23:41:00+00:00,2021-06-10 23:41:00+00:00,2021-06-11 00:41:00+01:00,2021-06-10,2021-06-11,development,development,development,True,True,2021-06-11 00:04:00+00:00,False
FREP-242010-Z,2021-06-11T00:23:00+01:00,2021-06-11T00:23:00+01:00,2021-06-10 23:23:00+00:00,2021-06-10 23:23:00+00:00,2021-06-11 00:23:00+01:00,2021-06-10,2021-06-11,development,development,development,True,True,2021-06-11 08:55:00+00:00,False
FREP-242218-Z,2021-06-12T00:08:00+01:00,2021-06-12T00:08:00+01:00,2021-06-11 23:08:00+00:00,2021-06-11 23:08:00+00:00,2021-06-12 00:08:00+01:00,2021-06-11,2021-06-12,development,development,development,True,True,2021-06-12 02:30:00+00:00,False
FREP-242220-Z,2021-06-12T00:38:00+01:00,2021-06-12T00:38:00+01:00,2021-06-11 23:38:00+00:00,2021-06-11 23:38:00+00:00,2021-06-12 00:38:00+01:00,2021-06-11,2021-06-12,development,development,development,True,True,2021-06-12 12:11:00+00:00,False
FREP-242343-Z,2021-06-13T00:32:00+01:00,2021-06-13T00:32:00+01:00,2021-06-12 23:32:00+00:00,2021-06-12 23:32:00+00:00,2021-06-13 00:32:00+01:00,2021-06-12,2021-06-13,development,development,development,True,True,2021-06-12 23:57:00+00:00,False
FREP-242347-Z,2021-06-13T00:45:00+01:00,2021-06-13T00:45:00+01:00,2021-06-12 23:45:00+00:00,2021-06-12 23:45:00+00:00,2021-06-13 00:45:00+01:00,2021-06-12,2021-06-13,development,development,development,True,True,2021-06-13 00:50:00+00:00,False
FREP-242433-Z,2021-06-14T00:36:00+01:00,2021-06-14T00:36:00+01:00,2021-06-13 23:36:00+00:00,2021-06-13 23:36:00+00:00,2021-06-14 00:36:00+01:00,2021-06-13,2021-06-14,development,development,development,True,True,2021-06-14 09:30:00+00:00,False
FREP-242618-Z,2021-06-15T00:29:00+01:00,2021-06-15T00:29:00+01:00,2021-06-14 23:29:00+00:00,2021-06-14 23:29:00+00:00,2021-06-15 00:29:00+01:00,2021-06-14,2021-06-15,development,development,development,True,True,2021-06-15 00:45:00+00:00,False
FREP-242973-Z,2021-06-17T00:20:00+01:00,2021-06-17T00:20:00+01:00,2021-06-16 23:20:00+00:00,2021-06-16 23:20:00+00:00,2021-06-17 00:20:00+01:00,2021-06-16,2021-06-17,development,development,development,True,True,2021-06-17 05:00:00+00:00,False
FREP-242980-Z,2021-06-17T00:12:00+01:00,2021-06-17T00:12:00+01:00,2021-06-16 23:12:00+00:00,2021-06-16 23:12:00+00:00,2021-06-17 00:12:00+01:00,2021-06-16,2021-06-17,development,development,development,True,True,2021-06-17 03:06:00+00:00,False
FREP-242982-Z,2021-06-17T00:14:00+01:00,2021-06-17T00:14:00+01:00,2021-06-16 23:14:00+00:00,2021-06-16 23:14:00+00:00,2021-06-17 00:14:00+01:00,2021-06-16,2021-06-17,development,development,development,True,True,2021-06-17 12:42:00+00:00,False
FREP-242985-Z,2021-06-17T00:27:00+01:00,2021-06-17T00:27:00+01:00,2021-06-16 23:27:00+00:00,2021-06-16 23:27:00+00:00,2021-06-17 00:27:00+01:00,2021-06-16,2021-06-17,development,development,development,True,True,2021-06-16 23:58:00+00:00,False
FREP-242986-Z,2021-06-17T00:26:00+01:00,2021-06-17T00:26:00+01:00,2021-06-16 23:26:00+00:00,2021-06-16 23:26:00+00:00,2021-06-17 00:26:00+01:00,2021-06-16,2021-06-17,development,development,development,True,True,2021-06-17 00:41:00+00:00,False
FREP-242987-Z,2021-06-17T00:31:00+01:00,2021-06-17T00:31:00+01:00,2021-06-16 23:31:00+00:00,2021-06-16 23:31:00+00:00,2021-06-17 00:31:00+01:00,2021-06-16,2021-06-17,development,development,development,True,True,2021-06-17 03:05:00+00:00,False
FREP-242990-Z,2021-06-17T00:53:00+01:00,2021-06-17T00:53:00+01:00,2021-06-16 23:53:00+00:00,2021-06-16 23:53:00+00:00,2021-06-17 00:53:00+01:00,2021-06-16,2021-06-17,development,development,development,True,True,2021-06-17 01:02:00+00:00,False
FREP-243312-Z,2021-06-18T00:19:00+01:00,2021-06-18T00:19:00+01:00,2021-06-17 23:19:00+00:00,2021-06-17 23:19:00+00:00,2021-06-18 00:19:00+01:00,2021-06-17,2021-06-18,development,development,development,True,True,2021-06-21 12:24:00+00:00,False
FREP-243314-Z,2021-06-18T00:32:00+01:00,2021-06-18T00:32:00+01:00,2021-06-17 23:32:00+00:00,2021-06-17 23:32:00+00:00,2021-06-18 00:32:00+01:00,2021-06-17,2021-06-18,development,development,development,True,True,2021-06-18 00:25:00+00:00,False
FREP-243316-Z,2021-06-18T00:57:00+01:00,2021-06-18T00:57:00+01:00,2021-06-17 23:57:00+00:00,2021-06-17 23:57:00+00:00,2021-06-18 00:57:00+01:00,2021-06-17,2021-06-18,development,development,development,True,True,2021-06-18 05:58:00+00:00,False
