Incident Reference,old_start_raw,selected_start_raw,old_time_utc,new_time_utc,new_time_london,new_date_utc,new_date_london,old_period,new_period,new_period_london,new_in_study_utc,new_in_study_london,max_stage_end_utc,recovery_crosses_study_end
FREP-252783-Z,2021-08-02T02:00:00+01:00,2021-08-02T00:19:00+01:00,2021-08-02 01:00:00+00:00,2021-08-01 23:19:00+00:00,2021-08-02 00:19:00+01:00,2021-08-01,2021-08-02,development,development,development,True,True,2021-08-02 15:01:00+00:00,False
FREP-252784-Z,2021-08-02T00:27:00+01:00,2021-08-02T00:27:00+01:00,2021-08-01 23:27:00+00:00,2021-08-01 23:27:00+00:00,2021-08-02 00:27:00+01:00,2021-08-01,2021-08-02,development,development,development,True,True,2021-08-02 00:42:00+00:00,False
FREP-252811-G,2021-06-17T00:00:00+01:00,2021-06-17T00:00:00+01:00,2021-06-16 23:00:00+00:00,2021-06-16 23:00:00+00:00,2021-06-17 00:00:00+01:00,2021-06-16,2021-06-17,development,development,development,True,True,2021-06-17 04:02:00+00:00,False
FREP-252814-G,2021-06-17T00:12:00+01:00,2021-06-17T00:12:00+01:00,2021-06-16 23:12:00+00:00,2021-06-16 23:12:00+00:00,2021-06-17 00:12:00+01:00,2021-06-16,2021-06-17,development,development,development,True,True,2021-06-17 00:30:00+00:00,False
FREP-252819-G,2021-06-17T00:24:00+01:00,2021-06-17T00:24:00+01:00,2021-06-16 23:24:00+00:00,2021-06-16 23:24:00+00:00,2021-06-17 00:24:00+01:00,2021-06-16,2021-06-17,development,development,development,True,True,2021-06-17 00:50:00+00:00,False
FREP-252823-G,2021-06-17T00:38:00+01:00,2021-06-17T00:38:00+01:00,2021-06-16 23:38:00+00:00,2021-06-16 23:38:00+00:00,2021-06-17 00:38:00+01:00,2021-06-16,2021-06-17,development,development,development,True,True,2021-06-16 23:48:00+00:00,False
FREP-252824-G,2021-06-17T00:38:00+01:00,2021-06-17T00:38:00+01:00,2021-06-16 23:38:00+00:00,2021-06-16 23:38:00+00:00,2021-06-17 00:38:00+01:00,2021-06-16,2021-06-17,development,development,development,True,True,2021-06-17 01:04:00+00:00,False
FREP-252830-G,2021-06-17T00:56:00+01:00,2021-06-17T00:56:00+01:00,2021-06-16 23:56:00+00:00,2021-06-16 23:56:00+00:00,2021-06-17 00:56:00+01:00,2021-06-16,2021-06-17,development,development,development,True,True,2021-06-17 10:40:00+00:00,False
FREP-252992-Z,2021-08-03T00:15:00+01:00,2021-08-03T00:15:00+01:00,2021-08-02 23:15:00+00:00,2021-08-02 23:15:00+00:00,2021-08-03 00:15:00+01:00,2021-08-02,2021-08-03,development,development,development,True,True,2021-08-03 00:39:00+00:00,False
FREP-252993-Z,2021-08-03T00:35:00+01:00,2021-08-03T00:35:00+01:00,2021-08-02 23:35:00+00:00,2021-08-02 23:35:00+00:00,2021-08-03 00:35:00+01:00,2021-08-02,2021-08-03,development,development,development,True,True,2021-08-03 01:25:00+00:00,False
FREP-253038-G,2021-06-19T00:37:00+01:00,2021-06-19T00:37:00+01:00,2021-06-18 23:37:00+00:00,2021-06-18 23:37:00+00:00,2021-06-19 00:37:00+01:00,2021-06-18,2021-06-19,development,development,development,True,True,2021-06-19 22:00:00+00:00,False
FREP-253040-G,2021-06-19T00:50:00+01:00,2021-06-19T00:50:00+01:00,2021-06-18 23:50:00+00:00,2021-06-18 23:50:00+00:00,2021-06-19 00:50:00+01:00,2021-06-18,2021-06-19,development,development,development,True,True,2021-06-19 18:30:00+00:00,False
FREP-253177-Z,2021-08-04T00:17:00+01:00,2021-08-04T00:17:00+01:00,2021-08-03 23:17:00+00:00,2021-08-03 23:17:00+00:00,2021-08-04 00:17:00+01:00,2021-08-03,2021-08-04,development,development,development,True,True,2021-08-03 23:32:00+00:00,False
FREP-253227-Z,2021-08-04T00:42:00+01:00,2021-08-04T00:42:00+01:00,2021-08-03 23:42:00+00:00,2021-08-03 23:42:00+00:00,2021-08-04 00:42:00+01:00,2021-08-03,2021-08-04,development,development,development,True,True,2021-08-04 02:15:00+00:00,False
FREP-253229-Z,2021-08-04T00:39:00+01:00,2021-08-04T00:39:00+01:00,2021-08-03 23:39:00+00:00,2021-08-03 23:39:00+00:00,2021-08-04 00:39:00+01:00,2021-08-03,2021-08-04,development,development,development,True,True,2021-08-04 02:11:00+00:00,False
FREP-253230-Z,2021-08-04T14:00:00+01:00,2021-08-04T00:55:00+01:00,2021-08-04 13:00:00+00:00,2021-08-03 23:55:00+00:00,2021-08-04 00:55:00+01:00,2021-08-03,2021-08-04,development,development,development,True,True,2021-08-04 19:35:00+00:00,False
FREP-253245-G,2021-06-25T00:13:00+01:00,2021-06-25T00:13:00+01:00,2021-06-24 23:13:00+00:00,2021-06-24 23:13:00+00:00,2021-06-25 00:13:00+01:00,2021-06-24,2021-06-25,development,development,development,True,True,2021-06-25 03:45:00+00:00,False
FREP-253305-G,2021-06-27T00:26:00+01:00,2021-06-27T00:26:00+01:00,2021-06-26 23:26:00+00:00,2021-06-26 23:26:00+00:00,2021-06-27 00:26:00+01:00,2021-06-26,2021-06-27,development,development,development,True,True,2021-06-27 05:35:00+00:00,False
FREP-253473-Z,2021-08-05T00:15:00+01:00,2021-08-05T00:15:00+01:00,2021-08-04 23:15:00+00:00,2021-08-04 23:15:00+00:00,2021-08-05 00:15:00+01:00,2021-08-04,2021-08-05,development,development,development,True,True,2021-08-05 01:58:00+00:00,False
FREP-253528-G,2021-07-03T00:21:00+01:00,2021-07-03T00:21:00+01:00,2021-07-02 23:21:00+00:00,2021-07-02 23:21:00+00:00,2021-07-03 00:21:00+01:00,2021-07-02,2021-07-03,development,development,development,True,True,2021-07-03 00:46:00+00:00,False
FREP-253529-G,2021-07-03T00:32:00+01:00,2021-07-03T00:32:00+01:00,2021-07-02 23:32:00+00:00,2021-07-02 23:32:00+00:00,2021-07-03 00:32:00+01:00,2021-07-02,2021-07-03,development,development,development,True,True,2021-07-03 04:25:00+00:00,False
FREP-253654-G,2021-07-06T00:07:00+01:00,2021-07-06T00:07:00+01:00,2021-07-05 23:07:00+00:00,2021-07-05 23:07:00+00:00,2021-07-06 00:07:00+01:00,2021-07-05,2021-07-06,development,development,development,True,True,2021-07-06 13:40:00+00:00,False
FREP-253748-G,2021-07-08T00:29:00+01:00,2021-07-08T00:29:00+01:00,2021-07-07 23:29:00+00:00,2021-07-07 23:29:00+00:00,2021-07-08 00:29:00+01:00,2021-07-07,2021-07-08,development,development,development,True,True,2021-07-08 01:05:00+00:00,False
FREP-253886-G,2021-07-13T00:50:00+01:00,2021-07-13T00:50:00+01:00,2021-07-12 23:50:00+00:00,2021-07-12 23:50:00+00:00,2021-07-13 00:50:00+01:00,2021-07-12,2021-07-13,development,development,development,True,True,2021-07-13 00:21:00+00:00,False
FREP-253973-G,2021-07-15T05:08:00+01:00,2021-07-15T00:52:00+01:00,2021-07-15 04:08:00+00:00,2021-07-14 23:52:00+00:00,2021-07-15 00:52:00+01:00,2021-07-14,2021-07-15,development,development,development,True,True,2021-07-15 09:24:00+00:00,False
FREP-253997-G,2021-07-16T00:56:00+01:00,2021-07-16T00:56:00+01:00,2021-07-15 23:56:00+00:00,2021-07-15 23:56:00+00:00,2021-07-16 00:56:00+01:00,2021-07-15,2021-07-16,development,development,development,True,True,2021-07-16 14:27:00+00:00,False
FREP-253998-G,2021-07-16T14:05:00+01:00,2021-07-16T00:57:00+01:00,2021-07-16 13:05:00+00:00,2021-07-15 23:57:00+00:00,2021-07-16 00:57:00+01:00,2021-07-15,2021-07-16,development,development,development,True,True,2021-07-16 15:30:00+00:00,False
FREP-254031-G,2021-07-17T00:16:00+01:00,2021-07-17T00:16:00+01:00,2021-07-16 23:16:00+00:00,2021-07-16 23:16:00+00:00,2021-07-17 00:16:00+01:00,2021-07-16,2021-07-17,development,development,development,True,True,2021-07-17 03:21:00+00:00,False
FREP-254130-Z,2021-08-08T00:00:00+01:00,2021-08-08T00:00:00+01:00,2021-08-07 23:00:00+00:00,2021-08-07 23:00:00+00:00,2021-08-08 00:00:00+01:00,2021-08-07,2021-08-08,development,development,development,True,True,2021-08-08 09:49:00+00:00,False
FREP-254197-J,2021-04-25T00:00:00+01:00,2021-04-25T00:00:00+01:00,2021-04-24 23:00:00+00:00,2021-04-24 23:00:00+00:00,2021-04-25 00:00:00+01:00,2021-04-24,2021-04-25,development,development,development,True,True,2021-04-25 02:40:00+00:00,False
FREP-254239-G,2021-07-21T00:53:00+01:00,2021-07-21T00:53:00+01:00,2021-07-20 23:53:00+00:00,2021-07-20 23:53:00+00:00,2021-07-21 00:53:00+01:00,2021-07-20,2021-07-21,development,development,development,True,True,2021-07-21 05:08:00+00:00,False
FREP-254245-Z,2021-08-09T00:15:00+01:00,2021-08-09T00:15:00+01:00,2021-08-08 23:15:00+00:00,2021-08-08 23:15:00+00:00,2021-08-09 00:15:00+01:00,2021-08-08,2021-08-09,development,development,development,True,True,2021-08-09 08:20:00+00:00,False
FREP-254280-G,2021-07-22T00:23:00+01:00,2021-07-22T00:23:00+01:00,2021-07-21 23:23:00+00:00,2021-07-21 23:23:00+00:00,2021-07-22 00:23:00+01:00,2021-07-21,2021-07-22,development,development,development,True,True,2021-07-22 19:45:00+00:00,False
FREP-254281-G,2021-07-22T00:54:00+01:00,2021-07-22T00:54:00+01:00,2021-07-21 23:54:00+00:00,2021-07-21 23:54:00+00:00,2021-07-22 00:54:00+01:00,2021-07-21,2021-07-22,development,development,development,True,True,2021-07-22 03:00:00+00:00,False
FREP-254282-G,2021-07-22T03:28:00+01:00,2021-07-22T00:58:00+01:00,2021-07-22 02:28:00+00:00,2021-07-21 23:58:00+00:00,2021-07-22 00:58:00+01:00,2021-07-21,2021-07-22,development,development,development,True,True,2021-07-22 04:10:00+00:00,False
FREP-254283-G,2021-07-22T00:45:00+01:00,2021-07-22T00:45:00+01:00,2021-07-21 23:45:00+00:00,2021-07-21 23:45:00+00:00,2021-07-22 00:45:00+01:00,2021-07-21,2021-07-22,development,development,development,True,True,2021-07-22 01:44:00+00:00,False
FREP-254323-G,2021-07-23T00:53:00+01:00,2021-07-23T00:53:00+01:00,2021-07-22 23:53:00+00:00,2021-07-22 23:53:00+00:00,2021-07-23 00:53:00+01:00,2021-07-22,2021-07-23,development,development,development,True,True,2021-07-24 00:30:00+00:00,False
FREP-254363-G,2021-07-24T00:55:00+01:00,2021-07-24T00:55:00+01:00,2021-07-23 23:55:00+00:00,2021-07-23 23:55:00+00:00,2021-07-24 00:55:00+01:00,2021-07-23,2021-07-24,development,development,development,True,True,2021-07-24 03:03:00+00:00,False
FREP-254451-G,2021-07-27T00:20:00+01:00,2021-07-27T00:20:00+01:00,2021-07-26 23:20:00+00:00,2021-07-26 23:20:00+00:00,2021-07-27 00:20:00+01:00,2021-07-26,2021-07-27,development,development,development,True,True,2021-07-27 10:12:00+00:00,False
FREP-254518-Z,2021-08-10T00:19:00+01:00,2021-08-10T00:19:00+01:00,2021-08-09 23:19:00+00:00,2021-08-09 23:19:00+00:00,2021-08-10 00:19:00+01:00,2021-08-09,2021-08-10,development,development,development,True,True,2021-08-10 00:03:00+00:00,False
FREP-254519-Z,2021-08-10T00:36:00+01:00,2021-08-10T00:36:00+01:00,2021-08-09 23:36:00+00:00,2021-08-09 23:36:00+00:00,2021-08-10 00:36:00+01:00,2021-08-09,2021-08-10,development,development,development,True,True,2021-08-10 00:36:00+00:00,False
FREP-254717-Z,2021-08-11T00:40:00+01:00,2021-08-11T00:40:00+01:00,2021-08-10 23:40:00+00:00,2021-08-10 23:40:00+00:00,2021-08-11 00:40:00+01:00,2021-08-10,2021-08-11,development,development,development,True,True,2021-08-11 05:10:00+00:00,False
FREP-254742-G,2021-08-04T00:31:00+01:00,2021-08-04T00:31:00+01:00,2021-08-03 23:31:00+00:00,2021-08-03 23:31:00+00:00,2021-08-04 00:31:00+01:00,2021-08-03,2021-08-04,development,development,development,True,True,2021-08-04 11:45:00+00:00,False
FREP-254762-G,2021-08-05T00:10:00+01:00,2021-08-05T00:10:00+01:00,2021-08-04 23:10:00+00:00,2021-08-04 23:10:00+00:00,2021-08-05 00:10:00+01:00,2021-08-04,2021-08-05,development,development,development,True,True,2021-08-05 01:10:00+00:00,False
FREP-254792-G,2021-08-06T00:20:00+01:00,2021-08-06T00:20:00+01:00,2021-08-05 23:20:00+00:00,2021-08-05 23:20:00+00:00,2021-08-06 00:20:00+01:00,2021-08-05,2021-08-06,development,development,development,True,True,2021-08-06 14:19:00+00:00,False
FREP-254793-G,2021-08-06T00:45:00+01:00,2021-08-06T00:45:00+01:00,2021-08-05 23:45:00+00:00,2021-08-05 23:45:00+00:00,2021-08-06 00:45:00+01:00,2021-08-05,2021-08-06,development,development,development,True,True,2021-08-06 10:00:00+00:00,False
FREP-254808-G,2021-08-07T00:32:00+01:00,2021-08-07T00:32:00+01:00,2021-08-06 23:32:00+00:00,2021-08-06 23:32:00+00:00,2021-08-07 00:32:00+01:00,2021-08-06,2021-08-07,development,development,development,True,True,2021-08-07 00:05:00+00:00,False
FREP-254863-G,2021-08-10T00:45:00+01:00,2021-08-10T00:45:00+01:00,2021-08-09 23:45:00+00:00,2021-08-09 23:45:00+00:00,2021-08-10 00:45:00+01:00,2021-08-09,2021-08-10,development,development,development,True,True,2021-08-10 01:41:00+00:00,False
FREP-254894-G,2021-08-11T00:00:00+01:00,2021-08-11T00:00:00+01:00,2021-08-10 23:00:00+00:00,2021-08-10 23:00:00+00:00,2021-08-11 00:00:00+01:00,2021-08-10,2021-08-11,development,development,development,True,True,2021-08-10 23:19:00+00:00,False
FREP-254896-G,2021-08-11T00:24:00+01:00,2021-08-11T00:24:00+01:00,2021-08-10 23:24:00+00:00,2021-08-10 23:24:00+00:00,2021-08-11 00:24:00+01:00,2021-08-10,2021-08-11,development,development,development,True,True,2021-08-11 13:06:00+00:00,False
FREP-254947-Z,2021-08-12T02:30:00+01:00,2021-08-12T00:30:00+01:00,2021-08-12 01:30:00+00:00,2021-08-11 23:30:00+00:00,2021-08-12 00:30:00+01:00,2021-08-11,2021-08-12,development,development,development,True,True,2021-08-12 07:00:00+00:00,False
FREP-255232-G,2021-08-26T00:03:00+01:00,2021-08-26T00:03:00+01:00,2021-08-25 23:03:00+00:00,2021-08-25 23:03:00+00:00,2021-08-26 00:03:00+01:00,2021-08-25,2021-08-26,development,development,development,True,True,2021-08-26 00:17:00+00:00,False
FREP-255334-Z,2021-08-14T00:42:00+01:00,2021-08-14T00:42:00+01:00,2021-08-13 23:42:00+00:00,2021-08-13 23:42:00+00:00,2021-08-14 00:42:00+01:00,2021-08-13,2021-08-14,development,development,development,True,True,2021-08-14 00:56:00+00:00,False
FREP-255535-Z,2021-08-16T00:42:00+01:00,2021-08-16T00:42:00+01:00,2021-08-15 23:42:00+00:00,2021-08-15 23:42:00+00:00,2021-08-16 00:42:00+01:00,2021-08-15,2021-08-16,development,development,development,True,True,2021-08-15 23:47:00+00:00,False
FREP-255573-G,2021-09-09T00:26:00+01:00,2021-09-09T00:26:00+01:00,2021-09-08 23:26:00+00:00,2021-09-08 23:26:00+00:00,2021-09-09 00:26:00+01:00,2021-09-08,2021-09-09,development,development,development,True,True,2021-09-09 00:01:00+00:00,False
FREP-255574-G,2021-09-09T00:22:00+01:00,2021-09-09T00:22:00+01:00,2021-09-08 23:22:00+00:00,2021-09-08 23:22:00+00:00,2021-09-09 00:22:00+01:00,2021-09-08,2021-09-09,development,development,development,True,True,2021-09-08 23:54:00+00:00,False
FREP-255578-G,2021-09-09T00:43:00+01:00,2021-09-09T00:43:00+01:00,2021-09-08 23:43:00+00:00,2021-09-08 23:43:00+00:00,2021-09-09 00:43:00+01:00,2021-09-08,2021-09-09,development,development,development,True,True,2021-09-09 00:16:00+00:00,False
FREP-255780-Z,2021-08-17T00:38:00+01:00,2021-08-17T00:38:00+01:00,2021-08-16 23:38:00+00:00,2021-08-16 23:38:00+00:00,2021-08-17 00:38:00+01:00,2021-08-16,2021-08-17,development,development,development,True,True,2021-08-17 02:40:00+00:00,False
FREP-255822-G,2021-09-20T00:08:00+01:00,2021-09-20T00:08:00+01:00,2021-09-19 23:08:00+00:00,2021-09-19 23:08:00+00:00,2021-09-20 00:08:00+01:00,2021-09-19,2021-09-20,development,development,development,True,True,2021-09-20 02:30:00+00:00,False
FREP-255883-G,2021-09-23T00:00:00+01:00,2021-09-23T00:00:00+01:00,2021-09-22 23:00:00+00:00,2021-09-22 23:00:00+00:00,2021-09-23 00:00:00+01:00,2021-09-22,2021-09-23,development,development,development,True,True,2021-09-23 02:00:00+00:00,False
FREP-255912-G,2021-09-24T00:09:00+01:00,2021-09-24T00:09:00+01:00,2021-09-23 23:09:00+00:00,2021-09-23 23:09:00+00:00,2021-09-24 00:09:00+01:00,2021-09-23,2021-09-24,development,development,development,True,True,2021-09-24 00:18:00+00:00,False
FREP-255987-G,2021-09-29T00:45:00+01:00,2021-09-29T00:28:00+01:00,2021-09-28 23:45:00+00:00,2021-09-28 23:28:00+00:00,2021-09-29 00:28:00+01:00,2021-09-28,2021-09-29,development,development,development,True,True,2021-09-29 09:34:00+00:00,False
FREP-255989-G,2021-09-29T00:52:00+01:00,2021-09-29T00:52:00+01:00,2021-09-28 23:52:00+00:00,2021-09-28 23:52:00+00:00,2021-09-29 00:52:00+01:00,2021-09-28,2021-09-29,development,development,development,True,True,2021-09-29 02:01:00+00:00,False
FREP-256164-G,2021-10-03T00:05:00+01:00,2021-10-03T00:05:00+01:00,2021-10-02 23:05:00+00:00,2021-10-02 23:05:00+00:00,2021-10-03 00:05:00+01:00,2021-10-02,2021-10-03,development,development,development,True,True,2021-10-02 23:58:00+00:00,False
FREP-256222-Z,2021-08-19T00:28:00+01:00,2021-08-19T00:28:00+01:00,2021-08-18 23:28:00+00:00,2021-08-18 23:28:00+00:00,2021-08-19 00:28:00+01:00,2021-08-18,2021-08-19,development,development,development,True,True,2021-08-19 10:47:00+00:00,False
FREP-256225-G,2021-10-05T00:30:00+01:00,2021-10-05T00:30:00+01:00,2021-10-04 23:30:00+00:00,2021-10-04 23:30:00+00:00,2021-10-05 00:30:00+01:00,2021-10-04,2021-10-05,development,development,development,True,True,2021-10-05 01:05:00+00:00,False
FREP-256300-G,2021-10-06T01:33:00+01:00,2021-10-06T00:14:00+01:00,2021-10-06 00:33:00+00:00,2021-10-05 23:14:00+00:00,2021-10-06 00:14:00+01:00,2021-10-05,2021-10-06,development,development,development,True,True,2021-10-06 00:37:00+00:00,False
FREP-256301-G,2021-10-06T00:15:00+01:00,2021-10-06T00:15:00+01:00,2021-10-05 23:15:00+00:00,2021-10-05 23:15:00+00:00,2021-10-06 00:15:00+01:00,2021-10-05,2021-10-06,development,development,development,True,True,2021-10-06 11:31:00+00:00,False
FREP-256302-G,2021-10-06T00:14:00+01:00,2021-10-06T00:14:00+01:00,2021-10-05 23:14:00+00:00,2021-10-05 23:14:00+00:00,2021-10-06 00:14:00+01:00,2021-10-05,2021-10-06,development,development,development,True,True,2021-10-05 23:24:00+00:00,False
FREP-256395-G,2021-10-09T00:34:00+01:00,2021-10-09T00:34:00+01:00,2021-10-08 23:34:00+00:00,2021-10-08 23:34:00+00:00,2021-10-09 00:34:00+01:00,2021-10-08,2021-10-09,development,development,development,True,True,2021-10-09 03:46:00+00:00,False
FREP-256396-G,2021-10-09T00:56:00+01:00,2021-10-09T00:56:00+01:00,2021-10-08 23:56:00+00:00,2021-10-08 23:56:00+00:00,2021-10-09 00:56:00+01:00,2021-10-08,2021-10-09,development,development,development,True,True,2021-10-09 18:30:00+00:00,False
FREP-256434-G,2021-10-11T00:34:00+01:00,2021-10-11T00:34:00+01:00,2021-10-10 23:34:00+00:00,2021-10-10 23:34:00+00:00,2021-10-11 00:34:00+01:00,2021-10-10,2021-10-11,development,development,development,True,True,2021-10-11 01:45:00+00:00,False
FREP-256436-Z,2021-08-20T00:28:00+01:00,2021-08-20T00:28:00+01:00,2021-08-19 23:28:00+00:00,2021-08-19 23:28:00+00:00,2021-08-20 00:28:00+01:00,2021-08-19,2021-08-20,development,development,development,True,True,2021-08-20 00:20:00+00:00,False
FREP-256437-Z,2021-08-20T00:47:00+01:00,2021-08-20T00:47:00+01:00,2021-08-19 23:47:00+00:00,2021-08-19 23:47:00+00:00,2021-08-20 00:47:00+01:00,2021-08-19,2021-08-20,development,development,development,True,True,2021-08-20 00:05:00+00:00,False
FREP-256765-G,2021-10-22T00:50:00+01:00,2021-10-22T00:50:00+01:00,2021-10-21 23:50:00+00:00,2021-10-21 23:50:00+00:00,2021-10-22 00:50:00+01:00,2021-10-21,2021-10-22,development,development,development,True,True,2021-10-22 02:15:00+00:00,False
FREP-256783-G,2021-10-23T02:00:00+01:00,2021-10-23T00:33:00+01:00,2021-10-23 01:00:00+00:00,2021-10-22 23:33:00+00:00,2021-10-23 00:33:00+01:00,2021-10-22,2021-10-23,development,development,development,True,True,2021-10-23 10:42:00+00:00,False
FREP-256894-G,2021-10-31T00:11:00+01:00,2021-10-31T00:11:00+01:00,2021-10-30 23:11:00+00:00,2021-10-30 23:11:00+00:00,2021-10-31 00:11:00+01:00,2021-10-30,2021-10-31,development,development,development,True,True,2021-10-31 00:35:00+00:00,False
FREP-256911-Z,2021-08-23T00:27:00+01:00,2021-08-23T00:27:00+01:00,2021-08-22 23:27:00+00:00,2021-08-22 23:27:00+00:00,2021-08-23 00:27:00+01:00,2021-08-22,2021-08-23,development,development,development,True,True,2021-08-23 01:34:00+00:00,False
FREP-256913-Z,2021-08-23T00:12:00+01:00,2021-08-23T00:12:00+01:00,2021-08-22 23:12:00+00:00,2021-08-22 23:12:00+00:00,2021-08-23 00:12:00+01:00,2021-08-22,2021-08-23,development,development,development,True,True,2021-08-23 00:59:00+00:00,False
FREP-257146-Z,2021-08-24T00:02:00+01:00,2021-08-24T00:02:00+01:00,2021-08-23 23:02:00+00:00,2021-08-23 23:02:00+00:00,2021-08-24 00:02:00+01:00,2021-08-23,2021-08-24,development,development,development,True,True,2021-08-24 10:12:00+00:00,False
FREP-257388-Z,2021-08-25T00:15:00+01:00,2021-08-25T00:15:00+01:00,2021-08-24 23:15:00+00:00,2021-08-24 23:15:00+00:00,2021-08-25 00:15:00+01:00,2021-08-24,2021-08-25,development,development,development,True,True,2021-08-25 00:05:00+00:00,False
FREP-257510-G,2021-10-29T00:00:00+01:00,2021-10-29T00:00:00+01:00,2021-10-28 23:00:00+00:00,2021-10-28 23:00:00+00:00,2021-10-29 00:00:00+01:00,2021-10-28,2021-10-29,development,development,development,True,True,2021-10-28 23:51:00+00:00,False
FREP-257605-Z,2021-08-26T00:55:00+01:00,2021-08-26T00:55:00+01:00,2021-08-25 23:55:00+00:00,2021-08-25 23:55:00+00:00,2021-08-26 00:55:00+01:00,2021-08-25,2021-08-26,development,development,development,True,True,2021-08-26 04:05:00+00:00,False
FREP-257606-Z,2021-08-26T00:56:00+01:00,2021-08-26T00:56:00+01:00,2021-08-25 23:56:00+00:00,2021-08-25 23:56:00+00:00,2021-08-26 00:56:00+01:00,2021-08-25,2021-08-26,development,development,development,True,True,2021-08-26 01:50:00+00:00,False
FREP-257821-Z,2021-08-27T00:05:00+01:00,2021-08-27T00:05:00+01:00,2021-08-26 23:05:00+00:00,2021-08-26 23:05:00+00:00,2021-08-27 00:05:00+01:00,2021-08-26,2021-08-27,development,development,development,True,True,2021-08-27 14:20:00+00:00,False
FREP-257987-Z,2021-08-28T00:28:00+01:00,2021-08-28T00:28:00+01:00,2021-08-27 23:28:00+00:00,2021-08-27 23:28:00+00:00,2021-08-28 00:28:00+01:00,2021-08-27,2021-08-28,development,development,development,True,True,2021-08-28 06:15:00+00:00,False
FREP-258140-Z,2021-08-30T00:20:00+01:00,2021-08-30T00:20:00+01:00,2021-08-29 23:20:00+00:00,2021-08-29 23:20:00+00:00,2021-08-30 00:20:00+01:00,2021-08-29,2021-08-30,development,development,development,True,True,2021-08-30 10:32:00+00:00,False
FREP-258232-Z,2021-08-31T14:00:00+01:00,2021-08-31T00:14:00+01:00,2021-08-31 13:00:00+00:00,2021-08-30 23:14:00+00:00,2021-08-31 00:14:00+01:00,2021-08-30,2021-08-31,development,development,development,True,True,2021-08-31 14:45:00+00:00,False
FREP-258449-Z,2021-09-01T00:30:00+01:00,2021-09-01T00:30:00+01:00,2021-08-31 23:30:00+00:00,2021-08-31 23:30:00+00:00,2021-09-01 00:30:00+01:00,2021-08-31,2021-09-01,development,development,development,True,True,2021-09-01 00:10:00+00:00,False
FREP-258669-Z,2021-09-02T00:35:00+01:00,2021-09-02T00:35:00+01:00,2021-09-01 23:35:00+00:00,2021-09-01 23:35:00+00:00,2021-09-02 00:35:00+01:00,2021-09-01,2021-09-02,development,development,development,True,True,2021-09-02 06:54:00+00:00,False
FREP-259073-Z,2021-09-04T00:52:00+01:00,2021-09-04T00:52:00+01:00,2021-09-03 23:52:00+00:00,2021-09-03 23:52:00+00:00,2021-09-04 00:52:00+01:00,2021-09-03,2021-09-04,development,development,development,True,True,2021-09-04 01:45:00+00:00,False
FREP-259208-Z,2021-09-06T00:06:00+01:00,2021-09-06T00:06:00+01:00,2021-09-05 23:06:00+00:00,2021-09-05 23:06:00+00:00,2021-09-06 00:06:00+01:00,2021-09-05,2021-09-06,development,development,development,True,True,2021-09-06 00:32:00+00:00,False
FREP-259350-Z,2021-09-07T00:07:00+01:00,2021-09-07T00:07:00+01:00,2021-09-06 23:07:00+00:00,2021-09-06 23:07:00+00:00,2021-09-07 00:07:00+01:00,2021-09-06,2021-09-07,development,development,development,True,True,2021-09-07 03:24:00+00:00,False
FREP-259351-Z,2021-09-07T00:11:00+01:00,2021-09-07T00:11:00+01:00,2021-09-06 23:11:00+00:00,2021-09-06 23:11:00+00:00,2021-09-07 00:11:00+01:00,2021-09-06,2021-09-07,development,development,development,True,True,2021-09-07 01:46:00+00:00,False
FREP-259637-Z,2021-09-09T00:32:00+01:00,2021-09-09T00:32:00+01:00,2021-09-08 23:32:00+00:00,2021-09-08 23:32:00+00:00,2021-09-09 00:32:00+01:00,2021-09-08,2021-09-09,development,development,development,True,True,2021-09-08 23:40:00+00:00,False
FREP-259646-Z,2021-09-09T00:44:00+01:00,2021-09-09T00:44:00+01:00,2021-09-08 23:44:00+00:00,2021-09-08 23:44:00+00:00,2021-09-09 00:44:00+01:00,2021-09-08,2021-09-09,development,development,development,True,True,2021-09-09 04:20:00+00:00,False
FREP-259880-Z,2021-09-11T00:42:00+01:00,2021-09-11T00:42:00+01:00,2021-09-10 23:42:00+00:00,2021-09-10 23:42:00+00:00,2021-09-11 00:42:00+01:00,2021-09-10,2021-09-11,development,development,development,True,True,2021-09-11 14:30:00+00:00,False
FREP-259951-Z,2021-09-12T00:37:00+01:00,2021-09-12T00:37:00+01:00,2021-09-11 23:37:00+00:00,2021-09-11 23:37:00+00:00,2021-09-12 00:37:00+01:00,2021-09-11,2021-09-12,development,development,development,True,True,2021-09-12 01:30:00+00:00,False
FREP-260182-Z,2021-09-14T12:55:00+01:00,2021-09-14T00:50:00+01:00,2021-09-14 11:55:00+00:00,2021-09-13 23:50:00+00:00,2021-09-14 00:50:00+01:00,2021-09-13,2021-09-14,development,development,development,True,True,2021-09-14 15:00:00+00:00,False
FREP-260386-Z,2021-09-15T00:14:00+01:00,2021-09-15T00:14:00+01:00,2021-09-14 23:14:00+00:00,2021-09-14 23:14:00+00:00,2021-09-15 00:14:00+01:00,2021-09-14,2021-09-15,development,development,development,True,True,2021-09-15 01:55:00+00:00,False
FREP-260387-Z,2021-09-15T00:57:00+01:00,2021-09-15T00:57:00+01:00,2021-09-14 23:57:00+00:00,2021-09-14 23:57:00+00:00,2021-09-15 00:57:00+01:00,2021-09-14,2021-09-15,development,development,development,True,True,2021-09-15 01:17:00+00:00,False
