Incident Reference,sample,exclusive_reason,duration_B_full_span_hours,selected_source_row,old_source_row
FREP-11055-L,main_R0c,旧H0截尾→完整有效尾部,478.06666666666666,88919,88919
FREP-11150-O,main_R0c,旧H0截尾→完整有效尾部,289.51666666666665,91450,91450
FREP-12608-O,main_R0c,旧H0截尾→完整有效尾部,232.9,55508,55508
FREP-13691-O,main_R0c,旧H0截尾→完整有效尾部,791.6833333333333,225229,225229
FREP-14269-W,main_R0c,旧H0截尾→完整有效尾部,199.85,91672,91672
FREP-14325-W,main_R0c,旧H0截尾→完整有效尾部,1079.6833333333334,84664,84664
FREP-14636-W,main_R0c,旧H0截尾→完整有效尾部,389.03333333333336,91686,91686
FREP-15940-O,main_R0c,旧H0截尾→完整有效尾部,337.53333333333336,237335,237335
FREP-18439-U,main_R0c,旧H0截尾→完整有效尾部,705.0,84798,478
FREP-18754-U,main_R0c,旧H0截尾→完整有效尾部,467.96666666666664,157524,48506
FREP-18940-U,main_R0c,旧H0截尾→完整有效尾部,237.81666666666666,48502,48502
FREP-19342-U,main_R0c,旧H0截尾→完整有效尾部,299.9,512,510
FREP-20423-U,main_R0c,旧H0截尾→完整有效尾部,440.46666666666664,214887,214887
FREP-20445-U,main_R0c,旧H0截尾→完整有效尾部,671.45,157577,157577
FREP-20659-U,main_R0c,旧H0截尾→完整有效尾部,3001.5833333333335,55836,55836
FREP-20704-U,main_R0c,旧H0截尾→完整有效尾部,577.9666666666667,55886,48600
FREP-207903-Z,main_R0c,旧H0截尾→完整有效尾部,1465.0,119145,119145
FREP-22674-U,main_R0c,旧H0截尾→完整有效尾部,313.51666666666665,129353,129353
FREP-228964-Z,main_R0c,旧H0截尾→完整有效尾部,269.65,848,848
FREP-231051-Z,main_R0c,旧H0截尾→完整有效尾部,548.1833333333333,207277,207277
FREP-231664-Z,main_R0c,旧H0截尾→完整有效尾部,815.6833333333333,48792,48792
FREP-233370-Z,main_R0c,旧H0截尾→完整有效尾部,243.63333333333333,221152,221152
FREP-233933-Z,main_R0c,旧H0截尾→完整有效尾部,1006.25,88648,88648
FREP-235443-Z,main_R0c,旧H0截尾→完整有效尾部,221.61666666666667,1232,1232
FREP-238630-Z,main_R0c,旧H0截尾→完整有效尾部,714.8166666666667,98707,98707
FREP-238656-Z,main_R0c,旧H0截尾→完整有效尾部,953.8666666666667,221612,56396
FREP-239546-Z,main_R0c,旧H0截尾→完整有效尾部,333.81666666666666,92553,92553
FREP-239962-Z,main_R0c,旧H0截尾→完整有效尾部,238.66666666666666,60819,60819
FREP-240812-Z,main_R0c,旧H0截尾→完整有效尾部,238.36666666666667,230592,230592
FREP-244008-Z,main_R0c,旧H0截尾→完整有效尾部,267.76666666666665,557,557
FREP-244647-Z,main_R0c,旧H0截尾→完整有效尾部,505.6333333333333,737,737
FREP-244745-Z,main_R0c,旧H0截尾→完整有效尾部,212.0,683,683
FREP-245902-Z,main_R0c,旧H0截尾→完整有效尾部,230.4,231110,231110
FREP-246076-Z,main_R0c,旧H0截尾→完整有效尾部,334.53333333333336,28080,28080
FREP-246256-Z,main_R0c,旧H0截尾→完整有效尾部,192.55,158379,158379
FREP-246479-Z,main_R0c,旧H0截尾→完整有效尾部,242.1,38801,38801
FREP-246733-Z,main_R0c,旧H0截尾→完整有效尾部,262.96666666666664,935,935
FREP-247316-Z,main_R0c,旧H0截尾→完整有效尾部,202.93333333333334,28159,28159
FREP-248679-G,main_R0c,旧H0截尾→完整有效尾部,707.0833333333334,28272,28272
FREP-248723-Z,main_R0c,旧H0截尾→完整有效尾部,1552.8833333333334,158522,158522
FREP-249286-Z,main_R0c,旧H0截尾→完整有效尾部,257.53333333333336,235902,235902
FREP-249410-Z,main_R0c,旧H0截尾→完整有效尾部,1416.55,28346,28346
FREP-250633-Z,main_R0c,旧H0截尾→完整有效尾部,1618.0833333333333,69269,69269
FREP-250674-Z,main_R0c,旧H0截尾→完整有效尾部,1036.9166666666667,61551,61551
FREP-250839-Z,main_R0c,旧H0截尾→完整有效尾部,4846.666666666667,231962,231962
FREP-255564-G,main_R0c,旧H0截尾→完整有效尾部,376.45,4703,4703
FREP-256073-G,main_R0c,旧H0截尾→完整有效尾部,198.25,19401,19401
FREP-258209-Z,main_R0c,旧H0截尾→完整有效尾部,228.98333333333332,61623,61623
FREP-259872-Z,main_R0c,旧H0截尾→完整有效尾部,305.03333333333336,129426,129426
FREP-260164-Z,main_R0c,旧H0截尾→完整有效尾部,458.78333333333336,14175,14175
FREP-261324-J,main_R0c,旧H0截尾→完整有效尾部,192.15,1715,1715
FREP-261407-G,main_R0c,旧H0截尾→完整有效尾部,287.28333333333336,11769,11769
FREP-261426-G,main_R0c,旧H0截尾→完整有效尾部,205.83333333333334,28836,28836
FREP-261509-J,main_R0c,旧H0截尾→完整有效尾部,355.6166666666667,110798,110798
FREP-261566-J,main_R0c,旧H0截尾→完整有效尾部,459.95,11821,11821
FREP-262762-J,main_R0c,旧H0截尾→完整有效尾部,254.88333333333333,18220,18220
FREP-262799-J,main_R0c,旧H0截尾→完整有效尾部,247.25,18225,18225
FREP-263233-J,main_R0c,旧H0截尾→完整有效尾部,306.1666666666667,217024,217024
FREP-263406-Z,main_R0c,旧H0截尾→完整有效尾部,237.66666666666666,42228,42228
FREP-263433-J,main_R0c,旧H0截尾→完整有效尾部,210.4,71869,71869
FREP-263568-J,main_R0c,旧H0截尾→完整有效尾部,288.26666666666665,189209,189209
FREP-264072-J,main_R0c,旧H0截尾→完整有效尾部,435.9166666666667,18415,18415
FREP-264076-Z,main_R0c,旧H0截尾→完整有效尾部,293.98333333333335,178699,178699
FREP-264324-J,main_R0c,旧H0截尾→完整有效尾部,800.3833333333333,98844,98844
FREP-265381-J,main_R0c,旧H0截尾→完整有效尾部,214.85,98968,51076
FREP-265686-J,main_R0c,旧H0截尾→完整有效尾部,360.35,222234,222234
FREP-265799-Z,main_R0c,旧H0截尾→完整有效尾部,225.26666666666668,227559,227559
FREP-265903-J,main_R0c,旧H0截尾→完整有效尾部,432.5833333333333,99583,99583
FREP-266014-J,main_R0c,旧H0截尾→完整有效尾部,354.95,224186,224186
FREP-266152-J,main_R0c,旧H0截尾→完整有效尾部,215.13333333333333,132208,132208
FREP-266305-J,main_R0c,旧H0截尾→完整有效尾部,285.53333333333336,99643,99643
FREP-266398-J,main_R0c,旧H0截尾→完整有效尾部,255.76666666666668,208569,208569
FREP-266427-J,main_R0c,旧H0截尾→完整有效尾部,305.3666666666667,219300,219300
FREP-266604-J,main_R0c,旧H0截尾→完整有效尾部,347.1,179851,179851
FREP-266705-J,main_R0c,旧H0截尾→完整有效尾部,251.55,99688,99688
FREP-266941-J,main_R0c,旧H0截尾→完整有效尾部,320.06666666666666,190024,190024
FREP-267317-Z,main_R0c,旧H0截尾→完整有效尾部,638.6166666666667,208365,208365
FREP-267331-G,main_R0c,旧H0截尾→完整有效尾部,244.56666666666666,189797,189797
FREP-267471-G,main_R0c,旧H0截尾→完整有效尾部,222.81666666666666,19475,19475
FREP-267518-J,main_R0c,旧H0截尾→完整有效尾部,1052.2333333333333,93288,93288
FREP-267586-Z,main_R0c,旧H0截尾→完整有效尾部,359.4,189843,189843
FREP-267781-G,main_R0c,旧H0截尾→完整有效尾部,210.56666666666666,93359,93359
FREP-267909-G,main_R0c,旧H0截尾→完整有效尾部,595.2166666666667,189941,189941
FREP-267944-G,main_R0c,旧H0截尾→完整有效尾部,358.53333333333336,219024,219024
FREP-267966-G,main_R0c,旧H0截尾→完整有效尾部,223.6,6287,6287
FREP-268284-J,main_R0c,旧H0截尾→完整有效尾部,1224.8166666666666,99502,99502
FREP-268561-G,main_R0c,旧H0截尾→完整有效尾部,408.1333333333333,8531,8531
FREP-268735-J,main_R0c,旧H0截尾→完整有效尾部,192.55,183090,183090
FREP-268824-J,main_R0c,旧H0截尾→完整有效尾部,206.6,183093,183093
FREP-268945-J,main_R0c,旧H0截尾→完整有效尾部,569.0166666666667,199366,199366
FREP-269010-J,main_R0c,旧H0截尾→完整有效尾部,5011.916666666667,199403,199403
FREP-269237-J,main_R0c,旧H0截尾→完整有效尾部,218.56666666666666,150654,150654
FREP-269575-J,main_R0c,旧H0截尾→完整有效尾部,298.5,150675,150675
FREP-270110-J,main_R0c,旧H0截尾→完整有效尾部,601.5833333333334,17003,17003
FREP-270378-J,main_R0c,旧H0截尾→完整有效尾部,605.5833333333334,8811,8811
FREP-270529-J,main_R0c,旧H0截尾→完整有效尾部,226.63333333333333,50074,50074
FREP-271006-J,main_R0c,旧H0截尾→完整有效尾部,196.21666666666667,165067,165067
FREP-271039-G,main_R0c,旧H0截尾→完整有效尾部,432.53333333333336,188284,188284
FREP-271138-G,main_R0c,旧H0截尾→完整有效尾部,651.3166666666667,150985,150985
FREP-271218-G,main_R0c,旧H0截尾→完整有效尾部,197.01666666666668,64099,64099
FREP-271472-G,main_R0c,旧H0截尾→完整有效尾部,284.93333333333334,50242,50242
FREP-271602-J,main_R0c,旧H0截尾→完整有效尾部,192.71666666666667,8893,8893
FREP-271625-G,main_R0c,旧H0截尾→完整有效尾部,249.58333333333334,134741,134741
FREP-271704-G,main_R0c,旧H0截尾→完整有效尾部,265.18333333333334,134778,134778
FREP-272162-Z,main_R0c,旧H0截尾→完整有效尾部,1635.55,76181,76181
FREP-272235-J,main_R0c,旧H0截尾→完整有效尾部,400.35,64291,64291
FREP-272324-J,main_R0c,旧H0截尾→完整有效尾部,426.71666666666664,199900,199900
FREP-272600-Z,main_R0c,旧H0截尾→完整有效尾部,820.8166666666667,199958,165265
FREP-272768-J,main_R0c,旧H0截尾→完整有效尾部,649.05,45109,45109
FREP-272769-Z,main_R0c,旧H0截尾→完整有效尾部,467.43333333333334,45131,45131
FREP-272987-G,main_R0c,旧H0截尾→完整有效尾部,527.5333333333333,200007,200007
FREP-273247-J,main_R0c,旧H0截尾→完整有效尾部,1035.6,169549,169549
FREP-273463-Z,main_R0c,旧H0截尾→完整有效尾部,359.4,76392,76391
FREP-273641-J,main_R0c,旧H0截尾→完整有效尾部,220.21666666666667,151373,151373
FREP-273839-G,main_R0c,旧H0截尾→完整有效尾部,218.65,200141,200141
FREP-273875-Z,main_R0c,旧H0截尾→完整有效尾部,1481.6833333333334,165427,165427
FREP-273995-J,main_R0c,旧H0截尾→完整有效尾部,223.33333333333334,32834,32834
FREP-273999-J,main_R0c,旧H0截尾→完整有效尾部,1134.25,200187,200187
FREP-274111-J,main_R0c,旧H0截尾→完整有效尾部,470.05,45204,45204
FREP-274366-Z,main_R0c,旧H0截尾→完整有效尾部,1121.8333333333333,124436,32908
FREP-274584-J,main_R0c,旧H0截尾→完整有效尾部,282.8,76542,76542
FREP-274901-J,main_R0c,旧H0截尾→完整有效尾部,339.1666666666667,45351,45351
FREP-275018-Z,main_R0c,旧H0截尾→完整有效尾部,1482.0666666666666,50461,45359
FREP-275145-J,main_R0c,旧H0截尾→完整有效尾部,208.16666666666666,76625,76625
FREP-275588-G,main_R0c,旧H0截尾→完整有效尾部,211.91666666666666,179033,98529
FREP-275814-Z,main_R0c,旧H0截尾→完整有效尾部,718.5666666666667,91928,91928
FREP-276093-Z,main_R0c,旧H0截尾→完整有效尾部,479.3,72280,72280
FREP-276170-Z,main_R0c,旧H0截尾→完整有效尾部,265.31666666666666,215144,72308
FREP-276451-Z,main_R0c,旧H0截尾→完整有效尾部,381.1333333333333,42656,42656
FREP-277125-Z,main_R0c,旧H0截尾→完整有效尾部,262.9166666666667,19031,19031
FREP-277363-J,main_R0c,旧H0截尾→完整有效尾部,1011.5833333333334,207400,207400
FREP-277424-Z,main_R0c,旧H0截尾→完整有效尾部,215.08333333333334,51287,51287
FREP-277615-J,main_R0c,旧H0截尾→完整有效尾部,457.95,189485,189485
FREP-277720-J,main_R0c,旧H0截尾→完整有效尾部,372.35,207430,207430
FREP-278252-J,main_R0c,旧H0截尾→完整有效尾部,3490.7833333333333,189575,189575
FREP-279334-G,main_R0c,旧H0截尾→完整有效尾部,514.6,82127,82127
FREP-279428-J,main_R0c,旧H0截尾→完整有效尾部,2260.016666666667,219734,219734
FREP-280557-G,main_R0c,旧H0截尾→完整有效尾部,477.15,99375,99375
FREP-280574-J,main_R0c,旧H0截尾→完整有效尾部,361.05,170510,170510
FREP-281313-J,main_R0c,旧H0截尾→完整有效尾部,1248.1833333333334,218108,218108
FREP-281482-G,main_R0c,旧H0截尾→完整有效尾部,237.46666666666667,81994,5964
FREP-281552-G,main_R0c,旧H0截尾→完整有效尾部,291.1,170719,93018
FREP-281572-G,main_R0c,旧H0截尾→完整有效尾部,237.46666666666667,218228,179435
FREP-281629-Z,main_R0c,旧H0截尾→完整有效尾部,1012.5833333333334,13858,13858
FREP-282265-G,main_R0c,旧H0截尾→完整有效尾部,252.15,6095,6095
FREP-282302-J,main_R0c,旧H0截尾→完整有效尾部,1026.8333333333333,48715,48715
FREP-282741-J,main_R0c,旧H0截尾→完整有效尾部,1028.0166666666667,184649,184649
FREP-282965-Z,main_R0c,旧H0截尾→完整有效尾部,434.1,233777,233777
FREP-283025-G,main_R0c,旧H0截尾→完整有效尾部,222.28333333333333,14840,14840
FREP-283127-Z,main_R0c,旧H0截尾→完整有效尾部,288.0833333333333,48973,48971
FREP-284125-J,main_R0c,旧H0截尾→完整有效尾部,626.1833333333333,136663,59293
FREP-284167-G,main_R0c,旧H0截尾→完整有效尾部,767.3833333333333,49202,49202
FREP-284190-J,main_R0c,旧H0截尾→完整有效尾部,230.06666666666666,49183,49183
FREP-284192-J,main_R0c,旧H0截尾→完整有效尾部,277.43333333333334,227048,227048
FREP-284208-G,main_R0c,旧H0截尾→完整有效尾部,1684.4333333333334,10864,10864
FREP-284459-Z,main_R0c,旧H0截尾→完整有效尾部,261.9,49248,47168
FREP-284637-J,main_R0c,旧H0截尾→完整有效尾部,1197.6833333333334,136763,136763
FREP-284858-Z,main_R0c,旧H0截尾→完整有效尾部,222.3,47225,47225
FREP-284863-Z,main_R0c,旧H0截尾→完整有效尾部,1205.15,120819,120819
FREP-285083-Z,main_R0c,旧H0截尾→完整有效尾部,497.25,149594,47247
FREP-285328-Z,main_R0c,旧H0截尾→完整有效尾部,1111.5333333333333,149637,149637
FREP-285552-J,main_R0c,旧H0截尾→完整有效尾部,194.53333333333333,59458,59458
FREP-285862-J,main_R0c,旧H0截尾→完整有效尾部,397.68333333333334,47280,47280
FREP-286148-J,main_R0c,旧H0截尾→完整有效尾部,808.05,184848,31411
FREP-286200-J,main_R0c,旧H0截尾→完整有效尾部,238.9,15601,15601
FREP-286230-J,main_R0c,旧H0截尾→完整有效尾部,193.46666666666667,184879,184879
FREP-286286-Z,main_R0c,旧H0截尾→完整有效尾部,292.51666666666665,184863,184863
FREP-286316-Z,main_R0c,旧H0截尾→完整有效尾部,262.8833333333333,109322,109322
FREP-286510-J,main_R0c,旧H0截尾→完整有效尾部,223.7,59680,59680
FREP-286557-J,main_R0c,旧H0截尾→完整有效尾部,385.51666666666665,184935,184935
FREP-286578-J,main_R0c,旧H0截尾→完整有效尾部,216.55,49566,49566
FREP-286631-Z,main_R0c,旧H0截尾→完整有效尾部,193.0,137025,137025
FREP-286687-J,main_R0c,旧H0截尾→完整有效尾部,234.1,184977,184977
FREP-286978-J,main_R0c,旧H0截尾→完整有效尾部,449.8333333333333,137139,137139
FREP-287035-Z,main_R0c,旧H0截尾→完整有效尾部,526.1666666666666,31605,31605
FREP-287085-Z,main_R0c,旧H0截尾→完整有效尾部,236.66666666666666,31586,31586
FREP-287138-Z,main_R0c,旧H0截尾→完整有效尾部,255.3,31587,11046
FREP-287384-Z,main_R0c,旧H0截尾→完整有效尾部,313.68333333333334,95653,95653
FREP-287851-G,main_R0c,旧H0截尾→完整有效尾部,359.21666666666664,11197,11197
FREP-288035-G,main_R0c,旧H0截尾→完整有效尾部,196.18333333333334,11184,11184
FREP-288129-G,main_R0c,旧H0截尾→完整有效尾部,326.0833333333333,33107,33107
FREP-288263-Z,main_R0c,旧H0截尾→完整有效尾部,577.3833333333333,167306,167306
FREP-288942-Z,main_R0c,旧H0截尾→完整有效尾部,256.43333333333334,185645,185645
FREP-289058-J,main_R0c,旧H0截尾→完整有效尾部,322.6,188782,188782
FREP-289132-J,main_R0c,旧H0截尾→完整有效尾部,401.48333333333335,23681,23681
FREP-289272-J,main_R0c,旧H0截尾→完整有效尾部,801.5833333333334,65010,65010
FREP-289397-J,main_R0c,旧H0截尾→完整有效尾部,254.0,223332,79308
FREP-289683-G,main_R0c,旧H0截尾→完整有效尾部,591.2,119653,17779
FREP-289740-Z,main_R0c,旧H0截尾→完整有效尾部,242.16666666666666,119718,119718
FREP-289760-J,main_R0c,旧H0截尾→完整有效尾部,331.7,65043,65043
FREP-290045-Z,main_R0c,旧H0截尾→完整有效尾部,1728.3,47751,47751
FREP-290499-J,main_R0c,旧H0截尾→完整有效尾部,240.1,188858,188858
FREP-290649-Z,main_R0c,旧H0截尾→完整有效尾部,624.05,65120,65120
FREP-291011-Z,main_R0c,旧H0截尾→完整有效尾部,293.51666666666665,188901,188901
FREP-291031-Z,main_R0c,旧H0截尾→完整有效尾部,242.53333333333333,217742,217742
FREP-291139-J,main_R0c,旧H0截尾→完整有效尾部,692.4666666666667,47847,47847
FREP-291661-G,main_R0c,旧H0截尾→完整有效尾部,1612.6333333333334,169931,47433
FREP-291736-Z,main_R0c,旧H0截尾→完整有效尾部,208.91666666666666,17274,17274
FREP-292002-G,main_R0c,旧H0截尾→完整有效尾部,2786.9166666666665,50619,23041
FREP-292476-J,main_R0c,旧H0截尾→完整有效尾部,223.65,167034,167034
FREP-292483-J,main_R0c,旧H0截尾→完整有效尾部,216.61666666666667,91414,91414
FREP-292527-J,main_R0c,旧H0截尾→完整有效尾部,1948.1833333333334,167071,167071
FREP-293232-J,main_R0c,旧H0截尾→完整有效尾部,192.93333333333334,60324,60324
FREP-293439-Z,main_R0c,旧H0截尾→完整有效尾部,680.0833333333334,170100,170100
FREP-294352-Z,main_R0c,旧H0截尾→完整有效尾部,459.1666666666667,47715,47715
FREP-294481-J,main_R0c,旧H0截尾→完整有效尾部,192.61666666666667,225761,225761
FREP-294895-J,main_R0c,旧H0截尾→完整有效尾部,240.4,145941,145941
FREP-295004-J,main_R0c,旧H0截尾→完整有效尾部,220.15,49601,46728
FREP-295077-G,main_R0c,旧H0截尾→完整有效尾部,271.5833333333333,16234,16234
FREP-295606-Z,main_R0c,旧H0截尾→完整有效尾部,1164.65,183956,183956
FREP-295646-J,main_R0c,旧H0截尾→完整有效尾部,512.3333333333334,117671,117671
FREP-295656-J,main_R0c,旧H0截尾→完整有效尾部,266.0,193831,193831
FREP-295807-J,main_R0c,旧H0截尾→完整有效尾部,224.66666666666666,78224,78224
FREP-297207-J,main_R0c,旧H0截尾→完整有效尾部,302.76666666666665,32068,32068
FREP-297258-J,main_R0c,旧H0截尾→完整有效尾部,301.6,136168,81619
FREP-297503-J,main_R0c,旧H0截尾→完整有效尾部,2187.3333333333335,10609,10609
FREP-297505-Z,main_R0c,旧H0截尾→完整有效尾部,436.15,49669,49669
FREP-297702-Z,main_R0c,旧H0截尾→完整有效尾部,222.06666666666666,169207,169207
FREP-297705-J,main_R0c,旧H0截尾→完整有效尾部,849.3166666666667,78416,78416
FREP-297922-G,main_R0c,旧H0截尾→完整有效尾部,428.2,204839,204839
FREP-298148-Z,main_R0c,旧H0截尾→完整有效尾部,362.98333333333335,81744,81744
FREP-298325-J,main_R0c,旧H0截尾→完整有效尾部,297.3,211515,211515
FREP-298576-J,main_R0c,旧H0截尾→完整有效尾部,297.1666666666667,194202,138159
FREP-298794-J,main_R0c,旧H0截尾→完整有效尾部,240.73333333333332,169273,169273
FREP-298893-J,main_R0c,旧H0截尾→完整有效尾部,320.75,204990,204990
FREP-299207-Z,main_R0c,旧H0截尾→完整有效尾部,339.31666666666666,184224,184224
FREP-299416-G,main_R0c,旧H0截尾→完整有效尾部,811.6833333333333,58811,58811
FREP-299539-Z,main_R0c,旧H0截尾→完整有效尾部,408.1166666666667,58825,47128
FREP-299609-G,main_R0c,旧H0截尾→完整有效尾部,2323.6666666666665,63478,63478
FREP-299833-Z,main_R0c,旧H0截尾→完整有效尾部,203.56666666666666,217771,217771
FREP-300003-Z,main_R0c,旧H0截尾→完整有效尾部,241.31666666666666,32231,32231
FREP-300036-J,main_R0c,旧H0截尾→完整有效尾部,695.4,211571,211571
FREP-300296-Z,main_R0c,旧H0截尾→完整有效尾部,351.9,22035,22035
FREP-300362-Z,main_R0c,旧H0截尾→完整有效尾部,2426.0333333333333,32306,32306
FREP-300554-Z,main_R0c,旧H0截尾→完整有效尾部,389.9166666666667,22079,22079
FREP-300936-J,main_R0c,旧H0截尾→完整有效尾部,196.56666666666666,59015,59015
FREP-301079-J,main_R0c,旧H0截尾→完整有效尾部,1540.2833333333333,90379,90379
FREP-301217-J,main_R0c,旧H0截尾→完整有效尾部,585.1,136425,136425
FREP-301314-Z,main_R0c,旧H0截尾→完整有效尾部,688.45,16910,16910
FREP-301501-Z,main_R0c,旧H0截尾→完整有效尾部,503.93333333333334,205244,205244
FREP-301608-G,main_R0c,旧H0截尾→完整有效尾部,531.0333333333333,59112,59112
FREP-301617-Z,main_R0c,旧H0截尾→完整有效尾部,202.46666666666667,49957,49957
FREP-301762-Z,main_R0c,旧H0截尾→完整有效尾部,197.6,96793,96793
FREP-301793-J,main_R0c,旧H0截尾→完整有效尾部,337.3666666666667,63684,63684
FREP-302029-J,main_R0c,旧H0截尾→完整有效尾部,281.18333333333334,80352,80352
FREP-302440-Z,main_R0c,旧H0截尾→完整有效尾部,358.0,185075,78480
FREP-302819-G,main_R0c,旧H0截尾→完整有效尾部,256.1666666666667,80537,80537
FREP-303028-Z,main_R0c,旧H0截尾→完整有效尾部,639.6,90962,90962
FREP-303049-Z,main_R0c,旧H0截尾→完整有效尾部,1758.6166666666666,31018,31018
FREP-303234-G,main_R0c,旧H0截尾→完整有效尾部,786.8166666666667,31059,31055
FREP-303406-J,main_R0c,旧H0截尾→完整有效尾部,217.73333333333332,185140,31094
FREP-304020-J,main_R0c,旧H0截尾→完整有效尾部,230.85,80801,80801
FREP-304021-J,main_R0c,旧H0截尾→完整有效尾部,230.83333333333334,91119,91119
FREP-304384-G,main_R0c,旧H0截尾→完整有效尾部,342.7,59884,59884
FREP-304464-G,main_R0c,旧H0截尾→完整有效尾部,512.3,22789,22789
FREP-304794-Z,main_R0c,旧H0截尾→完整有效尾部,264.68333333333334,78781,78781
FREP-305129-Z,main_R0c,旧H0截尾→完整有效尾部,1222.25,196187,196187
FREP-305142-J,main_R0c,旧H0截尾→完整有效尾部,555.2166666666667,196157,31236
FREP-305191-J,main_R0c,旧H0截尾→完整有效尾部,433.15,80991,80991
FREP-305221-Z,main_R0c,旧H0截尾→完整有效尾部,1872.0833333333333,219889,219889
FREP-305229-G,main_R0c,旧H0截尾→完整有效尾部,505.15,22935,22935
FREP-305239-Z,main_R0c,旧H0截尾→完整有效尾部,281.9,187254,187254
FREP-305373-J,main_R0c,旧H0截尾→完整有效尾部,564.0833333333334,59961,59961
FREP-305670-G,main_R0c,旧H0截尾→完整有效尾部,220.06666666666666,187367,187367
FREP-305677-J,main_R0c,旧H0截尾→完整有效尾部,383.9166666666667,81075,81075
FREP-305740-J,main_R0c,旧H0截尾→完整有效尾部,201.31666666666666,185351,185351
FREP-305764-J,main_R0c,旧H0截尾→完整有效尾部,201.91666666666666,185353,185353
FREP-306112-G,main_R0c,旧H0截尾→完整有效尾部,243.51666666666668,228257,24386
FREP-306682-Z,main_R0c,旧H0截尾→完整有效尾部,461.01666666666665,99031,60516
FREP-306702-J,main_R0c,旧H0截尾→完整有效尾部,224.7,14327,14327
FREP-306889-Z,main_R0c,旧H0截尾→完整有效尾部,256.0833333333333,167787,167787
FREP-307471-Z,main_R0c,旧H0截尾→完整有效尾部,387.1666666666667,48167,48167
FREP-307529-G,main_R0c,旧H0截尾→完整有效尾部,348.21666666666664,227981,227981
FREP-308057-Z,main_R0c,旧H0截尾→完整有效尾部,1040.15,107044,107044
FREP-308297-J,main_R0c,旧H0截尾→完整有效尾部,223.01666666666668,100574,100574
FREP-308325-Z,main_R0c,旧H0截尾→完整有效尾部,315.51666666666665,107061,107061
FREP-308618-G,main_R0c,旧H0截尾→完整有效尾部,573.7,230825,230825
FREP-309162-Z,main_R0c,旧H0截尾→完整有效尾部,447.46666666666664,100667,100667
FREP-309188-Z,main_R0c,旧H0截尾→完整有效尾部,565.65,230955,230955
FREP-310345-Z,main_R0c,旧H0截尾→完整有效尾部,214.9,231275,231275
FREP-310353-J,main_R0c,旧H0截尾→完整有效尾部,218.86666666666667,9131,9131
FREP-310567-Z,main_R0c,旧H0截尾→完整有效尾部,916.2,94218,94218
FREP-311484-J,main_R0c,旧H0截尾→完整有效尾部,801.35,231529,231529
FREP-312151-J,main_R0c,旧H0截尾→完整有效尾部,361.05,94256,94256
FREP-312264-G,main_R0c,旧H0截尾→完整有效尾部,250.03333333333333,62481,62481
FREP-312930-Z,main_R0c,旧H0截尾→完整有效尾部,211.91666666666666,62610,29800
FREP-313257-Z,main_R0c,旧H0截尾→完整有效尾部,242.68333333333334,62665,62665
FREP-313296-Z,main_R0c,旧H0截尾→完整有效尾部,3502.4166666666665,62669,62669
FREP-313381-J,main_R0c,旧H0截尾→完整有效尾部,217.1,210096,210096
FREP-314434-J,main_R0c,旧H0截尾→完整有效尾部,240.26666666666668,62833,62833
FREP-314654-J,main_R0c,旧H0截尾→完整有效尾部,248.16666666666666,9472,9472
FREP-314802-Z,main_R0c,旧H0截尾→完整有效尾部,1017.9833333333333,30102,30102
FREP-315081-G,main_R0c,旧H0截尾→完整有效尾部,222.91666666666666,30145,30145
FREP-315143-J,main_R0c,旧H0截尾→完整有效尾部,1436.6166666666666,135524,135524
FREP-315203-J,main_R0c,旧H0截尾→完整有效尾部,218.63333333333333,137654,135566
FREP-316114-G,main_R0c,旧H0截尾→完整有效尾部,289.3333333333333,118328,118328
FREP-316222-J,main_R0c,旧H0截尾→完整有效尾部,222.78333333333333,144545,144545
FREP-316452-Z,main_R0c,旧H0截尾→完整有效尾部,4558.75,20640,20640
FREP-316768-Z,main_R0c,旧H0截尾→完整有效尾部,526.7833333333333,166081,166081
FREP-317034-Z,main_R0c,旧H0截尾→完整有效尾部,229.8,218717,218717
FREP-317425-Z,main_R0c,旧H0截尾→完整有效尾部,1767.6666666666667,9852,9852
FREP-317648-Z,main_R0c,旧H0截尾→完整有效尾部,946.8833333333333,144945,144945
FREP-317925-J,main_R0c,旧H0截尾→完整有效尾部,220.2,108088,108088
FREP-318246-J,main_R0c,旧H0截尾→完整有效尾部,227.35,218761,218761
FREP-318462-G,main_R0c,旧H0截尾→完整有效尾部,197.5,20871,20871
FREP-318552-J,main_R0c,旧H0截尾→完整有效尾部,194.95,195496,195496
FREP-318709-Z,main_R0c,旧H0截尾→完整有效尾部,262.2,218955,218955
FREP-318796-G,main_R0c,旧H0截尾→完整有效尾部,1981.8333333333333,77415,77415
FREP-318816-Z,main_R0c,旧H0截尾→完整有效尾部,583.6666666666666,195567,195567
FREP-318850-G,main_R0c,旧H0截尾→完整有效尾部,323.1666666666667,195548,195548
FREP-318996-G,main_R0c,旧H0截尾→完整有效尾部,291.05,77466,77466
FREP-319032-J,main_R0c,旧H0截尾→完整有效尾部,193.65,219023,219023
