Incident Reference,Spatial Coordinates,Cause Code,licence_area,regulatory_year,substation,SiteFunctionalLocation
FREP-51598-C,1,1,1,1,1,1
FREP-51666-C,1,1,1,1,1,1
FREP-51672-C,1,1,1,1,1,1
FREP-51675-C,1,1,1,1,1,1
FREP-51699-C,1,1,1,1,1,1
FREP-51704-C,1,1,1,1,1,1
FREP-51711-C,1,1,1,1,1,1
FREP-51730-C,1,1,1,1,1,1
FREP-51853-C,1,1,1,1,1,1
FREP-51868-C,1,1,1,1,1,1
FREP-51874-C,1,1,1,1,1,1
FREP-51941-C,1,1,1,1,1,1
FREP-52009-C,1,1,1,1,1,1
FREP-52079-C,1,1,1,1,1,1
FREP-52119-C,1,1,1,1,1,1
FREP-52127-C,1,1,1,1,1,1
FREP-52180-C,1,1,1,1,1,1
FREP-5221-I,1,1,1,1,1,1
FREP-52286-C,1,1,1,1,1,1
FREP-5229-I,1,1,1,1,1,1
FREP-52302-C,1,1,1,1,1,1
FREP-52321-C,1,1,1,1,1,1
FREP-52415-C,1,1,1,1,1,1
FREP-52426-C,1,1,1,1,1,1
FREP-52434-C,1,1,1,1,1,1
FREP-52478-C,1,1,1,1,1,1
FREP-52494-C,1,1,1,1,1,1
FREP-52551-C,1,1,1,1,1,1
FREP-5258-I,1,1,1,1,1,1
FREP-52580-C,1,1,1,1,1,1
FREP-52598-C,1,1,1,1,1,1
FREP-52629-C,1,1,1,1,1,1
FREP-52633-C,1,1,1,1,1,1
FREP-52651-C,1,1,1,1,1,1
FREP-52664-C,1,1,1,1,1,1
FREP-52697-C,1,1,1,1,1,1
FREP-52701-C,1,1,1,1,1,1
FREP-52712-C,1,1,1,1,1,1
FREP-52790-C,1,1,1,1,1,1
FREP-52818-C,1,1,1,1,1,1
FREP-52842-C,1,1,1,1,1,1
FREP-52866-C,1,1,1,1,1,1
FREP-52885-C,1,1,1,1,1,1
FREP-52892-C,1,1,1,1,1,1
FREP-52919-C,1,1,1,1,1,1
FREP-52992-C,1,1,1,1,1,1
FREP-53004-C,1,1,1,1,1,1
FREP-53008-C,1,1,1,1,1,1
FREP-53036-C,1,1,1,1,1,1
FREP-53054-C,1,1,1,1,1,1
FREP-53089-C,1,1,1,1,1,1
FREP-5314-I,1,1,1,1,1,1
FREP-53286-C,1,1,1,1,1,1
FREP-53295-C,1,1,1,1,1,1
FREP-53343-C,1,1,1,1,1,1
FREP-53347-C,1,1,1,1,1,1
FREP-53359-C,1,1,1,1,1,1
FREP-53415-C,1,1,1,1,1,1
FREP-53422-C,1,1,1,1,1,1
FREP-53430-C,1,1,1,1,1,1
FREP-53437-C,1,1,1,1,1,1
FREP-53444-C,1,1,1,1,1,1
FREP-53450-C,1,1,1,1,1,1
FREP-53455-C,1,1,1,1,1,1
FREP-53470-C,1,1,1,1,1,1
FREP-53493-C,1,1,1,1,1,1
FREP-53512-C,1,1,1,1,1,1
FREP-53617-C,1,1,1,1,1,1
FREP-53655-C,1,1,1,1,1,1
FREP-53744-C,1,1,1,1,1,1
FREP-53752-C,1,1,1,1,1,1
FREP-53822-C,1,1,1,1,1,1
FREP-53830-C,1,1,1,1,1,1
FREP-53848-C,1,1,1,1,1,1
FREP-53939-C,1,1,1,1,1,1
FREP-53940-C,1,1,1,1,1,1
FREP-53949-C,1,1,1,1,1,1
FREP-53962-C,1,1,1,1,1,1
FREP-53977-C,1,1,1,1,1,1
FREP-53979-C,1,1,1,1,1,1
FREP-53993-C,1,1,1,1,1,1
FREP-54008-C,1,1,1,1,1,1
FREP-54025-C,1,1,1,1,1,1
FREP-54090-C,1,1,1,1,1,1
FREP-54142-C,1,1,1,1,1,1
FREP-54167-C,1,1,1,1,1,1
FREP-54198-C,1,1,1,1,1,1
FREP-54223-C,1,1,1,1,1,1
FREP-54226-C,1,1,1,1,1,1
FREP-54261-C,1,1,1,1,1,1
FREP-54301-C,1,1,1,1,1,1
FREP-54342-C,1,1,1,1,1,1
FREP-54412-C,1,1,1,1,1,1
FREP-54430-C,1,1,1,1,1,1
FREP-54458-C,1,1,1,1,1,1
FREP-54459-C,1,1,1,1,1,1
FREP-54468-C,1,1,1,1,1,1
FREP-54473-C,1,1,1,1,1,1
FREP-5450-I,1,1,1,1,1,1
FREP-54534-C,1,1,1,1,1,1
FREP-54537-C,1,1,1,1,1,1
FREP-54545-C,1,1,1,1,1,1
FREP-54573-C,1,1,1,1,1,1
FREP-54575-C,1,1,1,1,1,1
FREP-54618-C,1,1,1,1,1,1
FREP-54638-C,1,1,1,1,1,1
FREP-54643-C,1,1,1,1,1,1
FREP-5465-I,1,1,1,1,1,1
FREP-5466-I,1,1,1,1,1,1
FREP-5467-I,1,1,1,1,1,1
FREP-54680-C,1,1,1,1,1,1
FREP-54688-C,1,1,1,1,1,1
FREP-5471-I,1,1,1,1,1,1
FREP-54728-C,1,1,1,1,1,1
FREP-54778-C,1,1,1,1,1,1
FREP-5479-I,1,1,1,1,1,1
FREP-54790-C,1,1,1,1,1,1
FREP-54806-C,1,1,1,1,1,1
FREP-5481-I,1,1,1,1,1,1
FREP-54810-C,1,1,1,1,1,1
FREP-54860-C,1,1,1,1,1,1
FREP-54888-C,1,1,1,1,1,1
FREP-54898-C,1,1,1,1,1,1
FREP-5491-I,1,1,1,1,1,1
FREP-54937-C,1,1,1,1,1,1
FREP-5497-I,1,1,1,1,1,1
FREP-5500-I,1,1,1,1,1,1
FREP-55012-C,1,1,1,1,1,1
FREP-55052-C,1,1,1,1,1,1
FREP-5506-I,1,1,1,1,1,1
FREP-55103-C,1,1,1,1,1,1
FREP-55119-C,1,1,1,1,1,1
FREP-55180-C,1,1,1,1,1,1
FREP-55267-C,1,1,1,1,1,1
FREP-5529-I,1,1,1,1,1,1
FREP-55291-C,1,1,1,1,1,1
FREP-55306-C,1,1,1,1,1,1
FREP-55366-C,1,1,1,1,1,1
FREP-55407-C,1,1,1,1,1,1
FREP-55436-C,1,1,1,1,1,1
FREP-55482-C,1,1,1,1,1,1
FREP-55488-C,1,1,1,1,1,1
FREP-55523-C,1,1,1,1,1,1
FREP-55529-C,1,1,1,1,1,1
FREP-55542-C,1,1,1,1,1,1
FREP-55543-C,1,1,1,1,1,1
FREP-55553-C,1,1,1,1,1,1
FREP-55563-C,1,1,1,1,1,1
FREP-55569-C,1,1,1,1,1,1
FREP-55574-C,1,1,1,1,1,1
FREP-55596-C,1,1,1,1,1,1
FREP-55609-C,1,1,1,1,1,1
FREP-55696-C,1,1,1,1,1,1
FREP-5576-I,1,1,1,1,1,1
FREP-55778-C,1,1,1,1,1,1
FREP-55789-C,1,1,1,1,1,1
FREP-55802-C,1,1,1,1,1,1
FREP-55806-C,1,1,1,1,1,1
FREP-55899-C,1,1,1,1,1,1
FREP-55931-C,1,1,1,1,1,1
FREP-55936-C,1,1,1,1,1,1
FREP-55939-C,1,1,1,1,1,1
FREP-55950-C,1,1,1,1,1,1
FREP-55982-C,1,1,1,1,1,1
FREP-56046-C,1,1,1,1,1,1
FREP-56052-C,1,1,1,1,1,1
FREP-56088-C,1,1,1,1,1,1
FREP-56130-C,1,1,1,1,1,1
FREP-56184-C,1,1,1,1,1,1
FREP-56192-C,1,1,1,1,1,1
FREP-56212-C,1,1,1,1,1,1
FREP-56217-V,1,1,1,1,1,1
FREP-56272-C,1,1,1,1,1,1
FREP-56318-V,1,1,1,1,1,1
FREP-56327-C,1,1,1,1,1,1
FREP-56343-C,1,1,1,1,1,1
FREP-56392-C,1,1,1,1,1,1
FREP-56397-C,1,1,1,1,1,1
FREP-56407-V,1,1,1,1,1,1
FREP-56441-V,1,1,1,1,1,1
FREP-56449-C,1,1,1,1,1,1
FREP-56455-C,1,1,1,1,1,1
FREP-56550-C,1,1,1,1,1,1
FREP-56572-V,1,1,1,1,1,1
FREP-56578-C,1,1,1,1,1,1
FREP-56579-C,1,1,1,1,1,1
FREP-56652-C,1,1,1,1,1,1
FREP-56655-C,1,1,1,1,1,1
FREP-56657-C,1,1,1,1,1,1
FREP-56661-C,1,1,1,1,1,1
FREP-56708-C,1,1,1,1,1,1
FREP-56727-V,1,1,1,1,1,1
FREP-56760-V,1,1,1,1,1,1
FREP-56768-V,1,1,1,1,1,1
FREP-56783-V,1,1,1,1,1,1
FREP-56784-C,1,1,1,1,1,1
FREP-56814-V,1,1,1,1,1,1
FREP-56858-V,1,1,1,1,1,1
FREP-56882-V,1,1,1,1,1,1
FREP-56890-V,1,1,1,1,1,1
FREP-56896-V,1,1,1,1,1,1
FREP-56899-C,1,1,1,1,1,1
FREP-56909-C,1,1,1,1,1,1
FREP-56910-C,1,1,1,1,1,1
FREP-56971-V,1,1,1,1,1,1
FREP-56977-V,1,1,1,1,1,1
FREP-57032-C,1,1,1,1,1,1
FREP-57047-C,1,1,1,1,1,1
FREP-57069-C,1,1,1,1,1,1
FREP-57073-C,1,1,1,1,1,1
FREP-57087-C,1,1,1,1,1,1
FREP-57095-C,1,1,1,1,1,1
FREP-57131-C,1,1,1,1,1,1
FREP-57135-V,1,1,1,1,1,1
FREP-57137-C,1,1,1,1,1,1
FREP-57142-V,1,1,1,1,1,1
FREP-57166-C,1,1,1,1,1,1
FREP-57167-C,1,1,1,1,1,1
FREP-57183-V,1,1,1,1,1,1
FREP-57205-C,1,1,1,1,1,1
FREP-57211-V,1,1,1,1,1,1
FREP-57216-C,1,1,1,1,1,1
FREP-57223-V,1,1,1,1,1,1
FREP-57229-C,1,1,1,1,1,1
FREP-57231-C,1,1,1,1,1,1
FREP-57241-C,1,1,1,1,1,1
FREP-57241-V,1,1,1,1,1,1
FREP-57269-C,1,1,1,1,1,1
FREP-57298-C,1,1,1,1,1,1
FREP-57317-C,1,1,1,1,1,1
FREP-57318-C,1,1,1,1,1,1
FREP-57340-V,1,1,1,1,1,1
FREP-57401-C,1,1,1,1,1,1
FREP-57411-C,1,1,1,1,1,1
FREP-57430-C,1,1,1,1,1,1
FREP-57438-C,1,1,1,1,1,1
FREP-57469-C,1,1,1,1,1,1
FREP-57480-V,1,1,1,1,1,1
FREP-57501-C,1,1,1,1,1,1
FREP-57520-C,1,1,1,1,1,1
FREP-57524-C,1,1,1,1,1,1
FREP-57528-V,1,1,1,1,1,1
FREP-57539-V,1,1,1,1,1,1
FREP-57547-C,1,1,1,1,1,1
FREP-57580-C,1,1,1,1,1,1
FREP-57605-C,1,1,1,1,1,1
FREP-57618-V,1,1,1,1,1,1
FREP-57638-V,1,1,1,1,1,1
FREP-57639-C,1,1,1,1,1,1
FREP-57656-C,1,1,1,1,1,1
FREP-57656-V,1,1,1,1,1,1
FREP-57663-C,1,1,1,1,1,1
FREP-57738-C,1,1,1,1,1,1
FREP-57787-V,1,1,1,1,1,1
FREP-57814-C,1,1,1,1,1,1
FREP-57823-C,1,1,1,1,1,1
FREP-57827-C,1,1,1,1,1,1
FREP-57831-V,1,1,1,1,1,1
FREP-57839-V,1,1,1,1,1,1
FREP-57893-C,1,1,1,1,1,1
FREP-57893-V,1,1,1,1,1,1
FREP-57903-V,1,1,1,1,1,1
FREP-57971-C,1,1,1,1,1,1
FREP-57978-C,1,1,1,1,1,1
FREP-57981-C,1,1,1,1,1,1
FREP-57988-V,1,1,1,1,1,1
FREP-57994-C,1,1,1,1,1,1
FREP-58005-C,1,1,1,1,1,1
FREP-58012-C,1,1,1,1,1,1
FREP-58014-C,1,1,1,1,1,1
FREP-58025-C,1,1,1,1,1,1
FREP-58026-V,1,1,1,1,1,1
FREP-58043-V,1,1,1,1,1,1
FREP-58055-C,1,1,1,1,1,1
FREP-58055-V,1,1,1,1,1,1
FREP-58066-V,1,1,1,1,1,1
FREP-58067-V,1,1,1,1,1,1
FREP-58074-C,1,1,1,1,1,1
FREP-58076-V,1,1,1,1,1,1
FREP-58084-V,1,1,1,1,1,1
FREP-58091-V,1,1,1,1,1,1
FREP-58095-C,1,1,1,1,1,1
FREP-58112-V,1,1,1,1,1,1
FREP-58119-C,1,1,1,1,1,1
FREP-58127-V,1,1,1,1,1,1
FREP-58135-V,1,1,1,1,1,1
FREP-58138-V,1,1,1,1,1,1
FREP-58151-C,1,1,1,1,1,1
FREP-58176-C,1,1,1,1,1,1
FREP-58178-C,1,1,1,1,1,1
FREP-58188-C,1,1,1,1,1,1
FREP-58241-V,1,1,1,1,1,1
FREP-58242-C,1,1,1,1,1,1
FREP-58249-V,1,1,1,1,1,1
FREP-58252-C,1,1,1,1,1,1
FREP-58274-V,1,1,1,1,1,1
FREP-58302-V,1,1,1,1,1,1
FREP-58310-C,1,1,1,1,1,1
FREP-58335-C,1,1,1,1,1,1
FREP-58340-V,1,1,1,1,1,1
FREP-58341-C,1,1,1,1,1,1
FREP-58362-V,1,1,1,1,1,1
FREP-58391-C,1,1,1,1,1,1
FREP-58399-C,1,1,1,1,1,1
FREP-58400-C,1,1,1,1,1,1
FREP-58424-V,1,1,1,1,1,1
FREP-58448-C,1,1,1,1,1,1
FREP-58463-V,1,1,1,1,1,1
FREP-58469-V,1,1,1,1,1,1
FREP-58486-V,1,1,1,1,1,1
FREP-58497-C,1,1,1,1,1,1
FREP-58569-V,1,1,1,1,1,1
FREP-58570-V,1,1,1,1,1,1
FREP-58590-V,1,1,1,1,1,1
FREP-58599-C,1,1,1,1,1,1
FREP-58605-C,1,1,1,1,1,1
FREP-58648-C,1,1,1,1,1,1
FREP-58661-V,1,1,1,1,1,1
FREP-58667-V,1,1,1,1,1,1
FREP-58669-V,1,1,1,1,1,1
FREP-58695-V,1,1,1,1,1,1
FREP-58700-V,1,1,1,1,1,1
FREP-58701-C,1,1,1,1,1,1
FREP-58728-V,1,1,1,1,1,1
FREP-58729-C,1,1,1,1,1,1
FREP-58745-V,1,1,1,1,1,1
FREP-58749-C,1,1,1,1,1,1
FREP-58757-V,1,1,1,1,1,1
FREP-58758-C,1,1,1,1,1,1
FREP-58763-C,1,1,1,1,1,1
FREP-58769-C,1,1,1,1,1,1
FREP-58784-C,1,1,1,1,1,1
FREP-58785-C,1,1,1,1,1,1
FREP-58792-C,1,1,1,1,1,1
FREP-58812-C,1,1,1,1,1,1
FREP-58838-V,1,1,1,1,1,1
FREP-58864-V,1,1,1,1,1,1
FREP-58866-V,1,1,1,1,1,1
FREP-58886-C,1,1,1,1,1,1
FREP-58893-C,1,1,1,1,1,1
FREP-58906-C,1,1,1,1,1,1
FREP-58941-C,1,1,1,1,1,1
FREP-58949-C,1,1,1,1,1,1
FREP-58977-C,1,1,1,1,1,1
FREP-58987-C,1,1,1,1,1,1
FREP-59036-C,1,1,1,1,1,1
FREP-59039-C,1,1,1,1,1,1
FREP-59069-C,1,1,1,1,1,1
FREP-59102-C,1,1,1,1,1,1
FREP-59103-V,1,1,1,1,1,1
FREP-59114-V,1,1,1,1,1,1
FREP-59115-V,1,1,1,1,1,1
FREP-59121-V,1,1,1,1,1,1
FREP-59133-C,1,1,1,1,1,1
FREP-59182-C,1,1,1,1,1,1
FREP-59193-V,1,1,1,1,1,1
FREP-59255-V,1,1,1,1,1,1
FREP-59264-V,1,1,1,1,1,1
FREP-59303-V,1,1,1,1,1,1
FREP-59317-C,1,1,1,1,1,1
FREP-59353-V,1,1,1,1,1,1
FREP-59367-V,1,1,1,1,1,1
FREP-59411-V,1,1,1,1,1,1
FREP-59417-V,1,1,1,1,1,1
FREP-59430-V,1,1,1,1,1,1
FREP-59432-C,1,1,1,1,1,1
FREP-59464-C,1,1,1,1,1,1
FREP-59486-V,1,1,1,1,1,1
FREP-59562-V,1,1,1,1,1,1
FREP-59563-V,1,1,1,1,1,1
FREP-59617-C,1,1,1,1,1,1
FREP-59639-V,1,1,1,1,1,1
FREP-59667-C,1,1,1,1,1,1
FREP-59672-C,1,1,1,1,1,1
FREP-59702-V,1,1,1,1,1,1
FREP-59750-V,1,1,1,1,1,1
FREP-59765-V,1,1,1,1,1,1
FREP-59772-V,1,1,1,1,1,1
FREP-59776-V,1,1,1,1,1,1
FREP-59781-V,1,1,1,1,1,1
FREP-59782-C,1,1,1,1,1,1
FREP-59787-V,1,1,1,1,1,1
FREP-59800-C,1,1,1,1,1,1
FREP-59802-C,1,1,1,1,1,1
FREP-59817-V,1,1,1,1,1,1
FREP-59819-V,1,1,1,1,1,1
FREP-59861-V,1,1,1,1,1,1
FREP-59866-V,1,1,1,1,1,1
FREP-59874-V,1,1,1,1,1,1
FREP-59882-V,1,1,1,1,1,1
FREP-59884-V,1,1,1,1,1,1
FREP-59924-V,1,1,1,1,1,1
FREP-59958-C,1,1,1,1,1,1
FREP-59960-V,1,1,1,1,1,1
FREP-59980-V,1,1,1,1,1,1
FREP-59985-C,1,1,1,1,1,1
FREP-59987-V,1,1,1,1,1,1
FREP-60008-C,1,1,1,1,1,1
FREP-60020-C,1,1,1,1,1,1
FREP-60031-C,1,1,1,1,1,1
FREP-60051-C,1,1,1,1,1,1
FREP-60180-V,1,1,1,1,1,1
FREP-60223-V,1,1,1,1,1,1
FREP-60262-C,1,1,1,1,1,1
FREP-60275-C,1,1,1,1,1,1
FREP-60295-C,1,1,1,1,1,1
FREP-60318-C,1,1,1,1,1,1
FREP-60328-C,1,1,1,1,1,1
FREP-60328-V,1,1,1,1,1,1
FREP-60331-V,1,1,1,1,1,1
FREP-60334-C,1,1,1,1,1,1
FREP-60337-C,1,1,1,1,1,1
FREP-60381-V,1,1,1,1,1,1
FREP-60384-V,1,1,1,1,1,1
FREP-60389-V,1,1,1,1,1,1
FREP-60390-C,1,1,1,1,1,1
FREP-60440-C,1,1,1,1,1,1
FREP-60463-C,1,1,1,1,1,1
FREP-60473-C,1,1,1,1,1,1
FREP-60523-C,1,1,1,1,1,1
FREP-60556-V,1,1,1,1,1,1
FREP-60558-V,1,1,1,1,1,1
FREP-60575-V,1,1,1,1,1,1
FREP-60581-V,1,1,1,1,1,1
FREP-60588-C,1,1,1,1,1,1
FREP-6059-I,1,1,1,1,1,1
FREP-60612-V,1,1,1,1,1,1
FREP-60615-V,1,1,1,1,1,1
FREP-60621-C,1,1,1,1,1,1
FREP-60622-V,1,1,1,1,1,1
FREP-60645-C,1,1,1,1,1,1
FREP-60646-C,1,1,1,1,1,1
FREP-60662-C,1,1,1,1,1,1
FREP-60676-C,1,1,1,1,1,1
FREP-60682-C,1,1,1,1,1,1
FREP-60698-C,1,1,1,1,1,1
FREP-60701-C,1,1,1,1,1,1
FREP-60721-C,1,1,1,1,1,1
FREP-60726-C,1,1,1,1,1,1
FREP-60743-C,1,1,1,1,1,1
FREP-60746-C,1,1,1,1,1,1
FREP-60758-V,1,1,1,1,1,1
FREP-60760-C,1,1,1,1,1,1
FREP-60765-C,1,1,1,1,1,1
FREP-60770-C,1,1,1,1,1,1
FREP-60775-C,1,1,1,1,1,1
FREP-60777-C,1,1,1,1,1,1
FREP-6083-I,1,1,1,1,1,1
FREP-60864-V,1,1,1,1,1,1
FREP-6087-I,1,1,1,1,1,1
FREP-60886-C,1,1,1,1,1,1
FREP-6094-I,1,1,1,1,1,1
FREP-6095-I,1,1,1,1,1,1
FREP-60959-C,1,1,1,1,1,1
FREP-60961-C,1,1,1,1,1,1
FREP-60969-C,1,1,1,1,1,1
FREP-60977-V,1,1,1,1,1,1
FREP-60989-C,1,1,1,1,1,1
FREP-60993-C,1,1,1,1,1,1
FREP-61009-C,1,1,1,1,1,1
FREP-61011-C,1,1,1,1,1,1
FREP-61024-C,1,1,1,1,1,1
FREP-61052-V,1,1,1,1,1,1
FREP-61054-V,1,1,1,1,1,1
FREP-61061-V,1,1,1,1,1,1
FREP-6107-I,1,1,1,1,1,1
FREP-61107-V,1,1,1,1,1,1
FREP-61135-V,1,1,1,1,1,1
FREP-61137-V,1,1,1,1,1,1
FREP-61162-C,1,1,1,1,1,1
FREP-61204-C,1,1,1,1,1,1
FREP-61207-V,1,1,1,1,1,1
FREP-61209-V,1,1,1,1,1,1
FREP-61231-V,1,1,1,1,1,1
FREP-61235-V,1,1,1,1,1,1
FREP-61242-V,1,1,1,1,1,1
FREP-61248-C,1,1,1,1,1,1
FREP-61288-V,1,1,1,1,1,1
FREP-61301-V,1,1,1,1,1,1
FREP-61304-V,1,1,1,1,1,1
FREP-61314-C,1,1,1,1,1,1
FREP-61316-V,1,1,1,1,1,1
FREP-61336-V,1,1,1,1,1,1
FREP-61348-V,1,1,1,1,1,1
FREP-61353-C,1,1,1,1,1,1
FREP-61368-C,1,1,1,1,1,1
FREP-61444-V,1,1,1,1,1,1
FREP-61459-C,1,1,1,1,1,1
FREP-61504-V,1,1,1,1,1,1
FREP-61521-V,1,1,1,1,1,1
FREP-61523-V,1,1,1,1,1,1
FREP-61536-C,1,1,1,1,1,1
FREP-61536-V,1,1,1,1,1,1
FREP-61540-C,1,1,1,1,1,1
FREP-61541-V,1,1,1,1,1,1
FREP-61545-C,1,1,1,1,1,1
FREP-61584-V,1,1,1,1,1,1
FREP-61610-V,1,1,1,1,1,1
FREP-61614-V,1,1,1,1,1,1
FREP-6165-I,1,1,1,1,1,1
FREP-61669-C,1,1,1,1,1,1
FREP-61671-C,1,1,1,1,1,1
FREP-61693-V,1,1,1,1,1,1
FREP-61698-C,1,1,1,1,1,1
FREP-61725-V,1,1,1,1,1,1
FREP-61734-V,1,1,1,1,1,1
FREP-61737-V,1,1,1,1,1,1
FREP-61770-C,1,1,1,1,1,1
FREP-61804-V,1,1,1,1,1,1
FREP-61849-C,1,1,1,1,1,1
FREP-61897-V,1,1,1,1,1,1
FREP-61914-V,1,1,1,1,1,1
FREP-61924-V,1,1,1,1,1,1
FREP-61950-V,1,1,1,1,1,1
FREP-61969-V,1,1,1,1,1,1
FREP-61981-V,1,1,1,1,1,1
FREP-62000-C,1,1,1,1,1,1
FREP-62031-V,1,1,1,1,1,1
FREP-62034-C,1,1,1,1,1,1
FREP-62035-C,1,1,1,1,1,1
FREP-62037-C,1,1,1,1,1,1
FREP-62041-C,1,1,1,1,1,1
FREP-62141-V,1,1,1,1,1,1
FREP-62157-C,1,1,1,1,1,1
FREP-62158-C,1,1,1,1,1,1
FREP-62164-C,1,1,1,1,1,1
FREP-6225-I,1,1,1,1,1,1
FREP-6227-I,1,1,1,1,1,1
FREP-62284-C,1,1,1,1,1,1
FREP-62291-C,1,1,1,1,1,1
FREP-62308-V,1,1,1,1,1,1
FREP-62343-V,1,1,1,1,1,1
FREP-62376-C,1,1,1,1,1,1
FREP-62378-V,1,1,1,1,1,1
FREP-62398-V,1,1,1,1,1,1
FREP-62405-C,1,1,1,1,1,1
FREP-62414-V,1,1,1,1,1,1
FREP-6244-I,1,1,1,1,1,1
FREP-62457-C,1,1,1,1,1,1
FREP-62471-V,1,1,1,1,1,1
FREP-62486-V,1,1,1,1,1,1
FREP-62528-V,1,1,1,1,1,1
FREP-62568-C,1,1,1,1,1,1
FREP-62573-V,1,1,1,1,1,1
FREP-62632-V,1,1,1,1,1,1
FREP-62669-C,1,1,1,1,1,1
FREP-62671-V,1,1,1,1,1,1
FREP-62685-C,1,1,1,1,1,1
FREP-62689-C,1,1,1,1,1,1
FREP-62707-V,1,1,1,1,1,1
FREP-62738-C,1,1,1,1,1,1
FREP-62745-C,1,1,1,1,1,1
FREP-62764-V,1,1,1,1,1,1
FREP-62799-V,1,1,1,1,1,1
FREP-62803-C,1,1,1,1,1,1
FREP-62814-C,1,1,1,1,1,1
FREP-62826-V,1,1,1,1,1,1
FREP-62831-C,1,1,1,1,1,1
FREP-62916-C,1,1,1,1,1,1
FREP-62941-V,1,1,1,1,1,1
FREP-62957-C,1,1,1,1,1,1
FREP-62957-V,1,1,1,1,1,1
FREP-6298-I,1,1,1,1,1,1
FREP-62982-C,1,1,1,1,1,1
FREP-62983-V,1,1,1,1,1,1
FREP-63008-V,1,1,1,1,1,1
FREP-63029-V,1,1,1,1,1,1
FREP-63033-V,1,1,1,1,1,1
FREP-63035-V,1,1,1,1,1,1
FREP-63070-C,1,1,1,1,1,1
FREP-63071-V,1,1,1,1,1,1
FREP-63127-C,1,1,1,1,1,1
FREP-63155-N,1,1,1,1,1,1
FREP-63166-V,1,1,1,1,1,1
FREP-63181-V,1,1,1,1,1,1
FREP-63182-V,1,1,1,1,1,1
FREP-63187-V,1,1,1,1,1,1
FREP-63204-C,1,1,1,1,1,1
FREP-63221-C,1,1,1,1,1,1
FREP-6326-I,1,1,1,1,1,1
FREP-63276-C,1,1,1,1,1,1
FREP-63279-C,1,1,1,1,1,1
FREP-63320-V,1,1,1,1,1,1
FREP-63337-V,1,1,1,1,1,1
FREP-63357-V,1,1,1,1,1,1
FREP-63366-V,1,1,1,1,1,1
FREP-63369-V,1,1,1,1,1,1
FREP-63390-V,1,1,1,1,1,1
FREP-63430-V,1,1,1,1,1,1
FREP-63456-V,1,1,1,1,1,1
FREP-63536-C,1,1,1,1,1,1
FREP-63542-V,1,1,1,1,1,1
FREP-63577-C,1,1,1,1,1,1
FREP-63593-C,1,1,1,1,1,1
FREP-63609-C,1,1,1,1,1,1
FREP-63611-C,1,1,1,1,1,1
FREP-63614-C,1,1,1,1,1,1
FREP-63770-N,1,1,1,1,1,1
FREP-63801-C,1,1,1,1,1,1
FREP-63826-V,1,1,1,1,1,1
FREP-63850-V,1,1,1,1,1,1
FREP-63853-V,1,1,1,1,1,1
FREP-63855-V,1,1,1,1,1,1
FREP-63876-V,1,1,1,1,1,1
FREP-63885-V,1,1,1,1,1,1
FREP-63899-V,1,1,1,1,1,1
FREP-63909-C,1,1,1,1,1,1
FREP-63919-V,1,1,1,1,1,1
FREP-63929-V,1,1,1,1,1,1
FREP-63959-C,1,1,1,1,1,1
FREP-6398-I,1,1,1,1,1,1
FREP-64015-V,1,1,1,1,1,1
FREP-64040-V,1,1,1,1,1,1
FREP-64053-V,1,1,1,1,1,1
FREP-6407-I,1,1,1,1,1,1
FREP-64084-V,1,1,1,1,1,1
FREP-64117-C,1,1,1,1,1,1
FREP-6412-I,1,1,1,1,1,1
FREP-6413-I,1,1,1,1,1,1
FREP-6415-I,1,1,1,1,1,1
FREP-64163-C,1,1,1,1,1,1
FREP-64168-C,1,1,1,1,1,1
FREP-6417-I,1,1,1,1,1,1
FREP-64170-V,1,1,1,1,1,1
FREP-64175-C,1,1,1,1,1,1
FREP-64185-C,1,1,1,1,1,1
FREP-6422-I,1,1,1,1,1,1
FREP-64224-V,1,1,1,1,1,1
FREP-64234-V,1,1,1,1,1,1
FREP-6424-I,1,1,1,1,1,1
FREP-64274-C,1,1,1,1,1,1
FREP-6428-I,1,1,1,1,1,1
FREP-64294-C,1,1,1,1,1,1
FREP-64306-C,1,1,1,1,1,1
FREP-64311-C,1,1,1,1,1,1
FREP-64328-V,1,1,1,1,1,1
FREP-64349-C,1,1,1,1,1,1
FREP-64358-V,1,1,1,1,1,1
FREP-64374-V,1,1,1,1,1,1
FREP-64380-V,1,1,1,1,1,1
FREP-64405-V,1,1,1,1,1,1
FREP-64409-V,1,1,1,1,1,1
FREP-64412-C,1,1,1,1,1,1
FREP-64415-C,1,1,1,1,1,1
FREP-64438-C,1,1,1,1,1,1
FREP-64448-C,1,1,1,1,1,1
FREP-64462-V,1,1,1,1,1,1
FREP-64465-V,1,1,1,1,1,1
FREP-64470-C,1,1,1,1,1,1
FREP-64470-V,1,1,1,1,1,1
FREP-64472-V,1,1,1,1,1,1
FREP-64473-C,1,1,1,1,1,1
FREP-64476-V,1,1,1,1,1,1
FREP-64488-C,1,1,1,1,1,1
FREP-64492-V,1,1,1,1,1,1
FREP-64502-C,1,1,1,1,1,1
FREP-64502-V,1,1,1,1,1,1
FREP-64503-C,1,1,1,1,1,1
FREP-6452-I,1,1,1,1,1,1
FREP-64523-V,1,1,1,1,1,1
FREP-64534-V,1,1,1,1,1,1
FREP-64535-C,1,1,1,1,1,1
FREP-64586-C,1,1,1,1,1,1
FREP-64603-C,1,1,1,1,1,1
