model,gust_ms,gust_z,predicted_level
R0c_gust_dose_response,21.304081644330708,2.158807260521864,10.707561666560025
R0c_gust_dose_response,21.820408173969813,2.2566604908136547,11.10681768946246
R0c_gust_dose_response,22.336734703608922,2.354513721105446,11.539719832624407
R0c_gust_dose_response,22.85306123324803,2.452366951397237,12.009016710156525
R0c_gust_dose_response,23.369387762887136,2.5502201816890273,12.517747757556155
R0c_gust_dose_response,23.885714292526245,2.648073411980819,13.069275269435021
R0c_gust_dose_response,24.402040822165354,2.74592664227261,13.667320452724626
R0c_gust_dose_response,24.918367351804463,2.8437798725644012,14.31600402558337
R0c_gust_dose_response,25.434693881443568,2.9416331028561915,15.01989196815071
R0c_gust_dose_response,25.951020411082677,3.0394863331479827,15.784047118644487
R0c_gust_dose_response,26.467346940721786,3.137339563439774,16.614087408902503
R0c_gust_dose_response,26.98367347036089,3.2351927937315645,17.516251649458027
R0c_gust_dose_response,27.5,3.3330460240233557,18.497473908099522
