Incident Reference,cause_group_official,customers_v2_event_excl_reinterruptions,duration_A_customer_weighted_hours,duration_B_full_span_hours,lat,lon,incident_date_utc,temperature_0h,pressure_msl_0h,gust_0h,precipitation_24h_sum,weather_status_v3,LAD21CD,population,rural_urban_classification,deprivation_gap_pct,morans_i,income_deprivation_rate,cv_fold_v3,urban_binary,log_population,incident_year,incident_month,log_duration_B_full_span_hours,log1p_customers_v2
FREP-13634-W,technical_asset,1.0,4.366666666666666,4.366666666666666,51.3775931642859,0.54051329034077,2021-09-05,21.39999961853028,1020.5999755859376,8.300000190734863,0.0,matched,E06000035,279903.0,Urban with City and Town,0.3849999999999999,0.39,0.134,4.0,1.0,12.542198393559719,2021,9,1.4739999415389962,0.6931471805599453
FREP-13646-W,weather_natural,181.0,2.660942760942761,10.7,50.9823414683587,0.0027766790657315,2021-09-08,17.75,1014.2000122070312,8.0,0.0,matched,E07000063,100166.0,Urban with Significant Rural (rural including hub towns 26-49%),0.225,0.36,0.099,0.0,1.0,11.514584088693098,2021,9,2.3702437414678603,5.204006687076795
FREP-14105-W,weather_natural,1016.0,5.127641076115485,5.233333333333333,51.0482500947197,0.168254198204291,2022-02-18,6.650000095367432,1000.9000244140624,21.700000762939453,6.200000286102295,matched,E07000065,163091.0,Mainly Rural (rural including hub towns >=80%) ,0.237,0.29,0.073,0.0,0.0,12.002063606215954,2022,2,1.6550484236861527,6.92461239604856
FREP-75613-C,technical_asset,1.0,6.35,6.35,51.5916342512394,0.692293405037379,2023-06-07,18.39999961853028,1022.2999877929688,10.399999618530272,0.0,matched,E07000075,88560.0,Urban with City and Town,0.2639999999999999,0.25,0.073,2.0,1.0,11.39143556738252,2023,6,1.8484548129046001,0.6931471805599453
FREP-13730-O,technical_asset,0.0,,1.0,51.7808147754037,0.110328154033663,2023-05-09,17.649999618530273,1008.7999877929688,6.099999904632568,12.399999618530272,matched,E07000073,96429.0,Urban with City and Town,0.207,0.31,0.134,3.0,1.0,11.476562265233921,2023,5,0.0,0.0
FREP-75706-C,technical_asset,3.0,13.533333333333331,27.3,51.888578735058,0.915219120540789,2023-06-12,22.799999237060547,1015.2000122070312,4.5,0.0,matched,E07000071,198497.0,Urban with Significant Rural (rural including hub towns 26-49%),0.287,0.34,0.099,0.0,1.0,12.198529265645048,2023,6,3.3068867021909143,1.3862943611198906
FREP-13765-O,technical_asset,35.0,2.621969696969697,3.883333333333333,51.5991240914575,0.164403426828368,2023-04-10,8.399999618530273,1009.4000244140624,13.399999618530272,9.5,matched,E09000016,270305.0,Urban with Major Conurbation,0.323,0.51,0.108,1.0,1.0,12.507306230058678,2023,4,1.3566938913435997,3.58351893845611
FREP-75759-C,weather_natural,86.0,4.34108527131783,4.633333333333334,51.8824042477402,0.572372304518029,2023-06-12,22.25,1015.2999877929688,5.199999809265137,0.3000000119209289,matched,E07000067,160494.0,Largely Rural (rural including hub towns 50-79%) ,0.195,0.15,0.092,0.0,0.0,11.98601183767587,2023,6,1.5332765514685365,4.465908118654584
FREP-75878-C,technical_asset,84.0,2.7894202898550726,27.916666666666668,51.8779379244362,0.930107723117814,2023-06-15,23.25,1020.2999877929688,8.300000190734863,0.0,matched,E07000071,198497.0,Urban with Significant Rural (rural including hub towns 26-49%),0.287,0.34,0.099,3.0,1.0,12.198529265645048,2023,6,3.3292238820370663,4.442651256490317
FREP-13848-O,technical_asset,1.0,6.333333333333333,6.333333333333333,52.6416637087557,1.32718019959499,2023-04-17,6.800000190734863,1027.699951171875,3.0,0.800000011920929,matched,E07000148,146404.0,Urban with City and Town,0.3289999999999999,0.26,0.163,1.0,1.0,11.89412520254047,2023,4,1.8458266904983307,0.6931471805599453
FREP-75928-C,technical_asset,63.0,2.709259259259259,14.0,51.8375956786903,1.25048220511355,2023-06-19,15.664999961853027,1009.0,9.100000381469728,14.299999237060549,matched,E07000076,154321.0,Largely Rural (rural including hub towns 50-79%) ,0.5249999999999999,0.49,0.173,4.0,0.0,11.946790127600087,2023,6,2.6390573296152584,4.1588830833596715
FREP-14172-W,weather_natural,419.0,6.684586720867209,97.63333333333334,51.0666275092411,0.322967186539106,2022-02-20,9.399999618530272,1010.2000122070312,14.800000190734863,4.5,matched,E07000065,163091.0,Mainly Rural (rural including hub towns >=80%) ,0.237,0.29,0.073,2.0,0.0,12.002063606215954,2022,2,4.581218965165578,6.040254711277414
FREP-75979-C,technical_asset,0.0,,1.0,51.5851553463128,-0.114771695980871,2023-06-23,24.450000762939453,1023.4000244140624,6.800000190734863,0.0,matched,E09000014,263362.0,Urban with Major Conurbation,0.411,0.65,0.17,0.0,1.0,12.481284790609685,2023,6,0.0,0.0
FREP-14043-W,technical_asset,1.0,3.983333333333333,3.983333333333333,51.0176463039151,0.727756668130625,2022-02-06,9.75,1004.7999877929688,19.5,3.1000001430511475,matched,E07000105,135818.0,Urban with Significant Rural (rural including hub towns 26-49%),0.291,0.34,0.11,3.0,1.0,11.819071033187548,2022,2,1.38211898970941,0.6931471805599453
FREP-76061-V,technical_asset,5.0,8.45,8.45,51.3988356323046,0.303460419871465,2022-01-07,4.599999904632568,1009.7000122070312,11.100000381469728,2.0,matched,E07000107,119042.0,Urban with Major Conurbation,0.2809999999999999,0.34,0.095,4.0,1.0,11.687231651001051,2022,1,2.134166441369082,1.791759469228055
FREP-14081-W,weather_natural,22.0,97.82121212121211,128.71666666666667,50.9490589725163,0.453212451572045,2022-02-18,8.649999618530273,996.2000122070312,29.600000381469727,5.800000190734863,matched,E07000064,94323.0,Largely Rural (rural including hub towns 50-79%) ,0.35,0.37,0.113,0.0,0.0,11.45448034132121,2022,2,4.857613606347163,3.1354942159291497
FREP-14113-W,weather_natural,31.0,44.712365591397855,129.68333333333334,51.3988356323046,0.303460419871465,2022-02-18,8.949999809265137,989.0,31.200000762939453,3.1000001430511475,matched,E07000107,119042.0,Urban with Major Conurbation,0.2809999999999999,0.34,0.095,0.0,1.0,11.687231651001051,2022,2,4.865095581394829,3.4657359027997265
FREP-14345-W,weather_natural,1070.0,21.69476635514019,45.9,51.1756619558011,0.490534373189508,2022-02-18,9.5,989.7999877929688,30.39999961853028,4.399999618530273,matched,E07000110,180144.0,Urban with Significant Rural (rural including hub towns 26-49%),0.297,0.32,0.095,0.0,1.0,12.101511810042911,2022,2,3.8264651170664994,6.976348070447749
FREP-239980-Z,technical_asset,45.0,2.8971014492753624,54.833333333333336,52.0372213814933,1.1280427759983,2021-06-01,12.149999618530272,1017.5,4.199999809265137,0.0,matched,E07000202,139638.0,Urban with City and Town,0.296,0.25,0.141,1.0,1.0,11.84680863857272,2021,6,4.004298281537317,3.828641396489095
FREP-14344-W,technical_asset,67.0,1.6166666666666667,1.6166666666666667,51.3126157196458,0.911552531759317,2022-04-11,14.649999618530272,1010.2000122070312,11.899999618530272,0.0,matched,E07000113,154508.0,Largely Rural (rural including hub towns 50-79%) ,0.407,0.43,0.149,1.0,0.0,11.948001153914678,2022,4,0.4803664162812822,4.219507705176107
FREP-239793-Z,technical_asset,1.0,4.216666666666667,4.216666666666667,51.8602325689789,0.994582802303325,2021-05-30,7.800000190734863,1029.4000244140625,4.5,0.0,matched,E07000076,148925.0,Largely Rural (rural including hub towns 50-79%) ,0.5249999999999999,0.49,0.173,3.0,0.0,11.911198102496888,2021,5,1.4390449265054195,0.6931471805599453
FREP-239800-Z,technical_asset,223.0,2.11068759342302,6.866666666666666,51.8824042477402,0.572372304518029,2021-05-30,9.149999618530272,1029.5,5.800000190734863,0.0,matched,E07000067,155693.0,Largely Rural (rural including hub towns 50-79%) ,0.195,0.15,0.092,3.0,0.0,11.955641398558386,2021,5,1.9266787871274256,5.4116460518550396
FREP-14193-O,technical_asset,1.0,14.683333333333334,14.683333333333334,51.5207224409198,0.204116187544777,2023-05-08,11.850000381469728,1020.7000122070312,5.400000095367432,0.6000000238418579,matched,E09000016,270305.0,Urban with Major Conurbation,0.323,0.51,0.108,0.0,1.0,12.507306230058678,2023,5,2.686713063714079,0.6931471805599453
FREP-240324-Z,technical_asset,35.0,3.1083333333333334,14.016666666666667,51.8824042477402,0.572372304518029,2021-06-02,22.350000381469727,1013.5,9.600000381469728,0.0,matched,E07000067,155693.0,Largely Rural (rural including hub towns 50-79%) ,0.195,0.15,0.092,4.0,0.0,11.955641398558386,2021,6,2.6402470977508474,3.58351893845611
FREP-14204-W,technical_asset,3.0,52.51666666666667,52.516666666666666,51.1081876089666,1.04230379821497,2022-02-21,5.449999809265137,1002.5999755859376,18.89999961853028,3.300000190734864,matched,E07000112,110372.0,Urban with Significant Rural (rural including hub towns 26-49%),0.3339999999999999,0.43,0.145,3.0,1.0,11.611611757468927,2022,2,3.961130579535174,1.3862943611198906
FREP-14235-O,technical_asset,1.0,1.7166666666666668,12.35,51.5936839201994,0.213552176370882,2023-05-12,11.649999618530272,1022.2000122070312,14.199999809265137,1.600000023841858,matched,E09000016,270305.0,Urban with Major Conurbation,0.323,0.51,0.108,4.0,1.0,12.507306230058678,2023,5,2.513656063073986,0.6931471805599453
FREP-14435-W,technical_asset,20.0,1.45,1.45,51.1291430170208,1.31104348609471,2022-06-16,12.951000213623049,1020.0999755859376,3.0,0.0,matched,E07000108,117445.0,Urban with Significant Rural (rural including hub towns 26-49%),0.376,0.3,0.134,1.0,1.0,11.673725417873936,2022,6,0.371563556432483,3.044522437723423
FREP-240683-Z,technical_asset,19.0,4.777891156462585,19.916666666666668,51.561639806449,0.219873222177904,2021-06-04,14.300000190734863,1021.2000122070312,3.700000047683716,0.4000000059604645,matched,E09000016,262086.0,Urban with Major Conurbation,0.323,0.51,0.108,1.0,1.0,12.476427973157676,2021,6,2.99155690214351,2.995732273553991
FREP-14318-O,technical_asset,1.0,13.433333333333334,13.433333333333334,51.6462484410946,-0.408689669739172,2023-05-16,15.5,1024.800048828125,8.600000381469727,0.0,matched,E07000103,105261.0,Urban with Major Conurbation,0.2189999999999999,0.14,0.092,4.0,1.0,11.56419825914765,2023,5,2.5977391802845275,0.6931471805599453
FREP-14337-W,technical_asset,2.0,11.233333333333333,11.233333333333333,51.0857365852369,1.15055423037676,2022-04-10,9.5339994430542,1020.2999877929688,7.900000095367432,2.0,matched,E07000112,110372.0,Urban with Significant Rural (rural including hub towns 26-49%),0.3339999999999999,0.43,0.145,3.0,1.0,11.611611757468927,2022,4,2.418885548690206,1.0986122886681098
FREP-239896-Z,technical_asset,49.0,3.1333333333333333,10.833333333333334,51.6544544127317,-0.199230880385685,2021-05-31,7.400000095367432,1024.0999755859375,3.200000047683716,0.0,matched,E09000003,388955.0,Urban with Major Conurbation,0.319,0.36,0.111,2.0,1.0,12.87121893467506,2021,5,2.3826278006675823,3.912023005428146
FREP-14347-W,weather_natural,1763.0,14.79312724522594,112.46666666666668,51.1135126645777,0.470287144925582,2022-02-18,9.100000381469728,991.5,23.0,5.399999618530273,matched,E07000116,116263.0,Urban with Significant Rural (rural including hub towns 26-49%),0.213,0.19,0.073,0.0,1.0,11.663610145154312,2022,2,4.722656881443759,7.475339236566737
FREP-240492-Z,technical_asset,3510.0,0.6847530864197532,1.55,51.5894462682209,-0.102034553788448,2021-06-03,20.600000381469727,1018.7999877929688,9.300000190734863,2.0,matched,E09000014,264317.0,Urban with Major Conurbation,0.411,0.65,0.17,4.0,1.0,12.484904419371405,2021,6,0.4382549309311553,8.163656176168432
FREP-239954-Z,technical_asset,6.0,4.316666666666666,13.316666666666666,52.0379058498408,1.20095134894891,2021-05-31,12.949999809265137,1020.0,7.099999904632568,0.0,matched,E07000202,139638.0,Urban with City and Town,0.296,0.25,0.141,2.0,1.0,11.84680863857272,2021,5,2.589016383544174,1.9459101490553132
FREP-14804-W,technical_asset,1.0,16.466666666666665,16.466666666666665,50.927579327247,-0.390106657160305,2022-11-01,13.800000190734863,1007.0999755859376,18.0,5.0,matched,E07000227,148784.0,Largely Rural (rural including hub towns 50-79%) ,0.124,0.03,0.056,2.0,0.0,11.910250868717979,2022,11,2.801338135525767,0.6931471805599453
FREP-239992-Z,technical_asset,1.0,9.35,9.35,51.7364087408022,-0.239553651947588,2021-06-01,18.299999237060547,1016.4000244140624,5.800000190734863,0.0,matched,E07000241,119747.0,Urban with City and Town,0.204,0.34,0.086,1.0,1.0,11.693136462767283,2021,6,2.2353763433005955,0.6931471805599453
FREP-15046-W,technical_asset,73.0,8.87471264367816,20.433333333333334,50.8435465287264,-0.173813212740947,2022-12-07,1.555500030517578,1018.5999755859376,6.0,0.0,matched,E06000043,278000.0,Urban with City and Town,0.3819999999999999,0.33,0.123,2.0,1.0,12.535376392672774,2022,12,3.017167554274056,4.30406509320417
FREP-240024-Z,technical_asset,433.0,0.3050808314087759,1.0833333333333333,51.5592363151467,-0.27107272199345,2021-06-01,22.049999237060547,1015.5,9.600000381469728,0.0,matched,E09000005,339248.0,Urban with Major Conurbation,0.3239999999999999,0.55,0.155,1.0,1.0,12.734486682322332,2021,6,0.08004270767353636,6.073044534100405
FREP-240084-Z,technical_asset,1.0,2.7,2.7,52.5742947660599,1.71501848400845,2021-06-01,17.700000762939453,1017.2999877929688,8.600000381469727,0.0,matched,E07000145,100179.0,Urban with Significant Rural (rural including hub towns 26-49%),0.43,0.58,0.184,1.0,1.0,11.514713864829446,2021,6,0.9932517730102834,0.6931471805599453
FREP-15193-O,technical_asset,0.0,,1.0,51.9430173153703,-0.268096476797097,2023-09-14,22.0,1019.7000122070312,6.599999904632568,0.0,matched,E07000099,135752.0,Urban with Significant Rural (rural including hub towns 26-49%),0.211,0.18,0.079,0.0,1.0,11.818584970652662,2023,9,0.0,0.0
FREP-15372-O,technical_asset,4.0,20.65833333333333,23.816666666666663,51.6174886002318,-0.132557372277901,2023-09-20,16.799999237060547,994.4000244140624,15.399999618530272,14.399999618530272,matched,E09000010,328014.0,Urban with Major Conurbation,0.3209999999999999,0.66,0.171,1.0,1.0,12.70081156938222,2023,9,3.1703856157077666,1.6094379124341003
FREP-240399-Z,weather_natural,27.0,0.5166666666666667,0.5166666666666667,51.7056228650937,-0.706866842077868,2021-06-02,18.89999961853028,1012.4000244140624,7.599999904632568,0.0,matched,E06000060,555161.0,Urban with Significant Rural (rural including hub towns 26-49%),0.1874999999999999,0.3,0.06325,4.0,1.0,13.227013440750667,2021,6,-0.6603573577369544,3.332204510175204
FREP-14185-W,weather_natural,528.0,20.396748737373738,27.4,50.9836035710203,0.296735092609588,2022-02-20,10.300000190734863,1003.5,22.0,1.7000000476837158,matched,E07000065,163091.0,Mainly Rural (rural including hub towns >=80%) ,0.237,0.29,0.073,2.0,0.0,12.002063606215954,2022,2,3.3105430133940246,6.270988431858299
FREP-240332-Z,technical_asset,3.0,6.705555555555556,6.9,52.6584501996926,1.33565892152503,2021-06-02,20.299999237060547,1014.9000244140624,9.0,0.0,matched,E07000144,132238.0,Urban with Significant Rural (rural including hub towns 26-49%),0.129,0.01,0.072,4.0,1.0,11.792358608363598,2021,6,1.9315214116032138,1.3862943611198906
FREP-240631-Z,technical_asset,1.0,3.083333333333333,3.083333333333333,51.5658707776737,0.485990209162089,2021-06-03,22.450000762939453,1018.5999755859376,9.600000381469728,0.3000000119209289,matched,E07000066,187718.0,Urban with City and Town,0.3339999999999999,0.58,0.138,4.0,1.0,12.142696115685819,2021,6,1.126011262856224,0.6931471805599453
FREP-14200-W,weather_natural,33.0,34.38333333333333,34.38333333333333,50.9519783347092,-0.487030444826157,2022-02-19,6.800000190734863,1009.2999877929688,20.100000381469727,2.6999998092651367,matched,E07000227,148784.0,Largely Rural (rural including hub towns 50-79%) ,0.124,0.03,0.056,1.0,0.0,11.910250868717979,2022,2,3.537571950849151,3.5263605246161616
FREP-14214-W,technical_asset,1.0,28.266666666666666,28.266666666666666,50.7983473761425,0.287142238121887,2022-02-21,8.199999809265137,1005.5999755859376,23.200000762939453,3.5999999046325684,matched,E07000061,102304.0,Urban with City and Town,0.283,0.29,0.141,3.0,1.0,11.535704051859568,2022,2,3.3416832541297476,0.6931471805599453
FREP-240665-Z,technical_asset,1.0,16.116666666666667,16.116666666666667,51.906685286184,-0.424505990051355,2021-06-03,17.049999237060547,1020.0999755859376,5.699999809265137,0.9000000357627869,matched,E06000032,224958.0,Urban with City and Town,0.379,0.41,0.155,4.0,1.0,12.3236689970955,2021,6,2.779853933231194,0.6931471805599453
FREP-239786-J,technical_asset,14.0,0.7166666666666667,0.7166666666666667,51.5616115695199,0.0902081005716816,2023-02-17,12.649999618530272,1020.2000122070312,18.200000762939453,0.0,matched,E09000026,316556.0,Urban with Major Conurbation,0.2739999999999999,0.41,0.121,4.0,1.0,12.665255440144245,2023,2,-0.33314444652853825,2.70805020110221
